,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
9135,0,48,63248.45,0,10.04811,11,2,0,0,0,1,1,1,1,1,1,0,0,0,1,162.497,5655.286153,0,0,1,0,1,0,1,0,0,0,0,1
9136,3,31,14829.89,0,14.68473,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,119.9897,5259.588349,1,0,0,0,1,0,0,0,1,1,0,0
9137,2,54,92291.31,0,10.77214,12,2,0,0,0,0,1,1,1,0,1,0,1,0,1,164.9853,6656.287,0,1,0,0,1,0,1,0,0,0,1,0
9138,0,69,30272.58,0,15.736,10,4,0,0,0,1,1,1,0,0,1,0,1,1,1,252.6378,5473.581033,0,0,1,0,1,0,0,1,0,1,0,0
9139,2,58,49823.86,0,9.34555,9,0,0,1,0,0,1,0,1,1,1,0,1,0,1,174.9755,6061.845625,0,1,0,1,0,0,0,1,0,1,0,0
9140,4,64,33985.54,0,17.81793,15,1,1,0,1,1,1,1,0,0,1,1,1,1,1,265.147,5999.064003,0,1,0,0,1,0,0,1,0,0,1,0
9141,3,18,72397.73,0,12.39937,8,3,0,0,0,1,1,0,0,1,0,0,0,0,0,114.9509,6174.314028,0,1,0,1,0,0,1,0,0,1,0,0
9142,1,89,7014.13,1,8.713419,6,1,0,0,1,0,1,1,1,1,0,1,1,1,1,277.6375,5552.256288,0,0,1,0,1,0,0,1,0,1,0,0
9143,3,19,16897.23,0,7.991076,16,1,0,0,0,0,1,0,0,1,1,0,1,0,1,152.4579,6309.663687,0,1,0,0,1,0,1,0,0,1,0,0
9144,1,40,56159.24,0,13.19852,18,0,1,0,0,0,1,1,0,1,0,0,0,1,1,182.4433,6532.644086,1,0,0,0,1,0,1,0,0,0,1,0
9145,1,47,50395.77,0,11.41706,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.45514,6280.766215,1,0,0,0,1,0,1,0,0,1,0,0
9146,0,34,45021.58,0,9.031147,8,2,0,0,0,0,1,0,0,1,1,0,0,0,0,127.4738,5381.978758,0,1,0,1,0,0,1,0,0,0,0,1
9147,4,34,48804.01,0,9.649844,9,1,1,0,1,0,1,1,1,0,0,0,0,1,0,162.4653,6839.025934,0,1,0,0,1,0,1,0,0,1,0,0
9148,0,30,81148.39,0,5.163759,10,1,1,0,1,0,1,0,0,1,0,0,0,1,0,137.4616,4170.178568,0,1,0,0,1,0,0,0,1,1,0,0
9149,4,78,4115.32,0,11.45201,9,1,0,0,1,0,1,0,0,1,0,0,0,1,1,169.9378,5333.699374,1,0,0,1,0,0,0,1,0,0,0,1
9150,0,54,59248.25,0,7.991317,9,1,0,0,0,0,1,0,1,1,1,0,1,0,0,154.9755,5713.631544,1,0,0,1,0,0,1,0,0,0,0,1
9151,3,42,83543.98,0,13.06108,12,2,1,0,0,0,1,0,0,0,1,0,1,0,0,129.9621,6589.069717,0,1,0,0,1,0,1,0,0,0,1,0
9152,0,48,28836.94,0,5.251395,11,2,1,0,0,0,1,1,0,1,0,0,1,1,0,262.6106,6516.704569,0,1,0,0,1,0,0,1,0,0,1,0
9153,5,68,7228.19,0,12.89005,15,2,1,0,0,0,1,1,0,1,1,1,0,0,1,192.4885,5714.467771,0,1,0,1,0,0,0,1,0,1,0,0
9154,1,34,52251.85,0,15.1921,13,1,0,0,0,0,1,0,0,1,0,0,1,1,1,210.1051,6174.837293,1,0,0,1,0,0,1,0,0,0,0,1
9155,1,88,22324.49,0,9.576327,16,2,1,0,0,0,1,0,1,1,1,0,0,1,0,184.9785,5329.313105,0,1,0,0,1,0,0,1,0,1,0,0
9156,3,28,35299.63,0,6.213067,9,0,0,0,1,0,1,0,0,0,1,0,1,1,0,200.1323,6154.993798,0,1,0,1,0,0,1,0,0,1,0,0
9158,3,28,15535.84,0,13.16727,13,1,0,0,0,1,1,0,0,1,0,0,0,1,1,169.9378,5626.093885,1,0,0,0,1,0,0,1,0,1,0,0
9159,3,23,66034.48,0,10.30581,13,1,0,0,0,1,1,1,1,1,1,0,0,0,1,162.497,6637.249892,0,1,0,1,0,0,1,0,0,1,0,0
9160,1,77,24997.36,0,7.471035,18,2,0,0,1,0,1,1,0,0,0,0,0,0,1,112.4844,3347.326138,0,1,0,0,1,0,0,0,1,1,0,0
9161,0,23,49372.8,0,7.789435,13,2,0,0,1,1,1,1,0,0,0,0,0,1,1,159.9476,6234.113968,0,1,0,1,0,0,1,0,0,0,0,1
9162,1,56,13031.07,0,14.67012,15,1,1,0,1,0,1,0,1,1,1,0,1,0,1,174.9755,5075.816829,0,1,0,1,0,0,0,1,0,1,0,0
9163,1,82,83813.21,0,13.33731,9,1,0,0,0,0,1,1,0,0,1,1,1,0,1,194.9768,3572.738241,0,0,1,0,1,0,0,1,0,0,1,0
9164,3,81,19645.07,0,10.94239,12,2,0,0,1,0,1,0,0,0,0,0,1,0,1,104.9629,5934.090437,0,1,0,0,1,0,0,0,1,0,0,1
9165,1,44,79942.93,0,14.69877,13,1,0,0,0,0,1,0,1,0,0,1,0,0,1,107.482,6076.755109,0,0,1,0,1,0,1,0,0,0,0,1
9166,3,21,80492.82,0,12.64209,14,1,0,0,0,1,1,1,1,0,0,1,0,1,0,162.4982,5809.15662,0,1,0,0,1,0,0,0,1,1,0,0
9168,1,85,23206.42,0,9.224662,13,1,1,0,1,1,1,0,1,0,1,0,0,1,0,142.4827,5291.716803,1,0,0,0,1,0,1,0,0,0,0,1
9169,1,61,50335.34,0,13.21238,15,1,0,1,0,0,1,0,0,0,1,0,0,1,0,139.965,6619.456202,1,0,0,0,1,0,1,0,0,1,0,0
9170,0,39,69555.01,0,3.093001,11,0,0,1,1,0,1,1,1,0,0,0,0,0,1,127.4783,6098.579126,0,1,0,1,0,0,1,0,0,1,0,0
9171,1,32,39798.55,0,8.226943,12,1,0,1,0,1,1,0,1,1,1,0,0,1,0,184.9785,5731.179041,0,0,1,1,0,0,0,1,0,1,0,0
9172,4,56,11345.68,0,9.360835,13,5,0,0,0,0,1,1,0,0,0,1,1,0,1,162.4538,6262.462856,1,0,0,0,1,0,1,0,0,1,0,0
9173,0,59,19224.86,0,13.26643,10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,94.97283,5758.399584,0,0,1,1,0,0,1,0,0,1,0,0
9174,1,80,14174.86,0,10.61778,12,1,0,0,0,1,1,0,1,1,0,1,0,1,0,164.9647,5895.135365,1,0,0,1,0,0,1,0,0,0,0,1
9176,1,48,25866.34,0,9.993283,12,0,1,0,0,0,1,1,0,1,1,0,1,1,0,275.1336,6307.538056,0,0,1,0,1,0,0,1,0,1,0,0
9177,1,55,77381.71,0,11.57025,9,2,1,0,1,0,1,1,1,0,1,0,0,0,0,127.525,4355.447904,0,0,1,0,1,0,0,0,1,0,1,0
9181,0,31,42412.99,0,12.89898,16,0,0,0,1,0,1,1,0,0,0,0,0,1,0,147.4713,4615.447586,0,1,0,1,0,0,0,0,1,1,0,0
9183,1,77,41646.4,0,5.185535,9,2,0,0,1,0,0,1,1,1,0,0,0,0,1,149.9741,6498.14477,1,0,0,0,1,0,1,0,0,0,1,0
9184,2,70,67156.12,0,10.00295,12,0,0,0,0,0,1,1,0,0,1,1,0,1,1,204.9797,4167.667908,1,0,0,0,1,0,0,1,0,0,0,1
9186,2,36,23826.48,0,12.46976,14,1,1,0,1,0,1,1,0,0,0,1,0,1,1,192.4567,4972.468459,0,0,1,1,0,0,0,1,0,1,0,0
9187,4,46,56537.74,0,10.71363,8,0,1,0,0,0,1,0,0,0,0,1,0,1,0,159.9512,4116.511731,0,0,1,0,1,0,0,1,0,1,0,0
9188,2,53,24311.42,0,9.713643,8,1,0,0,0,1,1,0,1,1,1,0,1,1,1,245.1457,4759.907327,0,1,0,1,0,0,0,1,0,1,0,0
9189,1,88,33217.6,0,10.0409,7,2,0,0,1,0,1,0,1,0,1,0,0,0,1,127.4958,5132.685447,1,0,0,1,0,0,0,1,0,1,0,0
9190,1,46,32703.9,0,4.757756,11,0,0,0,0,0,1,0,0,1,0,1,1,0,1,172.4441,5084.889707,0,0,1,1,0,0,0,1,0,1,0,0
9191,0,77,30154.63,0,8.981113,7,0,1,0,0,0,1,0,0,1,0,0,0,1,1,149.9378,4480.306619,1,0,0,0,1,0,1,0,0,0,0,1
9192,4,54,34134.21,0,8.947114,7,1,0,0,1,1,1,1,0,1,1,0,0,1,0,214.9663,5550.321643,0,0,1,0,1,0,0,1,0,0,0,1
9193,0,85,61525.98,0,8.429623,11,0,0,0,1,0,1,0,0,1,0,1,1,1,0,210.138,6071.79498,1,0,0,1,0,0,0,0,1,1,0,0
9194,1,44,83675.85,0,5.113906,13,1,1,0,0,1,1,1,0,1,1,1,1,1,0,287.6427,5345.046858,1,0,0,1,0,0,0,1,0,0,0,1
9195,0,19,48292.64,0,9.7879,12,1,0,0,1,0,1,0,0,0,1,1,0,1,1,139.9979,4957.435146,0,0,1,0,1,0,0,0,1,1,0,0
9196,3,70,13233.7,0,10.49575,13,0,0,0,1,0,1,1,0,0,0,1,1,1,1,232.624,6002.578168,0,0,1,1,0,0,1,0,0,1,0,0
9197,2,65,55820.82,0,10.88233,15,2,0,1,1,1,1,0,0,1,0,0,1,0,0,159.9349,5893.622644,0,1,0,0,1,0,0,1,0,0,1,0
9198,0,65,62475.24,0,12.1649,14,1,0,1,1,1,1,0,1,0,0,0,1,0,1,119.9568,4934.319062,0,0,1,0,0,1,1,0,0,1,0,0
9199,0,48,27065.58,0,9.166549,8,1,0,0,0,0,1,0,0,0,0,0,1,1,0,207.6094,4443.076355,0,0,1,1,0,0,0,1,0,0,1,0
9200,1,82,31023.93,0,7.945183,13,0,0,0,1,1,1,0,0,1,0,0,0,1,0,149.9378,4956.677539,0,0,1,0,1,0,1,0,0,0,1,0
9201,0,30,57145.52,0,10.27395,15,0,0,0,1,0,1,0,0,1,1,0,1,0,1,152.4579,6706.905363,0,0,1,1,0,0,1,0,0,1,0,0
9202,1,53,22280.3,0,8.869603,12,0,1,0,0,0,1,0,1,1,0,1,1,1,1,225.132,5385.589638,0,0,1,1,0,0,1,0,0,0,0,1
9203,4,82,26417.57,0,8.394378,12,2,1,0,0,0,1,0,0,1,0,0,1,0,1,159.9349,5662.268037,1,0,0,0,1,0,0,1,0,1,0,0
9204,7,18,42841.97,0,8.682296,16,1,2,0,1,0,1,1,0,0,0,1,1,1,1,220.1478,5747.654271,0,1,0,0,1,0,0,0,1,0,0,1
9205,3,80,22720.66,0,16.40248,16,2,0,0,0,0,1,1,1,1,0,1,0,0,1,182.4833,5087.557363,0,0,1,1,0,0,0,1,0,0,0,1
9206,4,24,87926.43,0,4.224255,11,0,0,0,0,1,1,1,0,1,0,1,1,0,0,172.4733,5284.511287,1,0,0,0,1,0,0,0,1,0,0,1
9207,1,53,90748.01,0,12.60495,13,1,0,0,0,0,1,0,0,0,1,0,1,0,1,129.9621,5102.051113,1,0,0,0,1,0,1,0,0,0,0,1
9208,3,88,41902.08,0,13.05523,16,1,0,0,0,0,1,0,0,1,0,1,0,0,1,114.9838,4880.587184,1,0,0,0,1,0,0,0,1,1,0,0
9209,0,52,71957.41,0,9.515041,9,1,0,0,0,1,1,0,1,1,0,0,1,0,1,162.4526,5612.009142,0,1,0,1,0,0,0,1,0,0,1,0
9210,3,75,32340.98,0,9.804896,18,0,1,0,1,0,1,0,0,1,0,0,0,0,1,134.9509,4796.464221,0,0,1,1,0,0,0,1,0,1,0,0
9211,1,37,11793.4,0,13.45927,9,0,0,1,0,0,1,1,1,0,1,0,1,0,0,164.9853,5390.477473,0,0,1,1,0,0,1,0,0,1,0,0
9212,3,30,78411.45,0,14.06274,16,3,0,0,0,0,0,0,0,0,1,0,1,0,0,129.9621,4984.78563,1,0,0,1,0,0,1,0,0,0,1,0
9213,0,60,18612.45,0,9.096632,11,0,0,0,1,1,1,0,0,0,1,1,0,0,1,105.011,4301.135534,1,0,0,1,0,0,0,0,1,0,1,0
9214,3,81,61042.75,0,12.95862,8,0,1,1,0,0,1,1,0,0,0,0,0,1,1,159.9476,5645.623244,0,0,1,1,0,0,1,0,0,1,0,0
9215,2,78,33653.9,0,8.761838,9,0,0,0,0,1,1,0,0,0,0,1,0,1,1,159.9512,5614.790593,1,0,0,1,0,0,0,1,0,0,1,0
9216,1,63,85694.68,0,11.90177,8,0,0,0,0,0,1,1,1,1,1,0,0,0,0,162.497,5088.812303,0,1,0,1,0,0,1,0,0,1,0,0
9217,1,74,30439.25,0,10.41218,13,2,1,0,0,0,1,0,0,0,1,0,1,0,0,129.9621,5524.916473,1,0,0,0,1,0,1,0,0,0,1,0
9218,2,52,5663.69,0,12.75335,10,2,0,1,1,1,1,1,1,1,1,0,1,0,0,207.4811,6486.342263,1,0,0,0,1,0,0,1,0,0,0,1
9219,0,26,30136.17,0,11.52287,13,2,0,0,0,0,1,1,0,0,0,0,0,1,1,179.9476,4799.331248,1,0,0,1,0,0,0,1,0,0,0,1
9220,4,66,98836.2,0,9.443369,16,1,1,0,0,1,1,0,0,0,1,0,1,1,1,220.1323,4203.265113,0,1,0,1,0,0,0,1,0,1,0,0
9221,3,74,11369.93,0,10.77736,10,3,0,0,0,0,1,0,0,1,0,0,1,1,1,197.6288,6337.777813,0,1,0,1,0,0,0,0,1,1,0,0
9222,2,47,35476.64,0,7.915823,10,2,0,0,1,0,1,0,0,0,1,1,1,0,0,162.4713,5924.499555,1,0,0,1,0,0,0,1,0,0,1,0
9223,1,83,50518.01,0,11.20001,7,0,0,1,0,0,1,0,1,0,1,1,1,0,0,132.5127,5659.754528,0,0,1,1,0,0,0,0,1,0,1,0
9224,0,50,36068.74,0,5.547142,9,1,0,0,1,0,1,0,0,1,0,0,1,0,1,139.9349,5813.907009,0,0,1,0,1,0,1,0,0,0,0,1
9225,1,82,87407.6,0,9.934332,16,2,1,0,0,1,1,1,0,0,1,0,0,1,1,192.4705,5890.196741,0,0,1,1,0,0,0,1,0,0,1,0
9226,1,75,31185.66,0,7.257865,9,0,0,0,1,1,1,0,1,1,1,1,1,0,1,167.4847,5736.40115,0,1,0,0,1,0,1,0,0,1,0,0
9227,5,54,75034.41,0,11.03721,17,3,0,0,1,0,1,0,1,1,0,0,1,0,1,129.9763,5194.999763,0,0,1,1,0,0,0,0,1,0,0,1
9228,4,33,13633.24,0,12.32894,13,1,1,1,1,1,1,1,0,0,0,1,0,0,1,137.4698,6230.059428,0,0,1,1,0,0,1,0,0,0,0,1
9229,1,89,25484.55,0,9.148549,12,0,0,0,1,0,1,0,1,0,0,0,0,1,0,149.9598,5600.167567,0,0,1,0,1,0,0,1,0,0,0,1
9230,3,49,49708.08,0,8.239255,15,2,0,1,0,1,1,1,1,0,1,1,1,1,1,235.1884,4951.211643,1,0,0,1,0,0,0,0,1,0,0,1
9231,2,70,29843.26,0,10.29679,15,3,0,1,1,0,0,1,1,0,0,1,1,0,1,164.9715,5651.302353,1,0,0,0,1,0,1,0,0,0,1,0
9232,1,73,55112.16,0,9.915906,11,1,0,1,1,0,1,1,1,1,0,1,0,1,1,184.9939,5397.665839,1,0,0,1,0,0,0,0,1,0,0,1
9234,7,47,33241.87,0,6.093676,14,0,0,0,0,0,1,1,0,0,0,1,1,1,0,232.624,6578.562564,0,1,0,1,0,0,1,0,0,0,1,0
9235,0,24,50542.54,0,9.632954,15,1,0,0,1,0,1,1,0,0,0,0,0,0,1,144.9607,4643.404934,1,0,0,0,1,0,0,1,0,0,0,1
9236,2,65,31205.95,0,9.690982,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,149.9621,5897.480679,0,0,1,1,0,0,0,1,0,1,0,0
9237,5,48,45157.11,1,15.29137,13,1,1,0,0,0,0,0,0,1,0,1,1,1,0,242.6143,6175.832114,0,0,1,1,0,0,0,1,0,1,0,0
9238,4,63,32525.69,1,3.712647,10,2,1,1,1,0,1,1,0,1,1,0,1,1,1,275.1336,6277.545967,0,1,0,0,1,0,0,1,0,1,0,0
9239,7,25,48299.76,0,3.85093,8,1,0,0,0,0,1,1,0,1,0,0,0,1,0,202.4433,6339.601147,0,0,1,1,0,0,0,1,0,1,0,0
9240,3,37,7312.21,0,13.10561,14,0,0,1,0,1,1,0,0,0,1,0,0,1,0,127.4887,5422.646982,0,1,0,0,1,0,0,0,1,0,1,0
9241,0,49,63536.48,0,5.825619,14,0,0,1,0,0,1,1,0,0,1,0,0,0,0,137.4836,5318.331264,1,0,0,1,0,0,1,0,0,1,0,0
9242,2,88,72518.47,0,15.37298,11,3,0,0,1,1,1,0,0,0,0,0,1,1,1,175.1331,4696.683851,0,1,0,1,0,0,0,0,1,1,0,0
9243,3,42,15550.44,0,11.06803,12,1,0,0,0,0,1,0,0,0,1,1,1,0,0,129.995,6180.701125,1,0,0,1,0,0,0,0,1,0,1,0
9244,5,32,41512.12,0,12.47085,9,0,0,0,1,0,0,1,0,1,0,1,0,0,0,179.9656,6153.937297,0,1,0,1,0,0,0,1,0,1,0,0
9245,0,35,16490.9,0,11.19187,12,1,0,1,0,1,1,1,1,1,0,1,0,1,1,197.4702,5180.245459,0,0,1,1,0,0,1,0,0,0,1,0
9246,6,64,19398.68,0,9.060299,13,2,1,0,1,1,1,1,0,0,0,0,0,1,1,147.4713,4610.018066,1,0,0,0,1,0,0,0,1,1,0,0
9247,0,26,13391.68,1,6.367803,15,1,1,1,1,1,1,1,0,1,1,0,1,1,1,275.1336,6246.940881,1,0,0,0,1,0,0,1,0,1,0,0
9250,0,63,14944.48,0,11.63792,9,0,1,0,0,0,1,0,0,1,0,0,0,1,1,169.9378,5341.756379,0,1,0,1,0,0,0,1,0,1,0,0
9251,0,20,50416.27,0,13.60982,13,0,2,0,1,1,1,1,0,1,0,1,0,0,1,147.4893,5518.35161,0,0,1,0,1,0,0,0,1,0,1,0
9252,0,20,20825.08,0,12.2879,11,1,0,0,0,1,1,1,0,0,0,0,1,1,1,220.1149,6004.311688,1,0,0,0,0,1,1,0,0,1,0,0
9253,6,21,49241.33,0,10.30157,14,0,1,0,1,0,1,1,0,0,1,0,0,1,1,172.4705,6484.077095,0,1,0,0,1,0,1,0,0,0,0,1
9254,3,75,18517.07,0,8.639223,10,2,1,0,0,0,1,0,0,1,0,0,0,1,1,149.9378,6417.345247,0,1,0,1,0,0,1,0,0,1,0,0
9255,0,45,35183.0,0,15.54947,17,1,0,0,0,0,1,1,0,1,1,1,1,0,1,217.4725,5099.333841,0,0,1,0,1,0,0,1,0,1,0,0
9256,4,84,53087.64,0,8.965315,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,140.0013,5747.925597,0,0,1,1,0,0,1,0,0,1,0,0
9257,0,53,18544.26,0,10.12368,14,1,1,0,1,0,1,1,1,0,1,1,0,1,1,187.4974,6069.26126,0,1,0,0,1,0,1,0,0,1,0,0
9258,0,81,16886.52,0,5.876435,12,2,0,0,0,1,1,1,0,1,0,1,0,1,0,214.9525,5514.722604,0,0,1,1,0,0,0,1,0,0,1,0
9259,1,47,95706.49,0,10.76147,14,1,0,1,0,0,1,0,1,0,1,0,0,1,1,142.4827,5169.811527,1,0,0,0,1,0,1,0,0,1,0,0
9260,0,77,34842.53,0,10.50809,12,1,0,0,0,1,1,1,0,1,0,1,1,0,1,204.9496,5089.309759,1,0,0,0,1,0,0,1,0,1,0,0
9261,3,82,23936.18,0,7.234753,10,1,0,0,1,1,1,0,0,1,0,1,0,1,0,162.447,5557.902015,1,0,0,0,1,0,1,0,0,1,0,0
9262,3,42,9922.11,0,6.824295,16,1,0,0,1,1,1,0,0,1,0,0,1,0,0,159.9349,5547.914544,0,0,1,0,1,0,0,1,0,1,0,0
9263,1,69,40374.09,0,7.627938,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,149.9598,4458.339586,0,0,1,0,1,0,0,1,0,0,0,1
9264,2,47,73916.66,0,10.48089,16,0,0,0,0,0,1,1,0,1,1,0,1,0,0,204.9634,5756.010952,0,1,0,1,0,0,0,1,0,0,1,0
9265,5,24,9397.93,0,12.5176,11,2,1,0,1,1,1,0,0,1,1,1,0,0,1,139.983,4678.84382,1,0,0,0,1,0,1,0,0,1,0,0
9266,0,50,45417.79,0,10.24503,8,2,0,0,0,0,1,1,0,0,0,0,0,1,1,179.9476,4986.700367,1,0,0,1,0,0,0,1,0,0,0,1
9267,2,60,12534.97,0,9.515782,8,1,0,0,0,0,0,0,1,1,1,1,0,1,1,197.4876,5932.680423,0,0,1,1,0,0,0,1,0,0,1,0
9268,3,46,48719.4,0,11.49116,9,3,0,0,0,0,1,1,1,0,0,1,1,1,1,222.6654,6433.080677,0,0,1,1,0,0,0,0,1,0,0,1
9269,0,80,20539.22,0,13.29687,16,3,0,0,0,1,1,0,0,0,1,0,1,1,0,220.1323,4657.315652,0,0,1,0,1,0,0,1,0,0,0,1
9270,1,74,47565.54,0,9.966367,12,1,1,0,1,0,1,1,0,1,0,0,0,0,1,147.4564,6074.125643,1,0,0,1,0,0,1,0,0,1,0,0
9271,1,22,12778.82,0,17.13733,8,0,0,0,0,0,1,1,1,1,0,1,1,0,0,207.4673,5407.07316,0,0,1,0,1,0,0,1,0,1,0,0
9272,0,51,17235.21,0,7.865494,17,0,0,0,0,0,1,1,1,1,0,0,0,0,1,169.9741,5432.427022,1,0,0,0,1,0,0,1,0,1,0,0
9273,0,57,50946.72,1,8.780929,14,0,0,0,0,0,1,1,1,0,1,1,1,1,1,247.6647,5418.636172,0,1,0,1,0,0,1,0,0,1,0,0
9274,0,39,84293.71,0,7.532241,13,0,1,0,0,0,0,1,0,1,1,1,1,1,1,255.1665,6305.471651,1,0,0,1,0,0,0,0,1,1,0,0
9275,2,76,51864.36,0,14.32642,12,1,0,0,1,1,1,0,0,0,0,0,1,1,1,207.6094,5005.866114,1,0,0,1,0,0,0,1,0,0,1,0
9276,1,27,22112.77,0,7.021583,8,0,0,0,0,0,1,1,0,0,1,1,0,0,1,137.5165,4787.756156,1,0,0,0,1,0,0,0,1,0,0,1
9277,2,61,82071.68,0,11.0988,16,0,0,0,1,0,1,1,0,0,1,1,1,0,1,162.5005,5101.277891,1,0,0,1,0,0,0,0,1,1,0,0
9278,0,24,26287.15,0,5.859626,16,0,0,0,1,0,1,1,0,0,1,0,1,1,0,252.6378,5978.652711,0,1,0,0,1,0,0,1,0,0,1,0
9279,3,49,92969.94,0,7.877643,14,0,0,1,0,1,1,0,0,0,0,1,1,0,1,117.472,5147.718209,0,1,0,0,1,0,0,0,1,1,0,0
9280,1,57,58610.33,0,11.11999,11,0,0,1,1,0,1,0,0,0,0,0,0,1,1,147.4421,5712.51151,0,1,0,0,1,0,0,1,0,0,1,0
9281,0,46,37065.62,0,16.36195,14,1,0,0,0,0,1,1,0,1,0,0,1,0,0,172.4404,6645.186507,1,0,0,0,1,0,1,0,0,0,1,0
9282,1,68,14441.87,0,7.775552,12,1,0,0,0,1,1,1,0,0,1,0,1,1,0,220.1615,5147.808018,0,1,0,0,0,1,0,0,1,1,0,0
9283,4,44,28619.23,0,9.704564,13,1,0,1,1,0,1,0,1,0,1,0,0,0,0,127.4958,5163.3129,0,0,1,1,0,0,0,1,0,1,0,0
9284,2,38,84731.3,0,9.954496,13,0,0,0,1,1,1,1,0,1,0,0,0,0,1,147.4564,6324.792407,0,0,1,0,0,1,1,0,0,1,0,0
9285,3,23,68281.26,0,6.468432,14,0,1,0,0,1,1,0,1,1,1,1,0,0,1,162.5007,5426.315112,1,0,0,0,1,0,0,1,0,0,1,0
9286,1,25,15959.11,0,5.730845,13,0,0,1,1,1,1,0,0,1,0,1,0,1,0,162.447,4763.445879,0,1,0,0,0,1,1,0,0,0,0,1
9287,3,48,14980.76,0,8.544211,15,3,0,0,0,0,1,0,0,0,0,0,1,1,1,187.6094,5833.458374,1,0,0,0,1,0,1,0,0,0,0,1
9288,0,40,17597.41,0,9.867683,13,1,0,0,1,1,1,1,0,0,0,0,0,1,1,147.4713,4767.934082,0,1,0,1,0,0,0,0,1,1,0,0
9289,4,59,19607.16,0,11.3974,5,0,0,0,0,1,1,0,0,1,0,0,1,1,0,197.6288,4927.749239,0,1,0,0,1,0,0,0,1,0,0,1
9290,3,21,20977.35,0,4.85258,9,2,1,0,1,1,1,1,0,0,0,0,0,1,1,179.9476,6074.8746,0,0,1,0,1,0,0,1,0,0,1,0
9291,4,47,57304.51,0,9.880673,9,2,1,0,1,1,1,1,0,0,0,0,0,0,0,144.9607,5837.262258,1,0,0,1,0,0,0,1,0,0,1,0
9292,0,51,81195.17,0,5.569496,11,2,0,0,0,1,1,1,1,1,0,1,1,0,0,174.991,6192.63762,0,0,1,0,1,0,0,0,1,1,0,0
9293,6,51,19119.85,0,14.57287,15,1,1,0,1,0,1,0,0,0,1,0,1,1,1,220.1323,6055.261009,1,0,0,1,0,0,0,1,0,0,0,1
9295,1,35,58175.44,0,10.70375,11,1,1,1,1,1,1,0,1,1,0,1,1,0,0,174.9618,5807.811165,0,1,0,0,1,0,0,1,0,0,1,0
9296,1,36,47553.76,0,10.35157,11,1,0,0,1,0,1,1,1,0,0,0,0,0,0,115.0021,3789.797735,0,1,0,1,0,0,0,0,1,1,0,0
9297,3,77,24188.94,0,15.07977,9,1,0,0,1,1,1,0,1,0,1,0,1,0,0,132.4798,6093.659885,0,1,0,0,1,0,1,0,0,0,0,1
9298,0,82,14510.63,1,11.54422,13,4,0,0,1,0,1,0,0,0,1,0,1,1,0,200.1323,4761.06852,1,0,0,1,0,0,1,0,0,1,0,0
9299,2,51,74771.86,0,9.969188,9,0,1,0,0,1,1,0,0,0,0,1,0,0,1,124.9643,5834.963129,0,0,1,1,0,0,0,1,0,0,0,1
9301,4,31,36315.32,0,9.090057,8,0,0,0,1,0,1,0,0,0,1,1,0,1,0,172.4742,5801.206123,0,1,0,0,1,0,0,1,0,1,0,0
9302,0,45,17236.85,0,15.11505,12,2,2,1,1,1,1,0,1,1,1,0,1,1,1,245.1457,5887.870657,0,1,0,0,1,0,0,1,0,1,0,0
9303,2,54,32410.95,0,11.66727,10,0,0,0,1,0,1,0,0,0,1,0,1,1,1,220.1323,5532.984193,1,0,0,1,0,0,0,1,0,1,0,0
9304,2,79,21406.95,0,13.50438,13,3,0,1,0,1,1,1,0,1,0,1,0,1,1,194.9525,6564.863417,1,0,0,1,0,0,1,0,0,1,0,0
9305,3,19,25515.76,0,7.516,12,2,2,0,1,0,1,0,0,1,0,1,0,1,0,162.447,6534.389245,1,0,0,1,0,0,1,0,0,0,1,0
9306,0,31,17152.68,0,5.917707,14,1,0,0,1,0,1,0,0,0,1,0,1,1,0,200.1323,6330.802447,0,1,0,0,1,0,1,0,0,1,0,0
9307,1,24,20693.63,0,12.71722,9,0,0,0,0,1,1,1,0,1,0,0,0,1,0,202.4433,6071.169112,0,0,1,0,1,0,0,1,0,1,0,0
9308,1,67,23011.03,0,10.88926,9,0,0,0,1,0,0,1,0,1,1,0,1,0,0,184.9634,6411.520424,0,0,1,0,1,0,1,0,0,1,0,0
9309,2,43,25276.46,0,10.59582,13,2,0,1,0,1,0,0,1,1,0,0,0,0,0,137.4686,5168.726317,0,1,0,0,1,0,0,1,0,1,0,0
9310,1,89,34596.24,0,11.41416,17,1,1,0,1,0,0,0,0,0,1,0,1,0,1,117.4858,5649.428932,0,1,0,1,0,0,0,0,1,0,1,0
