,Zip Code,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
5369,92059,75,Female,Yes,Month-to-Month,No,2,50.15,20.0
5370,90232,73,Female,Yes,Month-to-Month,No,2,54.85,6.0
5371,95689,49,Female,No,One Year,Yes,60,70.15,2.0
5372,96123,59,Male,No,Month-to-Month,Yes,40,84.9,27.0
5373,95521,39,Male,No,Month-to-Month,No,27,100.75,15.0
5375,90001,36,Female,No,Month-to-Month,Yes,1,29.85,10.0
5376,94538,61,Male,Yes,Month-to-Month,Yes,6,44.6,21.0
5380,93454,48,Male,No,Month-to-Month,No,32,50.6,19.0
5381,95422,53,Female,Yes,Month-to-Month,No,1,75.8,26.0
5382,95629,62,Female,No,Two Year,Yes,27,20.25,21.0
5383,94572,61,Female,No,One Year,Yes,12,85.15,19.0
5386,91030,54,Male,Yes,Month-to-Month,Yes,42,106.15,21.0
5387,95237,32,Female,No,Two Year,No,62,48.7,26.0
5388,93063,54,Female,No,Two Year,No,48,24.0,21.0
5389,92595,52,Male,No,Two Year,No,35,19.6,21.0
5390,95936,35,Male,No,Month-to-Month,No,1,19.55,21.0
5391,94121,46,Female,No,Two Year,No,71,19.6,21.0
5392,93623,62,Female,No,Two Year,Yes,72,110.45,14.0
5394,91752,35,Female,No,Two Year,Yes,31,49.85,10.0
5395,90249,42,Female,No,Month-to-Month,Yes,45,50.25,22.0
5396,92253,39,Male,No,Two Year,Yes,72,19.8,21.0
5399,95246,21,Female,No,One Year,No,17,19.55,21.0
5400,92602,60,Male,No,Two Year,No,54,87.1,26.0
5401,95255,48,Male,No,Month-to-Month,Yes,15,26.35,21.0
5402,95225,50,Male,No,Month-to-Month,No,22,75.0,19.0
5403,95601,41,Male,Yes,Month-to-Month,Yes,12,84.45,23.0
5404,92627,57,Male,Yes,One Year,Yes,49,51.8,5.0
5406,95423,62,Male,No,Month-to-Month,No,1,19.45,21.0
5407,92610,63,Male,Yes,Month-to-Month,No,24,54.75,18.0
5408,92007,41,Female,No,One Year,No,53,74.1,4.0
5409,91006,60,Female,No,Month-to-Month,Yes,42,85.9,13.0
5412,93518,46,Male,No,Month-to-Month,No,6,19.7,21.0
5413,95642,34,Male,Yes,Month-to-Month,Yes,1,49.9,17.0
5414,93267,48,Female,Yes,Month-to-Month,Yes,11,76.5,4.0
5416,94301,80,Female,No,One Year,No,56,95.65,27.0
5417,94903,32,Female,No,One Year,Yes,7,59.1,17.0
5418,96148,69,Male,Yes,One Year,No,66,110.9,25.0
5419,94970,52,Female,No,One Year,No,25,20.05,21.0
5420,91765,50,Male,No,Two Year,Yes,57,59.75,22.0
5421,95039,52,Female,No,Two Year,No,47,20.05,21.0
5423,96001,79,Male,No,Two Year,Yes,12,29.35,4.0
5424,90274,44,Female,No,One Year,Yes,58,44.1,25.0
5425,93622,56,Male,No,Month-to-Month,Yes,2,19.9,21.0
5426,93292,63,Female,Yes,Month-to-Month,Yes,7,79.0,2.0
5428,92107,56,Male,No,Two Year,Yes,70,79.25,2.0
5430,93668,76,Male,Yes,Month-to-Month,Yes,46,100.7,17.0
5432,96065,31,Female,No,Two Year,No,63,19.35,21.0
5433,90029,56,Male,No,Two Year,No,10,19.85,21.0
5435,93446,22,Male,No,One Year,No,11,19.5,21.0
5436,94608,36,Male,No,Two Year,Yes,71,80.1,20.0
5437,91040,61,Male,No,One Year,Yes,43,84.25,21.0
5439,92835,71,Male,No,Month-to-Month,No,21,86.55,9.0
5440,90810,51,Female,Yes,Month-to-Month,Yes,1,69.2,18.0
5441,91803,49,Male,No,One Year,Yes,19,87.7,2.0
5442,95537,34,Male,No,Two Year,No,59,113.75,19.0
5443,90049,44,Male,Yes,Month-to-Month,Yes,1,44.15,10.0
5444,95039,33,Female,No,Two Year,Yes,72,103.95,8.0
5445,92027,46,Male,No,One Year,No,29,100.55,23.0
5448,93108,40,Male,No,One Year,No,10,20.35,21.0
5449,95367,39,Female,Yes,Two Year,Yes,39,80.45,27.0
5452,95316,59,Female,No,One Year,Yes,58,61.05,8.0
5453,90815,31,Male,No,Month-to-Month,No,57,55.7,15.0
5454,92009,64,Female,No,Two Year,No,69,20.15,21.0
5455,91104,43,Female,No,One Year,Yes,23,78.55,12.0
5456,91343,64,Female,No,One Year,Yes,33,79.95,13.0
5457,92028,76,Female,Yes,Month-to-Month,No,3,45.0,6.0
5458,95746,26,Male,No,One Year,No,8,19.9,21.0
5460,93550,42,Male,Yes,Month-to-Month,Yes,14,65.45,19.0
5461,95650,53,Male,No,Two Year,No,72,24.3,21.0
5464,92656,31,Male,No,Month-to-Month,No,53,65.0,19.0
5466,92036,57,Male,Yes,Month-to-Month,Yes,5,80.15,19.0
5467,95017,75,Male,No,Two Year,Yes,52,72.95,11.0
5468,92118,61,Male,Yes,One Year,No,67,104.1,3.0
5469,93908,32,Female,No,Two Year,No,68,20.5,21.0
5471,91765,24,Male,No,Two Year,No,37,19.8,21.0
5472,92509,55,Male,No,Month-to-Month,No,1,20.0,21.0
5473,92249,47,Male,Yes,Month-to-Month,Yes,23,81.0,24.0
5474,93551,63,Male,No,Month-to-Month,Yes,11,20.45,21.0
5475,93638,30,Female,No,One Year,No,70,19.7,21.0
5476,92356,49,Male,No,Month-to-Month,Yes,40,61.9,21.0
5477,92059,59,Female,No,Two Year,Yes,69,93.3,24.0
5478,95207,42,Female,No,Two Year,No,71,24.7,21.0
5480,92612,60,Female,No,Month-to-Month,Yes,26,100.5,3.0
5482,93645,37,Male,No,Two Year,No,60,20.55,21.0
5483,95658,54,Male,No,Month-to-Month,Yes,15,68.6,10.0
5484,92116,59,Female,No,One Year,Yes,69,106.4,5.0
5485,91360,42,Female,No,Month-to-Month,No,1,19.65,21.0
5488,95606,38,Male,No,Two Year,No,72,60.95,15.0
5489,95926,56,Female,No,Month-to-Month,No,9,19.5,21.0
5490,96146,33,Male,No,Month-to-Month,Yes,2,44.5,19.0
5491,94583,62,Male,No,Two Year,Yes,66,19.75,21.0
5492,94513,61,Female,No,Two Year,Yes,72,98.65,10.0
5493,91311,63,Male,Yes,Month-to-Month,Yes,43,75.2,11.0
5494,93726,65,Female,No,Two Year,Yes,57,55.0,26.0
5495,94567,42,Female,Yes,Month-to-Month,No,1,40.1,12.0
5496,95825,51,Female,Yes,Month-to-Month,Yes,32,91.05,9.0
5497,95459,72,Male,No,Two Year,Yes,55,113.6,21.0
5498,90039,61,Male,No,Month-to-Month,Yes,51,30.05,6.0
5499,95426,39,Female,No,Month-to-Month,Yes,6,48.8,10.0
5500,91208,47,Male,Yes,Month-to-Month,Yes,8,51.05,20.0
5501,92037,62,Female,No,Month-to-Month,Yes,28,35.75,2.0
5502,92282,57,Male,No,One Year,Yes,16,55.85,17.0
5503,94132,80,Female,No,Two Year,Yes,30,101.3,17.0
5504,92284,62,Female,No,One Year,No,12,60.65,24.0
5506,91792,47,Male,No,One Year,Yes,55,64.2,26.0
5507,93422,39,Female,No,Month-to-Month,No,1,45.35,14.0
5510,90056,32,Female,Yes,Month-to-Month,Yes,2,80.65,19.0
5511,95834,62,Female,No,One Year,No,6,19.7,21.0
5513,94542,50,Male,No,Month-to-Month,No,3,20.85,21.0
5514,95420,39,Female,No,Two Year,Yes,72,95.1,19.0
5516,95713,37,Male,Yes,Month-to-Month,Yes,1,50.45,9.0
5518,94973,62,Male,No,Two Year,No,22,56.75,19.0
5522,93673,43,Female,No,Month-to-Month,Yes,12,20.1,21.0
5523,96074,74,Male,Yes,Month-to-Month,Yes,10,86.65,4.0
5524,95346,77,Male,No,Two Year,No,45,75.15,22.0
5525,95428,51,Male,Yes,Month-to-Month,Yes,18,99.4,16.0
5528,92518,49,Female,Yes,Month-to-Month,Yes,12,99.7,14.0
5529,92543,53,Female,No,Month-to-Month,No,3,19.3,21.0
5530,92130,31,Female,Yes,Month-to-Month,No,4,77.95,26.0
5531,95427,56,Male,No,Month-to-Month,No,6,20.15,21.0
5533,90713,79,Female,No,One Year,Yes,42,105.2,7.0
5534,92596,37,Male,No,Month-to-Month,Yes,1,50.75,20.0
5535,90004,53,Male,No,One Year,No,45,42.3,10.0
5536,95336,34,Female,No,Month-to-Month,No,8,66.05,14.0
5539,90713,42,Female,No,Two Year,Yes,43,25.7,21.0
5540,90304,33,Male,No,One Year,No,27,48.7,5.0
5541,91103,43,Female,No,Month-to-Month,Yes,18,74.15,13.0
5542,92374,37,Male,Yes,Month-to-Month,Yes,5,24.95,7.0
5543,92539,54,Female,No,Month-to-Month,Yes,52,84.05,26.0
5544,95926,51,Male,No,Month-to-Month,No,3,20.0,21.0
5545,90805,44,Female,No,Month-to-Month,No,23,49.7,2.0
5546,93426,31,Female,Yes,Month-to-Month,No,17,24.1,21.0
5547,91377,23,Female,No,One Year,No,20,20.35,21.0
5548,95703,68,Male,No,Two Year,Yes,31,96.6,10.0
5549,95949,60,Female,No,Month-to-Month,Yes,1,20.3,21.0
5550,91401,64,Male,No,Two Year,Yes,35,20.2,21.0
5551,95674,61,Female,No,Two Year,No,6,40.55,10.0
5553,93546,23,Male,No,One Year,No,14,20.4,21.0
5556,95476,39,Male,No,Month-to-Month,No,3,74.5,14.0
5557,93546,52,Male,No,Month-to-Month,No,58,80.65,8.0
5558,91350,43,Female,Yes,Month-to-Month,Yes,19,106.6,19.0
5560,92114,69,Female,No,Two Year,Yes,24,96.55,23.0
5562,92260,59,Male,No,One Year,Yes,51,76.4,3.0
5563,93230,38,Male,No,One Year,No,45,78.8,19.0
5565,91203,62,Female,Yes,Month-to-Month,Yes,1,20.2,21.0
5568,91745,24,Female,Yes,Month-to-Month,No,8,20.15,21.0
5569,96061,40,Female,No,Two Year,No,26,19.65,21.0
5570,90715,37,Female,No,Month-to-Month,Yes,23,75.0,22.0
5571,95692,49,Male,Yes,Month-to-Month,Yes,1,44.65,19.0
5572,95219,32,Female,Yes,Month-to-Month,Yes,2,95.15,25.0
5573,90019,79,Male,No,Two Year,No,13,93.8,6.0
5574,90004,55,Female,Yes,Month-to-Month,Yes,1,20.15,21.0
5575,91790,40,Female,No,Month-to-Month,Yes,4,29.05,13.0
5576,95317,58,Male,No,Month-to-Month,Yes,1,19.75,21.0
5577,95404,46,Male,Yes,Month-to-Month,No,22,59.0,17.0
5578,93901,31,Female,Yes,Month-to-Month,Yes,2,19.6,21.0
5580,95683,60,Female,No,Month-to-Month,Yes,21,68.65,11.0
5581,92606,71,Male,No,One Year,Yes,45,98.7,20.0
5582,93954,33,Female,No,Month-to-Month,Yes,12,86.55,25.0
5588,96046,33,Male,No,Month-to-Month,Yes,31,59.05,21.0
5589,90650,49,Female,No,One Year,No,53,19.55,21.0
5591,91405,61,Male,No,Two Year,No,72,88.55,27.0
5592,93285,57,Female,No,Month-to-Month,Yes,4,20.05,21.0
5593,94015,48,Female,No,One Year,No,51,60.15,10.0
5594,94066,34,Female,No,Month-to-Month,Yes,15,48.8,18.0
5595,95986,29,Female,No,Two Year,No,69,19.8,21.0
5597,90302,55,Female,No,Month-to-Month,No,1,19.9,21.0
5599,92840,50,Male,No,Month-to-Month,No,4,42.4,23.0
5600,95966,49,Female,Yes,Month-to-Month,Yes,2,42.6,21.0
5601,94403,34,Male,Yes,Month-to-Month,Yes,45,100.85,3.0
5602,94956,33,Female,No,Month-to-Month,No,19,44.9,22.0
5603,95982,67,Male,Yes,Month-to-Month,Yes,3,36.45,20.0
5606,95826,53,Male,Yes,Month-to-Month,No,1,20.55,21.0
5609,95928,20,Male,No,Month-to-Month,No,14,76.45,26.0
5611,92278,76,Male,No,Two Year,Yes,56,101.05,16.0
5612,94925,78,Male,Yes,Month-to-Month,Yes,1,80.3,21.0
5613,95987,68,Male,No,Two Year,No,7,64.2,26.0
5614,93907,63,Female,No,Month-to-Month,Yes,5,64.35,22.0
5615,95301,47,Female,Yes,Month-to-Month,Yes,1,69.4,12.0
5617,90042,35,Female,Yes,Month-to-Month,Yes,7,75.1,23.0
5618,92267,58,Female,No,Month-to-Month,No,16,73.25,20.0
5619,94509,32,Female,No,One Year,Yes,10,65.9,14.0
5620,95765,40,Female,No,Two Year,No,72,59.75,23.0
5621,91910,69,Male,No,One Year,Yes,51,94.0,21.0
5623,95642,75,Female,No,Two Year,Yes,25,69.3,24.0
5624,91914,51,Female,No,Month-to-Month,No,45,81.3,11.0
5625,94116,50,Male,No,Month-to-Month,No,1,19.3,21.0
5626,92586,45,Female,Yes,Month-to-Month,No,30,85.15,8.0
5627,93245,44,Male,No,Month-to-Month,No,11,90.6,19.0
5628,93420,45,Female,No,Month-to-Month,Yes,20,81.0,21.0
5630,91010,46,Male,Yes,One Year,Yes,38,62.3,14.0
5631,92126,77,Female,Yes,Month-to-Month,Yes,1,24.8,19.0
5633,91360,42,Female,No,One Year,Yes,64,104.4,11.0
5634,96090,34,Male,No,Two Year,Yes,65,19.55,21.0
5635,95616,34,Female,Yes,Month-to-Month,Yes,9,94.75,26.0
5636,94019,29,Female,No,One Year,No,60,64.75,27.0
5637,95959,47,Male,No,Two Year,No,35,21.45,21.0
5638,93035,60,Male,No,Month-to-Month,No,11,34.7,22.0
5639,94574,21,Female,Yes,Two Year,Yes,33,24.5,21.0
5642,93111,41,Male,No,Two Year,No,31,99.45,14.0
5643,90803,43,Male,No,Month-to-Month,Yes,27,19.4,21.0
5644,90706,65,Female,Yes,Month-to-Month,Yes,40,79.2,4.0
5646,94062,63,Female,No,Two Year,No,52,39.1,7.0
5647,92802,61,Male,No,Month-to-Month,No,21,80.35,24.0
5648,93021,21,Female,No,Month-to-Month,No,24,66.3,27.0
5649,91411,44,Male,No,One Year,Yes,67,88.4,23.0
5652,95935,24,Male,No,Month-to-Month,No,6,18.95,21.0
5653,94104,63,Female,Yes,Month-to-Month,Yes,21,97.35,10.0
5654,93543,30,Male,No,Two Year,No,65,19.9,21.0
5655,92404,62,Male,No,Two Year,Yes,72,84.5,20.0
5658,93654,37,Male,No,One Year,Yes,47,103.1,8.0
5659,91367,49,Male,No,Month-to-Month,Yes,4,20.7,21.0
5660,95565,45,Male,No,Two Year,No,21,19.6,21.0
5662,95361,40,Male,Yes,Month-to-Month,Yes,24,90.55,5.0
5663,93526,42,Female,No,Two Year,No,72,24.9,21.0
5666,92122,52,Male,Yes,Month-to-Month,Yes,1,19.6,21.0
5668,95943,39,Male,No,Month-to-Month,No,15,75.1,17.0
5670,93641,62,Male,No,Month-to-Month,Yes,8,85.65,16.0
5671,95747,79,Male,No,One Year,No,54,65.25,6.0
5673,94111,44,Female,No,Two Year,Yes,13,25.0,21.0
5674,92259,51,Female,No,Two Year,Yes,66,25.15,21.0
5675,94061,56,Female,No,One Year,Yes,63,81.2,27.0
5676,94131,51,Male,No,Two Year,No,71,80.6,21.0
5677,94939,21,Female,No,Month-to-Month,No,15,20.45,21.0
5678,92117,73,Female,Yes,Month-to-Month,Yes,1,69.95,27.0
5679,95466,52,Female,No,Month-to-Month,Yes,10,21.2,21.0
5680,90040,60,Female,No,Month-to-Month,No,2,20.1,21.0
5681,92548,52,Female,No,Two Year,No,15,25.05,21.0
5682,95010,43,Female,No,One Year,No,53,110.5,25.0
5683,90027,38,Male,Yes,Month-to-Month,Yes,14,50.75,6.0
5684,92861,30,Female,No,One Year,No,35,19.65,21.0
5685,91108,75,Male,Yes,Month-to-Month,Yes,15,80.2,5.0
5686,90059,65,Female,No,One Year,Yes,43,90.25,26.0
5687,92844,53,Female,No,Two Year,Yes,72,115.5,10.0
5688,91203,70,Male,No,Month-to-Month,Yes,55,116.5,10.0
5689,95932,73,Female,No,One Year,Yes,66,70.85,17.0
5690,92130,77,Female,Yes,Month-to-Month,Yes,23,94.75,23.0
5691,91302,62,Female,No,Month-to-Month,No,40,56.6,23.0
5692,94601,50,Male,Yes,Month-to-Month,Yes,42,99.45,9.0
5693,91020,70,Female,Yes,Month-to-Month,Yes,15,75.3,27.0
5694,92070,62,Male,No,One Year,No,22,19.6,21.0
5696,95641,66,Female,No,Two Year,Yes,72,107.4,18.0
5697,90242,40,Male,No,Two Year,Yes,62,24.25,21.0
5698,92806,72,Male,No,Two Year,Yes,71,115.05,18.0
5699,94404,32,Female,No,Month-to-Month,Yes,39,59.85,23.0
5702,92382,39,Male,Yes,One Year,Yes,40,42.35,21.0
5703,94542,60,Female,No,Month-to-Month,Yes,6,89.25,10.0
5706,93268,47,Female,No,Month-to-Month,No,1,71.1,10.0
5707,96021,73,Male,No,Two Year,No,63,108.5,18.0
5709,95076,40,Male,No,One Year,No,66,25.45,21.0
5710,96051,48,Male,No,Two Year,No,63,19.55,21.0
5711,91764,50,Male,No,Month-to-Month,Yes,12,21.15,21.0
5713,92655,63,Male,No,Month-to-Month,No,1,20.2,21.0
5714,93218,50,Male,No,Month-to-Month,No,10,60.2,12.0
5715,93530,67,Male,No,Two Year,No,49,81.35,10.0
5718,92397,72,Female,Yes,Month-to-Month,Yes,1,70.55,13.0
5719,92109,62,Female,Yes,Month-to-Month,No,6,19.5,21.0
5721,92109,57,Female,Yes,Month-to-Month,Yes,1,79.65,5.0
5722,92121,76,Female,Yes,Month-to-Month,Yes,9,84.45,21.0
5723,95458,73,Female,No,Two Year,Yes,33,105.35,19.0
5724,95648,35,Male,No,Two Year,No,64,86.55,7.0
5725,91351,70,Male,Yes,Month-to-Month,Yes,1,69.65,2.0
5726,95426,74,Female,Yes,Month-to-Month,Yes,27,85.25,25.0
5728,93030,44,Male,No,Month-to-Month,Yes,1,49.85,25.0
5729,95494,80,Male,No,Two Year,Yes,65,99.1,3.0
5730,91768,68,Female,No,One Year,Yes,71,99.65,12.0
5731,92126,39,Female,Yes,Month-to-Month,Yes,10,74.75,26.0
5733,92602,51,Female,No,Two Year,Yes,24,21.1,21.0
5735,91604,63,Male,No,Month-to-Month,Yes,14,31.1,12.0
5737,91304,63,Female,No,Two Year,Yes,70,111.15,17.0
5738,95672,44,Female,Yes,Month-to-Month,Yes,1,20.3,21.0
5739,91978,79,Male,No,One Year,No,9,19.85,21.0
5740,92676,58,Male,No,One Year,No,10,19.5,21.0
5741,95668,39,Male,Yes,One Year,No,65,89.75,16.0
5742,91204,71,Male,Yes,Month-to-Month,No,1,45.1,14.0
5743,90275,59,Female,No,One Year,Yes,30,79.3,18.0
5744,95627,20,Male,No,Month-to-Month,No,13,44.0,27.0
5745,92113,52,Male,Yes,Month-to-Month,Yes,4,74.35,13.0
5746,95612,31,Female,No,One Year,No,11,20.0,21.0
5748,92117,58,Male,Yes,Month-to-Month,Yes,2,80.2,10.0
5749,92325,40,Male,No,Month-to-Month,Yes,9,94.05,14.0
5750,95317,75,Female,No,Two Year,No,71,104.05,16.0
5751,90014,39,Male,No,One Year,No,58,100.35,10.0
5752,91335,25,Male,No,Two Year,No,72,24.75,21.0
5754,95978,57,Female,No,Month-to-Month,Yes,19,56.2,22.0
5755,95116,63,Male,No,One Year,No,59,76.75,19.0
5756,92806,61,Male,No,Month-to-Month,Yes,54,69.9,24.0
5757,92122,74,Female,Yes,Month-to-Month,Yes,4,95.45,2.0
5758,93643,55,Female,No,Two Year,No,42,25.25,21.0
5759,93923,49,Male,No,Two Year,No,48,111.8,18.0
5761,93226,39,Male,No,Two Year,Yes,68,88.85,14.0
5762,92804,61,Female,No,Month-to-Month,Yes,12,79.8,14.0
5763,92086,47,Male,No,Two Year,Yes,38,60.0,25.0
5764,94111,73,Male,No,Two Year,Yes,14,75.1,4.0
5767,91326,58,Male,No,One Year,No,17,56.1,15.0
5768,92027,31,Female,No,Month-to-Month,No,10,40.7,24.0
5770,95128,65,Male,Yes,Month-to-Month,Yes,39,105.65,26.0
5772,90247,33,Male,No,Month-to-Month,Yes,9,101.5,16.0
5773,94589,42,Male,No,Month-to-Month,Yes,4,69.55,23.0
5774,96085,39,Female,No,Month-to-Month,Yes,36,104.5,26.0
5776,96037,36,Female,No,Two Year,Yes,72,84.9,19.0
5777,94709,61,Female,Yes,Month-to-Month,Yes,7,79.65,18.0
5778,94066,58,Female,No,Two Year,No,56,20.05,21.0
5780,93003,77,Female,No,One Year,No,49,103.0,21.0
5781,92653,35,Male,No,Month-to-Month,No,15,19.75,21.0
5782,93313,24,Female,No,Two Year,Yes,23,19.65,21.0
5785,91934,34,Male,No,Month-to-Month,Yes,34,49.8,27.0
5786,95364,47,Female,No,Two Year,No,42,22.95,21.0
5787,91384,54,Male,No,Two Year,No,8,19.6,21.0
5788,90278,43,Male,No,Month-to-Month,Yes,39,73.15,24.0
5789,96023,49,Female,Yes,Month-to-Month,Yes,1,93.85,12.0
5790,94928,27,Male,No,Month-to-Month,No,2,19.85,21.0
5791,96063,66,Female,No,One Year,Yes,50,106.8,14.0
5796,93454,55,Male,No,Month-to-Month,Yes,7,94.1,6.0
5797,95954,45,Female,No,Two Year,No,59,20.6,21.0
5798,90022,35,Male,No,Two Year,Yes,66,56.75,25.0
5799,94565,62,Female,No,Two Year,No,72,23.75,21.0
5800,94605,73,Male,No,One Year,Yes,33,93.55,18.0
5801,95661,74,Female,Yes,Two Year,Yes,66,80.55,3.0
5803,90042,48,Female,Yes,Month-to-Month,Yes,11,97.85,18.0
5804,93535,79,Male,No,Two Year,No,69,56.55,12.0
5805,96056,51,Female,No,Two Year,No,24,19.7,21.0
5806,92782,52,Female,No,Two Year,No,31,20.9,21.0
5808,94105,48,Male,Yes,Month-to-Month,Yes,46,93.7,3.0
5810,91941,44,Female,No,Two Year,No,68,60.3,15.0
5812,90660,50,Male,Yes,Month-to-Month,No,12,50.25,26.0
5814,93702,47,Male,No,One Year,No,62,71.4,25.0
5815,90254,33,Male,Yes,Month-to-Month,Yes,6,75.5,13.0
5816,95742,52,Female,No,One Year,No,4,20.5,21.0
5817,90005,50,Female,No,Month-to-Month,No,53,90.8,19.0
5818,94560,80,Female,No,Two Year,No,32,90.95,4.0
5819,96009,50,Male,No,One Year,Yes,41,51.35,8.0
5820,90018,57,Female,No,One Year,No,52,20.65,21.0
5821,92604,38,Female,No,One Year,No,24,19.9,21.0
5822,93240,62,Female,No,Two Year,Yes,72,93.25,7.0
5823,94530,43,Female,No,Month-to-Month,No,14,80.45,21.0
5824,91042,53,Male,Yes,One Year,Yes,67,118.35,27.0
5825,94963,55,Female,No,One Year,No,21,80.9,19.0
5826,91702,47,Male,No,Two Year,No,71,83.2,12.0
5828,91914,44,Male,No,Month-to-Month,No,1,20.25,21.0
5829,93529,38,Female,No,Month-to-Month,Yes,23,20.3,21.0
5830,92173,78,Male,No,Two Year,Yes,72,64.8,24.0
5832,92506,51,Male,Yes,One Year,Yes,22,43.75,16.0
5835,94517,44,Female,No,Two Year,Yes,70,26.0,21.0
5836,92861,45,Male,No,Two Year,No,16,54.85,27.0
5838,91320,33,Male,No,Month-to-Month,Yes,5,90.35,19.0
5839,91945,45,Female,No,One Year,Yes,69,108.75,26.0
5840,93035,63,Female,No,Two Year,No,42,20.0,21.0
5841,94118,42,Female,No,Two Year,Yes,42,100.4,26.0
5844,92067,52,Male,No,Two Year,No,39,25.0,21.0
5847,95322,60,Male,No,Two Year,Yes,35,69.15,20.0
5848,94010,78,Male,No,Two Year,Yes,12,73.3,24.0
5849,93518,35,Female,No,Month-to-Month,Yes,27,56.7,9.0
5850,95825,22,Male,No,Two Year,No,72,25.0,21.0
5852,94970,75,Male,Yes,Month-to-Month,Yes,10,79.25,18.0
5854,91911,60,Female,No,Two Year,No,71,20.5,21.0
5855,91786,44,Female,No,Month-to-Month,No,10,51.2,17.0
5856,91105,36,Female,Yes,Month-to-Month,Yes,4,45.3,20.0
5857,93501,44,Male,No,One Year,Yes,71,79.05,10.0
5858,92259,58,Female,No,Two Year,Yes,66,59.75,16.0
5859,91740,24,Male,No,Two Year,No,69,19.95,21.0
5860,95410,39,Male,No,Two Year,No,43,26.45,21.0
5861,94116,21,Female,No,Two Year,No,72,24.85,21.0
5862,94086,24,Female,No,One Year,No,61,19.45,21.0
5864,96105,47,Male,No,Two Year,Yes,70,39.15,18.0
5865,94619,73,Female,No,One Year,Yes,5,84.7,4.0
5866,93932,66,Female,Yes,Month-to-Month,Yes,16,96.4,14.0
5867,96067,24,Male,No,Month-to-Month,No,17,21.1,21.0
5868,90041,38,Male,No,One Year,No,51,19.4,21.0
5869,94571,79,Female,No,Two Year,No,5,59.9,27.0
5871,90732,74,Male,Yes,Month-to-Month,Yes,3,77.0,20.0
5872,95315,53,Female,No,One Year,Yes,64,53.85,25.0
5873,96029,37,Female,No,Month-to-Month,No,7,34.65,17.0
5875,92880,70,Female,No,Two Year,Yes,60,116.05,11.0
5876,93277,53,Male,No,Month-to-Month,Yes,1,20.45,21.0
5877,93591,66,Male,Yes,Month-to-Month,Yes,2,24.45,6.0
5878,93609,44,Female,No,Month-to-Month,Yes,20,68.9,11.0
5879,94104,46,Male,No,Two Year,Yes,72,115.55,21.0
5880,95465,35,Female,No,Two Year,No,72,107.45,19.0
5881,91935,55,Male,No,Month-to-Month,Yes,4,90.4,4.0
5882,91803,53,Male,No,Month-to-Month,Yes,1,21.05,21.0
5883,91977,47,Female,Yes,One Year,Yes,33,103.75,24.0
5884,95348,45,Male,No,One Year,Yes,56,93.15,9.0
5886,92123,57,Male,No,One Year,No,12,95.7,23.0
5887,90028,70,Male,Yes,Month-to-Month,Yes,51,97.8,11.0
5888,94506,22,Female,No,One Year,No,33,24.15,21.0
5889,95223,39,Female,Yes,Month-to-Month,Yes,1,50.45,17.0
5890,93103,34,Female,No,Two Year,No,70,19.85,21.0
5891,91203,33,Male,No,Month-to-Month,No,1,47.95,25.0
5892,92028,69,Female,Yes,Month-to-Month,Yes,32,93.2,6.0
5894,95226,48,Female,No,Two Year,Yes,45,24.65,21.0
5895,90048,55,Male,Yes,Month-to-Month,Yes,19,55.0,23.0
5896,91325,64,Female,No,One Year,Yes,30,94.4,27.0
5897,95043,63,Male,No,Month-to-Month,Yes,7,19.4,21.0
5898,91321,33,Female,No,Two Year,Yes,59,76.45,15.0
5899,92154,55,Male,Yes,Month-to-Month,Yes,1,20.2,21.0
5900,92210,73,Female,No,Two Year,Yes,1,70.6,27.0
5901,93444,33,Female,No,Two Year,Yes,72,110.45,18.0
5904,92276,54,Male,No,Month-to-Month,Yes,4,61.3,2.0
5905,92341,48,Female,No,Month-to-Month,Yes,24,104.15,4.0
5906,93602,61,Male,No,One Year,No,9,50.8,14.0
5907,90630,38,Female,No,Two Year,No,7,19.85,21.0
5908,94063,45,Female,No,Two Year,No,65,59.95,22.0
5909,96132,27,Male,No,Month-to-Month,Yes,14,20.05,21.0
5912,94510,56,Female,No,Month-to-Month,Yes,7,75.15,10.0
5913,91767,80,Female,Yes,One Year,Yes,43,107.55,18.0
5914,95333,36,Male,No,One Year,No,37,20.15,21.0
5915,92273,61,Male,No,One Year,No,23,40.65,19.0
5916,94708,39,Female,No,Month-to-Month,Yes,50,69.75,23.0
5917,94931,50,Female,Yes,Month-to-Month,No,1,19.65,21.0
5918,93313,76,Male,No,One Year,Yes,27,104.65,19.0
5919,95054,56,Female,No,One Year,Yes,58,71.1,7.0
5920,90038,54,Male,No,One Year,No,12,26.4,21.0
5921,95916,68,Female,No,Two Year,No,72,78.45,13.0
5922,92679,64,Female,Yes,Month-to-Month,Yes,14,86.3,26.0
5923,92397,71,Male,Yes,Month-to-Month,Yes,10,89.8,24.0
5927,95366,25,Female,No,Two Year,No,64,19.45,21.0
5929,95960,77,Male,No,One Year,No,64,80.3,16.0
5930,95973,35,Female,No,Month-to-Month,No,39,41.1,8.0
5932,94587,46,Female,Yes,Month-to-Month,Yes,7,95.35,15.0
5933,94574,31,Female,No,Two Year,No,58,24.35,21.0
5934,92028,75,Male,Yes,Month-to-Month,Yes,4,74.4,8.0
5935,95132,51,Female,Yes,Month-to-Month,Yes,3,50.65,3.0
5936,92410,32,Male,Yes,Month-to-Month,Yes,1,74.35,2.0
