,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
8059,79,Female,No,Month-to-Month,No,62,140.0,489.0
8060,46,Female,No,Two Year,Yes,59,129.9,457.0
8061,36,Female,No,Month-to-Month,Yes,58,179.9,425.0
8062,25,Male,No,Two Year,Yes,59,127.5,464.0
8063,61,Female,No,Month-to-Month,No,65,275.1,501.0
8064,26,Male,Yes,Month-to-Month,No,41,197.6,335.0
8065,63,Male,Yes,Month-to-Month,No,52,200.1,408.0
8066,39,Female,No,Two Year,No,60,190.1,495.0
8067,22,Male,No,Two Year,Yes,68,240.1,520.0
8068,60,Female,No,One year,No,53,115.0,403.0
8069,40,Male,No,Month-to-Month,Yes,71,129.9,545.0
8070,78,Female,No,Month-to-Month,Yes,60,182.5,456.0
8071,76,Female,Yes,Month-to-Month,No,51,232.6,430.0
8072,58,Male,No,Two Year,No,63,187.6,507.0
8073,42,Female,No,Month-to-Month,Yes,47,215.0,353.0
8074,40,Female,No,Month-to-Month,No,67,107.5,490.0
8075,52,Female,No,Month-to-Month,Yes,61,160.0,436.0
8076,23,Female,No,One year,No,56,182.5,424.0
8077,57,Male,No,Month-to-Month,No,71,147.5,502.0
8078,51,Female,No,Month-to-Month,Yes,59,149.9,469.0
8079,38,Female,No,One year,Yes,72,172.5,556.0
8080,75,Female,No,One year,Yes,49,170.0,368.0
8081,46,Female,No,Month-to-Month,No,68,210.1,530.0
8082,73,Male,Yes,Month-to-Month,No,61,232.6,473.0
8084,69,Female,No,One year,Yes,63,112.5,430.0
8085,51,Female,Yes,Month-to-Month,Yes,42,152.5,331.0
8086,75,Female,No,One year,No,66,170.0,469.0
8087,50,Male,No,One year,No,60,165.0,461.0
8088,81,Female,No,Month-to-Month,No,48,180.0,339.0
8089,20,Female,No,Month-to-Month,Yes,68,152.5,508.0
8090,37,Male,No,Month-to-Month,Yes,40,137.4,309.0
8091,19,Male,No,One year,Yes,65,240.1,499.0
8092,50,Male,No,One year,No,51,172.5,382.0
8093,21,Female,No,One year,Yes,61,150.0,478.0
8094,76,Male,No,One year,No,67,265.1,521.0
8095,54,Male,No,Two Year,No,49,152.5,387.0
8096,62,Female,No,One year,Yes,70,127.5,500.0
8097,22,Male,No,Month-to-Month,Yes,47,172.5,372.0
8098,83,Female,No,Month-to-Month,Yes,65,129.9,500.0
8099,51,Male,No,Two Year,Yes,40,187.5,358.0
8100,72,Male,No,Two Year,No,66,205.0,490.0
8101,84,Female,No,Month-to-Month,Yes,58,247.7,488.0
8102,44,Male,No,One year,No,68,117.4,526.0
8103,40,Female,No,Month-to-Month,No,61,130.0,486.0
8104,68,Male,No,Two Year,No,60,159.9,464.0
8105,35,Male,No,Month-to-Month,Yes,55,117.5,402.0
8106,71,Male,No,Two Year,No,68,195.0,496.0
8107,48,Female,No,Month-to-Month,No,59,147.5,423.0
8108,89,Female,No,One year,Yes,63,182.5,449.0
8109,24,Female,No,One year,No,69,162.5,524.0
8110,61,Female,No,Month-to-Month,No,69,137.5,501.0
8111,75,Male,No,Month-to-Month,Yes,69,175.1,509.0
8112,84,Male,No,Two Year,Yes,54,159.9,394.0
8113,64,Female,No,One year,No,60,125.0,407.0
8114,46,Male,No,Month-to-Month,No,54,112.5,377.0
8115,73,Female,No,Month-to-Month,No,57,265.1,444.0
8116,69,Female,No,Month-to-Month,Yes,64,242.6,482.0
8117,61,Male,No,Two Year,No,65,162.5,514.0
8118,38,Female,No,Two Year,No,50,240.1,391.0
8119,22,Female,No,Month-to-Month,No,58,137.4,423.0
8120,85,Male,No,Month-to-Month,Yes,71,245.1,546.0
8121,86,Male,No,Month-to-Month,Yes,70,149.9,489.0
8122,87,Female,No,Two Year,Yes,71,117.5,495.0
8123,26,Female,No,Month-to-Month,No,64,230.1,500.0
8124,32,Female,No,One year,No,42,187.6,372.0
8125,31,Female,No,Month-to-Month,No,69,205.0,521.0
8126,41,Female,No,Month-to-Month,Yes,62,187.6,466.0
8127,52,Female,No,Month-to-Month,Yes,55,242.6,426.0
8128,65,Male,No,Month-to-Month,No,72,240.1,536.0
8129,24,Female,No,Month-to-Month,Yes,72,150.0,524.0
8130,52,Female,No,Month-to-Month,Yes,71,172.5,517.0
8131,81,Male,No,Month-to-Month,No,68,207.5,518.0
8132,79,Female,No,One year,Yes,63,150.0,457.0
8133,71,Female,No,One year,No,49,165.0,388.0
8134,30,Female,No,Month-to-Month,Yes,56,149.9,402.0
8135,25,Male,No,Month-to-Month,No,71,160.0,532.0
8136,31,Female,No,One year,No,63,152.5,473.0
8137,43,Female,No,Month-to-Month,No,65,129.9,500.0
8138,30,Male,No,One year,No,71,137.5,519.0
8139,36,Female,No,One year,Yes,44,242.6,403.0
8140,39,Female,No,One year,No,61,200.1,493.0
8141,32,Female,No,One year,No,60,152.5,495.0
8142,65,Male,No,Month-to-Month,Yes,66,169.9,480.0
8143,70,Female,No,Month-to-Month,Yes,65,212.6,520.0
8144,40,Female,No,Month-to-Month,No,53,182.5,408.0
8145,27,Female,No,Two Year,Yes,55,162.5,402.0
8146,86,Female,No,One year,No,70,92.5,526.0
8147,45,Male,No,Month-to-Month,Yes,44,80.0,315.0
8148,89,Female,No,One year,Yes,70,135.0,475.0
8149,75,Female,No,Month-to-Month,Yes,71,230.1,526.0
8150,31,Male,No,Month-to-Month,Yes,55,242.6,451.0
8151,35,Female,No,One year,No,60,172.5,439.0
8152,87,Male,No,Two Year,No,45,137.4,319.0
8153,86,Female,No,Month-to-Month,No,63,162.5,485.0
8154,69,Female,No,Month-to-Month,Yes,66,202.6,525.0
8155,89,Male,No,Two Year,No,70,204.9,501.0
8156,21,Male,Yes,Two Year,Yes,57,267.6,501.0
8157,56,Male,No,Two Year,No,66,142.5,491.0
8158,65,Male,No,Two Year,Yes,65,212.6,522.0
8159,22,Male,No,Two Year,No,65,257.7,515.0
8160,32,Female,No,One year,No,58,182.5,427.0
8161,74,Male,No,Two Year,No,65,150.0,468.0
8162,73,Female,No,Two Year,No,61,162.5,473.0
8163,86,Male,No,One year,Yes,57,210.1,453.0
8164,55,Male,No,Two Year,No,71,127.5,541.0
8165,72,Male,No,Month-to-Month,Yes,70,187.6,551.0
8166,53,Male,No,Two Year,Yes,56,147.5,403.0
8167,51,Female,No,Month-to-Month,Yes,46,182.5,360.0
8168,78,Female,No,Two Year,No,69,162.4,525.0
8169,53,Female,No,Month-to-Month,Yes,56,182.5,414.0
8170,39,Male,No,Month-to-Month,No,70,167.5,501.0
8171,86,Male,No,Two Year,No,41,152.4,344.0
8172,71,Female,No,Two Year,Yes,61,220.0,457.0
8173,58,Female,No,One year,No,57,150.0,421.0
8174,34,Male,Yes,Month-to-Month,Yes,70,242.6,545.0
8175,48,Male,No,Two Year,Yes,43,117.5,335.0
8176,64,Male,No,Month-to-Month,Yes,46,127.5,341.0
8177,27,Male,No,Month-to-Month,Yes,60,92.5,454.0
8178,30,Male,No,Month-to-Month,Yes,64,160.0,509.0
8179,84,Male,No,Month-to-Month,No,64,172.5,498.0
8180,70,Female,No,Month-to-Month,No,64,205.0,466.0
8181,74,Female,No,Month-to-Month,Yes,71,162.5,543.0
8182,76,Male,No,Two Year,Yes,56,150.0,406.0
8183,85,Female,No,Month-to-Month,No,64,200.1,480.0
8184,49,Male,No,Two Year,No,68,202.6,559.0
8185,52,Female,No,Month-to-Month,Yes,70,137.5,485.0
8186,75,Female,No,Two Year,Yes,55,127.5,393.0
8187,88,Female,No,Two Year,No,39,172.5,337.0
8188,62,Female,No,Month-to-Month,Yes,44,140.0,361.0
8189,68,Female,No,One year,No,69,149.9,487.0
8190,65,Female,No,Month-to-Month,Yes,67,232.7,512.0
8191,84,Female,No,One year,Yes,57,127.5,398.0
8192,55,Female,No,Two Year,No,69,165.0,538.0
8193,80,Male,No,One year,Yes,56,107.5,425.0
8194,36,Male,No,One year,Yes,65,152.5,520.0
8195,47,Male,No,Two Year,No,67,195.0,492.0
8196,33,Female,No,One year,Yes,61,245.1,475.0
8197,24,Female,No,Month-to-Month,Yes,68,145.0,477.0
8198,34,Male,No,Month-to-Month,No,63,169.9,470.0
8199,25,Female,No,Month-to-Month,No,52,252.6,416.0
8200,59,Female,No,Two Year,No,50,170.0,364.0
8201,35,Male,No,Two Year,Yes,57,135.0,409.0
8202,34,Female,No,One year,Yes,45,149.9,370.0
8203,36,Female,No,Month-to-Month,Yes,57,177.5,463.0
8204,53,Female,Yes,Month-to-Month,Yes,55,222.6,463.0
8205,54,Female,No,Month-to-Month,Yes,64,185.0,470.0
8206,32,Male,No,One year,Yes,69,210.2,533.0
8207,88,Female,No,One year,Yes,42,145.0,292.0
8208,43,Female,No,Two Year,No,61,95.0,459.0
8209,66,Male,No,Two Year,No,42,245.1,345.0
8210,30,Female,No,Month-to-Month,Yes,58,152.5,429.0
8211,65,Female,No,Two Year,Yes,61,210.1,457.0
8212,63,Female,No,Two Year,Yes,58,125.0,433.0
8213,28,Male,No,Month-to-Month,Yes,64,92.5,492.0
8214,69,Male,No,Two Year,No,68,232.7,515.0
8215,69,Male,No,Two Year,No,64,220.1,487.0
8216,67,Female,No,Month-to-Month,Yes,44,115.0,313.0
8217,48,Female,No,One year,Yes,70,235.1,571.0
8218,85,Male,No,Two Year,Yes,56,152.5,445.0
8219,72,Female,No,Two Year,Yes,69,217.5,506.0
8220,52,Male,No,Two Year,Yes,57,142.5,457.0
8221,75,Female,Yes,Month-to-Month,Yes,55,235.2,466.0
8222,18,Male,No,Month-to-Month,Yes,55,195.0,422.0
8223,21,Male,No,Two Year,No,61,255.1,488.0
8224,84,Male,No,Month-to-Month,Yes,50,185.0,369.0
8225,78,Male,No,Month-to-Month,Yes,66,130.0,530.0
8226,37,Female,No,Month-to-Month,No,44,147.5,323.0
8227,20,Female,No,Two Year,Yes,53,195.0,406.0
8228,26,Female,No,One year,No,72,137.5,503.0
8229,52,Male,No,Month-to-Month,No,58,150.0,455.0
8230,71,Female,No,Month-to-Month,Yes,61,220.1,456.0
8231,49,Female,No,Two Year,Yes,52,225.1,441.0
8232,76,Female,No,One year,No,46,169.9,337.0
8233,67,Female,No,Month-to-Month,Yes,51,130.0,404.0
8234,56,Male,No,One year,No,59,162.4,465.0
8235,51,Male,No,Month-to-Month,Yes,47,150.0,353.0
8236,72,Female,No,One year,Yes,70,225.1,561.0
8237,66,Female,No,Month-to-Month,Yes,45,175.0,365.0
8238,43,Female,No,Month-to-Month,No,69,127.4,517.0
8239,24,Female,No,Month-to-Month,Yes,57,195.0,426.0
8240,46,Male,No,One year,No,50,192.5,372.0
8242,71,Female,No,Month-to-Month,No,56,159.9,408.0
8243,51,Female,Yes,Month-to-Month,Yes,69,287.6,539.0
8244,45,Female,No,Two Year,No,71,275.1,552.0
8245,71,Female,No,One year,Yes,46,232.6,393.0
8246,87,Female,No,Month-to-Month,No,70,182.5,503.0
8247,58,Male,No,Month-to-Month,No,46,137.5,325.0
8248,53,Female,No,Two Year,No,63,220.2,482.0
8249,60,Male,No,Two Year,Yes,70,157.5,500.0
8250,38,Female,No,Month-to-Month,Yes,64,169.9,459.0
8251,76,Male,No,Month-to-Month,Yes,70,204.9,508.0
8252,48,Male,No,Two Year,Yes,49,195.0,401.0
8253,45,Male,No,Month-to-Month,Yes,58,139.9,465.0
8254,68,Male,No,Two Year,Yes,64,167.5,462.0
8255,23,Male,No,Month-to-Month,Yes,61,210.1,472.0
8256,80,Male,No,Month-to-Month,No,53,182.4,381.0
8258,19,Female,No,Two Year,Yes,58,245.1,498.0
8259,47,Male,No,Month-to-Month,No,52,112.5,378.0
8261,30,Female,No,Month-to-Month,Yes,60,140.0,480.0
8262,71,Female,No,Month-to-Month,No,55,120.0,426.0
8263,46,Male,No,Month-to-Month,Yes,63,230.0,481.0
8264,70,Male,No,Month-to-Month,No,63,217.5,474.0
8265,24,Male,No,Month-to-Month,Yes,49,230.1,412.0
8266,25,Male,No,Two Year,No,58,265.1,469.0
8267,62,Female,No,One year,No,55,245.1,432.0
8268,30,Female,No,One year,No,70,182.5,503.0
8269,67,Male,No,Two Year,Yes,53,140.0,381.0
8270,73,Male,No,Two Year,Yes,55,167.5,447.0
8271,66,Male,No,Month-to-Month,Yes,70,175.0,544.0
8272,74,Female,No,Two Year,Yes,55,152.5,409.0
8273,65,Female,No,One year,No,53,235.2,415.0
8274,54,Male,No,Month-to-Month,Yes,58,125.0,407.0
8275,34,Female,No,Month-to-Month,Yes,71,140.0,565.0
8276,87,Female,No,One year,Yes,39,179.9,280.0
8278,24,Female,No,One year,Yes,59,175.0,470.0
8279,41,Male,No,One year,No,70,167.5,501.0
8280,88,Male,No,Two Year,No,68,267.7,517.0
8281,30,Female,No,Month-to-Month,Yes,57,107.5,451.0
8282,64,Female,No,One year,Yes,53,240.1,404.0
8283,66,Female,No,Two Year,No,62,252.6,469.0
8284,55,Male,No,Month-to-Month,No,54,132.5,406.0
8285,76,Female,Yes,Month-to-Month,Yes,65,220.1,519.0
8286,29,Female,No,Month-to-Month,Yes,71,105.0,507.0
8287,41,Male,No,Month-to-Month,No,72,150.0,523.0
8288,26,Female,No,Month-to-Month,Yes,70,115.0,490.0
8289,76,Male,No,Month-to-Month,Yes,68,147.5,484.0
8290,32,Female,No,One year,Yes,58,230.1,454.0
8291,61,Male,No,Month-to-Month,No,49,205.0,374.0
8292,19,Female,No,Month-to-Month,No,70,117.5,513.0
8293,39,Male,No,Two Year,No,64,177.7,493.0
8294,41,Male,No,Two Year,Yes,56,185.0,460.0
8295,26,Female,No,Two Year,No,55,175.0,460.0
8296,47,Female,No,Month-to-Month,Yes,68,115.0,478.0
8297,44,Male,No,Month-to-Month,Yes,62,192.5,462.0
8298,55,Female,No,Month-to-Month,Yes,67,137.4,482.0
8299,19,Female,No,Two Year,No,58,92.5,446.0
8300,19,Male,No,One year,No,62,245.1,547.0
8301,29,Female,No,Month-to-Month,No,72,182.5,527.0
8302,48,Male,No,Month-to-Month,Yes,69,115.0,522.0
8303,25,Male,No,Month-to-Month,Yes,65,210.2,511.0
8304,74,Female,No,Two Year,No,52,157.5,363.0
8305,88,Female,No,One year,No,69,252.6,522.0
8306,37,Male,No,One year,No,66,135.0,471.0
8307,84,Male,No,Month-to-Month,No,56,167.5,394.0
8308,53,Female,No,Month-to-Month,Yes,67,187.6,530.0
8309,45,Female,No,Month-to-Month,No,64,150.0,476.0
8310,31,Female,No,One year,No,47,220.1,403.0
8311,36,Male,Yes,Month-to-Month,Yes,62,265.1,497.0
8312,73,Male,No,Month-to-Month,No,53,210.1,401.0
8313,65,Male,No,Month-to-Month,Yes,57,117.4,446.0
8314,85,Female,No,Two Year,Yes,61,149.9,434.0
8315,60,Female,No,Month-to-Month,No,64,162.5,458.0
8316,71,Male,No,Two Year,Yes,55,165.0,414.0
8317,89,Male,No,One year,Yes,44,262.6,352.0
8318,62,Male,No,Month-to-Month,Yes,37,185.0,313.0
8319,65,Female,No,Month-to-Month,Yes,66,169.9,481.0
8320,37,Female,No,Two Year,No,65,245.1,503.0
8321,55,Female,No,One year,Yes,46,175.1,356.0
8322,60,Female,No,One year,No,66,210.1,501.0
8323,76,Male,No,Two Year,No,44,192.5,328.0
8324,35,Female,No,Month-to-Month,Yes,62,205.0,466.0
8325,72,Female,No,Two Year,Yes,67,127.5,503.0
8326,79,Male,Yes,Month-to-Month,No,44,172.4,365.0
8327,73,Female,No,One year,No,57,205.0,420.0
8328,54,Female,No,Month-to-Month,Yes,59,140.0,424.0
8330,43,Female,No,One year,No,56,207.6,427.0
8331,71,Female,No,Month-to-Month,No,71,125.0,484.0
8332,74,Male,No,Month-to-Month,Yes,50,117.5,383.0
8333,78,Female,Yes,Month-to-Month,Yes,40,210.1,315.0
8334,27,Female,No,Month-to-Month,Yes,63,165.0,504.0
8335,78,Female,No,Two Year,No,48,242.6,369.0
8336,18,Female,No,One year,No,60,222.6,519.0
8337,18,Male,No,Month-to-Month,No,66,125.0,509.0
8338,52,Male,No,One year,No,66,157.5,478.0
8339,35,Female,No,Two Year,Yes,65,185.0,484.0
8340,38,Female,No,Month-to-Month,Yes,72,182.5,523.0
8341,37,Female,No,Month-to-Month,Yes,41,157.5,301.0
8342,89,Male,No,Two Year,Yes,71,169.9,503.0
8343,51,Male,No,One year,Yes,66,117.5,480.0
8344,84,Male,No,Two Year,Yes,57,170.0,426.0
8345,49,Female,No,One year,No,64,117.5,486.0
8346,85,Female,No,Two Year,Yes,67,245.2,519.0
8347,37,Female,No,Month-to-Month,No,43,135.0,325.0
8349,73,Male,No,Two Year,Yes,65,127.5,454.0
8350,43,Male,No,Month-to-Month,No,45,92.5,316.0
8351,24,Male,No,Month-to-Month,Yes,66,129.9,519.0
8352,29,Female,No,Two Year,Yes,53,169.9,386.0
8353,25,Male,No,Two Year,Yes,48,182.4,408.0
8354,57,Female,No,Month-to-Month,Yes,72,162.5,564.0
8355,79,Female,No,Month-to-Month,Yes,51,195.0,375.0
8356,62,Female,No,One year,Yes,58,240.1,440.0
8357,32,Male,Yes,Month-to-Month,Yes,48,217.5,380.0
8358,24,Female,No,One year,Yes,59,140.0,443.0
8359,57,Male,No,Month-to-Month,No,60,180.0,436.0
8360,75,Female,No,Two Year,Yes,51,162.5,412.0
8361,23,Female,No,One year,Yes,55,162.5,412.0
8362,71,Female,No,Month-to-Month,Yes,45,205.0,336.0
8363,68,Female,No,Month-to-Month,Yes,68,125.0,506.0
8364,20,Male,No,One year,No,64,117.5,470.0
8365,47,Male,No,Two Year,Yes,70,167.5,500.0
8366,54,Male,No,Month-to-Month,Yes,43,182.5,323.0
8367,35,Male,No,Month-to-Month,Yes,55,192.5,413.0
8368,56,Male,No,Month-to-Month,Yes,50,165.0,418.0
8369,79,Female,No,Month-to-Month,Yes,46,105.0,355.0
8370,78,Female,No,Month-to-Month,Yes,66,220.2,495.0
8371,65,Male,No,Month-to-Month,No,57,210.1,480.0
8372,47,Female,No,One year,Yes,55,169.9,410.0
8373,61,Female,No,Month-to-Month,No,41,155.0,324.0
8374,30,Male,No,Month-to-Month,No,59,162.4,482.0
8375,46,Male,No,Month-to-Month,Yes,70,145.0,509.0
8376,40,Male,Yes,Month-to-Month,No,39,202.6,370.0
8377,57,Male,Yes,One year,No,53,240.1,407.0
8378,41,Male,No,Month-to-Month,No,42,192.5,328.0
8379,34,Female,No,Month-to-Month,No,57,157.5,424.0
8380,83,Female,No,Month-to-Month,Yes,70,115.0,516.0
8381,67,Female,No,Month-to-Month,Yes,69,140.0,502.0
8383,72,Male,No,Two Year,Yes,65,125.0,494.0
8384,43,Female,No,Month-to-Month,No,49,195.0,369.0
8385,74,Male,No,Month-to-Month,Yes,53,220.1,406.0
8386,78,Female,No,Month-to-Month,No,59,117.4,451.0
8387,24,Female,No,Month-to-Month,Yes,55,95.0,430.0
8388,75,Female,No,One year,Yes,63,105.0,476.0
8390,80,Male,Yes,Month-to-Month,No,62,237.7,531.0
8391,74,Male,No,Month-to-Month,No,69,152.5,536.0
8392,33,Male,No,Month-to-Month,No,46,169.9,346.0
8393,67,Male,No,Month-to-Month,Yes,71,115.0,500.0
8394,39,Male,No,Month-to-Month,No,39,185.0,312.0
8395,32,Male,No,Two Year,Yes,64,207.5,481.0
8396,43,Male,No,One year,Yes,68,235.1,558.0
8397,25,Female,No,Month-to-Month,Yes,63,200.1,502.0
8398,89,Female,No,Month-to-Month,No,64,172.5,462.0
8399,65,Male,No,Month-to-Month,No,62,149.9,481.0
8400,76,Female,No,Month-to-Month,Yes,59,170.0,434.0
8401,58,Male,No,One year,Yes,72,147.5,509.0
8402,72,Female,No,One year,No,44,160.0,317.0
8403,28,Female,No,Two Year,No,69,160.0,525.0
8404,52,Female,No,Two Year,Yes,44,127.4,353.0
8405,89,Male,No,Month-to-Month,No,51,162.5,369.0
8406,57,Female,No,Month-to-Month,Yes,37,220.1,306.0
8407,38,Male,No,Month-to-Month,No,55,162.5,418.0
8408,30,Male,No,Two Year,Yes,64,150.0,478.0
8409,22,Male,No,Month-to-Month,No,46,125.0,337.0
8410,27,Male,No,One year,Yes,48,222.6,405.0
8411,36,Male,No,Two Year,Yes,60,220.1,459.0
8412,85,Female,No,Month-to-Month,Yes,64,137.5,478.0
8413,84,Male,No,One year,Yes,42,137.5,338.0
8414,31,Male,No,Month-to-Month,Yes,54,242.6,427.0
8415,82,Male,No,Month-to-Month,Yes,64,162.5,460.0
8416,87,Male,No,Month-to-Month,Yes,58,155.0,464.0
8417,75,Male,No,Month-to-Month,Yes,59,192.5,440.0
8418,70,Male,No,Month-to-Month,Yes,71,165.0,550.0
8419,19,Male,No,One year,Yes,56,80.0,400.0
8420,77,Female,No,Two Year,Yes,54,242.6,414.0
8421,80,Female,No,One year,No,61,182.4,477.0
8422,70,Female,No,Month-to-Month,No,52,220.1,387.0
8423,33,Male,No,One year,No,64,172.5,472.0
8424,54,Male,No,Month-to-Month,Yes,66,132.5,520.0
8425,23,Female,No,Two Year,No,52,172.5,427.0
8426,58,Male,Yes,Month-to-Month,No,49,130.0,367.0
8427,41,Female,No,One year,Yes,71,220.1,571.0
8428,55,Female,No,Two Year,Yes,48,117.5,349.0
8429,59,Female,No,Month-to-Month,No,68,117.4,523.0
8430,80,Female,No,Two Year,No,63,262.6,486.0
8431,84,Female,No,Month-to-Month,Yes,69,165.0,499.0
8432,60,Male,No,Two Year,No,65,187.7,492.0
8433,24,Female,No,Two Year,Yes,61,157.5,446.0
8434,61,Female,No,Two Year,Yes,65,137.5,467.0
8435,68,Male,No,Two Year,No,61,197.5,497.0
8436,49,Male,No,Month-to-Month,Yes,56,235.1,475.0
8437,71,Male,No,Two Year,Yes,61,182.5,450.0
8438,32,Male,No,One year,Yes,43,190.2,366.0
8439,58,Female,No,Two Year,Yes,65,242.6,493.0
8440,35,Female,No,Month-to-Month,No,64,182.5,467.0
8441,31,Female,No,One year,Yes,67,112.5,467.0
8442,43,Female,Yes,Month-to-Month,Yes,44,235.2,394.0
8443,19,Male,No,Month-to-Month,Yes,56,192.5,420.0
8444,53,Male,No,Two Year,No,61,184.9,486.0
8445,41,Female,No,Two Year,Yes,68,125.0,476.0
8446,50,Female,No,Two Year,No,67,160.0,478.0
8447,77,Male,No,Month-to-Month,No,55,147.5,427.0
8448,56,Female,No,Two Year,No,72,165.0,576.0
8449,55,Female,No,One year,No,42,287.6,347.0
8450,27,Male,No,One year,Yes,69,139.9,537.0
8451,68,Male,No,Two Year,Yes,61,150.0,450.0
8452,61,Female,No,Month-to-Month,Yes,68,117.4,517.0
8453,37,Male,No,Two Year,No,66,287.6,529.0
8454,23,Female,No,Month-to-Month,Yes,60,217.5,457.0
8455,33,Male,No,One year,Yes,67,255.2,548.0
8456,88,Male,No,Month-to-Month,No,70,137.5,490.0
8457,74,Male,Yes,Month-to-Month,No,63,245.1,486.0
8458,25,Female,No,One year,No,56,242.6,444.0
8459,68,Female,No,Two Year,No,47,105.0,360.0
8460,83,Female,No,Month-to-Month,Yes,69,185.0,507.0
8461,62,Female,No,Month-to-Month,No,68,240.1,510.0
8462,20,Male,No,Two Year,Yes,65,235.1,551.0
8463,23,Female,No,Month-to-Month,Yes,64,149.9,504.0
8464,76,Female,No,One year,Yes,69,120.0,495.0
8465,55,Female,No,Month-to-Month,No,71,140.0,511.0
8466,58,Male,Yes,Two Year,Yes,63,267.6,526.0
8467,84,Female,No,Month-to-Month,Yes,39,147.5,275.0
8468,77,Male,No,One year,Yes,63,152.4,488.0
8469,56,Male,No,Month-to-Month,Yes,71,170.0,514.0
8470,22,Male,No,Two Year,No,60,147.4,453.0
8471,63,Male,No,One year,Yes,53,127.5,411.0
8472,36,Male,No,One year,Yes,70,185.0,543.0
8473,61,Male,No,One year,Yes,53,220.2,419.0
8474,76,Male,No,Month-to-Month,No,61,195.0,446.0
8475,85,Male,No,Month-to-Month,Yes,72,220.0,541.0
8476,33,Female,No,Two Year,Yes,50,162.5,394.0
8477,49,Female,No,Month-to-Month,Yes,68,117.5,487.0
8478,61,Male,No,Month-to-Month,Yes,60,162.5,450.0
8479,72,Female,No,Month-to-Month,No,72,222.6,570.0
8480,53,Male,No,Month-to-Month,No,52,184.9,435.0
8481,85,Male,No,One year,No,64,222.6,517.0
8482,77,Male,No,Month-to-Month,Yes,50,182.4,415.0
8483,53,Female,No,Two Year,Yes,37,130.0,310.0
8484,71,Male,No,One year,Yes,60,172.5,450.0
8485,88,Female,No,Month-to-Month,Yes,66,217.5,484.0
8486,42,Female,No,Month-to-Month,Yes,46,120.0,373.0
8487,44,Female,No,Two Year,Yes,53,149.9,394.0
8488,25,Male,No,Month-to-Month,Yes,61,140.0,446.0
8489,53,Male,No,One year,No,60,127.4,471.0
8490,43,Female,No,One year,No,56,152.5,442.0
8491,51,Female,No,One year,Yes,62,182.5,454.0
8492,28,Male,No,Month-to-Month,Yes,72,192.5,538.0
8493,53,Male,No,Two Year,Yes,62,190.2,482.0
8494,84,Female,No,Two Year,Yes,45,184.9,373.0
8495,75,Female,No,Month-to-Month,No,71,202.4,507.0
8496,89,Female,No,One year,No,67,185.0,514.0
8497,37,Female,No,Month-to-Month,No,52,195.0,384.0
8498,61,Female,Yes,One year,Yes,43,200.1,373.0
8499,35,Male,No,One year,Yes,54,150.0,401.0
8500,34,Male,No,Two Year,Yes,44,242.6,362.0
8501,88,Male,No,Two Year,Yes,49,152.5,395.0
8502,82,Male,No,One year,Yes,53,185.0,421.0
8503,64,Male,Yes,Month-to-Month,No,55,265.1,436.0
8504,52,Male,No,Month-to-Month,No,51,160.0,372.0
8505,69,Male,Yes,Month-to-Month,Yes,49,212.6,417.0
8506,20,Female,No,Two Year,Yes,66,195.0,490.0
8507,86,Female,No,One year,Yes,69,277.7,531.0
8508,68,Female,No,Month-to-Month,No,60,185.0,452.0
8509,67,Female,No,One year,No,64,210.1,519.0
8510,22,Male,No,Month-to-Month,No,55,117.5,418.0
8511,76,Male,No,Month-to-Month,Yes,71,125.0,481.0
8512,37,Male,No,One year,Yes,67,149.9,522.0
8513,35,Female,No,One year,Yes,43,120.0,327.0
8514,46,Male,No,Two Year,Yes,50,172.5,370.0
8515,85,Female,No,Month-to-Month,Yes,66,242.7,502.0
8516,20,Male,No,Month-to-Month,No,64,140.0,522.0
8517,23,Male,No,Two Year,Yes,70,159.9,515.0
8518,78,Male,No,Two Year,Yes,68,147.5,481.0
8519,37,Female,No,Two Year,Yes,63,197.6,481.0
8520,50,Female,No,One year,Yes,56,217.5,424.0
8521,54,Male,Yes,Month-to-Month,Yes,65,185.0,515.0
8522,50,Male,No,Two Year,No,65,165.0,524.0
8523,37,Male,Yes,Month-to-Month,Yes,49,207.6,398.0
8524,49,Male,Yes,Month-to-Month,No,55,230.1,440.0
8525,37,Male,No,Month-to-Month,Yes,63,185.0,475.0
8526,20,Male,No,Month-to-Month,Yes,69,182.4,508.0
8527,24,Male,No,Month-to-Month,No,56,245.1,485.0
8528,75,Female,No,Two Year,Yes,57,147.5,403.0
8529,68,Female,No,One year,Yes,67,150.0,480.0
8531,47,Female,No,Month-to-Month,No,69,147.5,483.0
8532,29,Female,No,Month-to-Month,Yes,65,149.9,506.0
8533,62,Male,No,One year,Yes,56,207.6,425.0
8535,89,Female,No,Month-to-Month,Yes,68,207.5,523.0
8536,80,Male,No,One year,No,70,152.4,535.0
8537,75,Female,No,Month-to-Month,No,60,137.5,424.0
8538,67,Female,No,Month-to-Month,Yes,69,235.2,518.0
8539,25,Female,No,Two Year,Yes,61,220.1,472.0
8540,54,Male,No,Month-to-Month,No,68,172.5,531.0
8541,45,Male,No,Two Year,Yes,66,169.9,503.0
8542,63,Male,Yes,Month-to-Month,No,46,277.7,380.0
8543,65,Female,No,Month-to-Month,No,71,137.5,530.0
8544,80,Male,No,One year,Yes,57,165.0,462.0
