,CaseOrder,Customer_id,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,Tenure,MonthlyCharge,Bandwidth_GB_Year
7983,7984,S41472,2942,1,56,42369.14,12.68768,4,3,1,0,0,1,0,0,52.95931,162.4827,4666.095949
7984,7985,Q918133,291,1,68,18386.57,9.698516,11,2,0,0,1,1,0,0,70.28492,217.484,6212.316389
7985,7986,N970700,442,4,30,28791.24,13.67308,11,1,0,0,0,0,0,0,46.076,92.5018,4044.807347
7986,7987,N526606,15261,1,83,63881.41,10.8116,13,0,0,0,0,1,0,0,70.45268,117.4686,6273.600277
7987,7988,I75629,26809,3,64,52153.53,9.89943,8,3,0,0,1,1,0,0,62.86179,204.961,5675.905105
7988,7989,T931250,29911,0,89,33067.37,9.674462,14,0,0,0,0,0,0,1,68.3486,172.4579,5843.001421
7989,7990,N735618,4354,3,84,15763.55,10.13542,10,3,0,0,0,0,0,0,68.04513,134.9509,5645.924053
7990,7991,W841435,22553,5,80,47832.37,7.75187,17,2,0,0,0,1,0,0,51.19372,94.97283,4734.546819
7991,7992,B583161,4901,2,69,43374.14,12.98864,16,1,0,0,0,0,0,0,63.20163,162.4608,5921.944651
7992,7993,Z100578,1551,1,42,90756.87,8.306153,10,2,0,0,0,0,0,1,65.50762,242.6281,6056.561962
7993,7994,R239359,316,2,70,7172.86,8.239022,11,2,1,1,1,0,1,0,71.805,172.4885,6626.316041
7994,7995,X472922,1668,2,29,98425.53,5.646236,13,0,0,0,1,0,0,1,63.83868,137.4684,5585.510396
7995,7996,J898814,2421,3,43,72214.56,8.595905,14,2,0,0,0,1,0,1,71.97382,142.4526,6833.821068
7996,7997,G298866,16425,0,78,26077.57,8.413018,9,3,1,0,0,1,0,1,51.68157,119.9568,4822.96735
7997,7998,G924265,1162,4,49,25371.48,5.448899,13,1,1,0,0,1,0,1,68.67656,212.6228,6836.227251
7999,8000,W196396,7360,0,76,22875.95,7.134899,6,0,0,0,0,1,1,1,66.21743,245.132,6013.898703
8000,8001,O216852,6544,3,53,37808.3,15.06607,11,0,0,0,0,1,1,0,66.29727,149.9778,5766.157948
8001,8002,Q549624,32257,1,54,42630.35,13.4777,10,1,1,0,1,1,0,0,51.67996,162.497,4987.58141
8002,8003,N562498,796,1,79,22192.77,9.432528,16,1,0,0,0,0,1,0,70.11749,139.983,6273.515792
8003,8004,D675061,745,3,41,21874.98,12.92389,11,0,0,0,1,1,1,0,63.25715,209.9931,6286.671937
8004,8005,U549585,1973,6,57,14636.41,6.917469,6,1,0,0,0,0,1,0,55.36779,127.4601,5205.865095
8005,8006,Y951338,1776,0,21,63870.16,12.94624,13,2,0,0,1,1,0,1,70.42914,207.4811,6383.577895
8006,8007,G517180,61860,0,41,67694.49,7.746416,14,0,0,0,1,0,0,1,61.35472,169.9447,5367.181608
8007,8008,D672049,13493,4,84,64140.04,13.64852,9,1,0,1,0,0,0,0,67.08536,182.4608,5842.892958
8008,8009,C230753,25335,0,72,65966.95,10.11368,15,0,0,0,0,1,0,0,47.59384,137.4686,3992.381842
8009,8010,Z470192,11725,1,76,9880.38,11.38673,14,2,1,0,1,0,0,1,64.77844,252.6378,5863.301733
8010,8011,Q830116,8307,1,25,37513.71,8.746045,15,1,0,1,0,0,0,0,69.22361,127.4421,6353.540649
8011,8012,R457980,365,0,80,44608.56,17.03441,15,1,0,1,0,0,1,1,65.97991,200.1652,5897.274439
8012,8013,O267434,618,0,65,61583.24,11.62325,11,1,0,1,0,0,0,1,68.78508,139.9349,6285.801266
8013,8014,M958538,1063,4,23,66612.08,6.216534,15,2,0,1,0,1,0,1,46.38121,107.4806,4278.637138
8014,8015,X476080,1292,5,19,11609.18,14.22906,12,1,0,0,1,1,0,0,40.80483,162.4653,4397.21741
8015,8016,A226212,14413,2,42,37588.44,7.809647,12,1,0,1,0,1,0,1,50.98888,212.6228,5301.26466
8016,8017,M867229,2057,0,74,72753.32,6.436341,12,0,2,0,1,1,1,0,66.19976,229.9931,5913.740403
8018,8019,E614090,728,4,32,12226.89,10.47687,9,0,1,0,0,1,1,1,38.64796,187.4847,3798.942746
8019,8020,G799295,1773,0,48,83831.61,6.082661,10,2,0,0,1,1,0,1,58.3401,172.4624,5172.422992
8020,8021,P180229,2568,2,73,49768.03,16.93215,16,0,2,0,1,0,1,1,51.74095,232.624,5168.330032
8021,8022,V224057,4901,1,24,56969.75,7.382948,8,2,0,0,0,1,1,1,51.91699,187.4847,4820.053166
8022,8023,M771691,2981,5,78,49914.94,6.40204,20,1,1,0,0,1,1,1,52.66362,119.9897,4648.186854
8023,8024,U791762,2986,1,33,35214.65,9.584041,9,3,1,0,0,1,0,1,65.09341,225.1457,6587.881944
8024,8025,D852754,15,0,55,70752.94,7.915988,17,2,1,0,0,1,0,0,60.19463,152.4555,5736.061108
8025,8026,H63784,61818,4,51,33733.53,11.90247,9,0,0,0,1,1,1,0,66.98322,172.5104,5922.812261
8026,8027,L340318,3937,7,82,28028.85,6.593316,14,0,0,0,1,0,0,0,54.51932,179.9476,4887.271461
8027,8028,H411705,375,3,76,83600.69,13.19842,15,0,0,0,1,1,0,0,57.67058,182.4653,5034.929065
8028,8029,X300719,27728,0,20,19345.8,8.549581,13,4,0,0,0,0,0,1,67.86253,220.1323,6196.873658
8029,8030,V234562,3133,4,40,54364.66,6.134364,15,0,2,0,0,1,1,0,63.90801,162.4689,5627.198878
8030,8031,Q292404,149,2,30,8930.13,12.89589,8,0,0,0,0,1,0,1,69.59294,190.127,6818.04834
8032,8033,S100728,3853,0,75,29611.97,12.17266,13,0,1,0,1,0,0,1,58.17852,255.1336,5849.55113
8033,8034,N279918,42741,2,29,41443.63,7.805258,13,0,0,0,1,1,1,1,54.06378,235.1884,5249.77275
8034,8035,A565557,1659,0,43,59563.85,8.739705,17,0,2,0,1,0,1,1,58.08347,232.624,5724.812194
8035,8036,L973953,41014,4,84,33883.79,11.80989,13,1,0,0,1,0,1,0,67.44709,194.9525,6277.155334
8036,8037,S34044,794,1,54,60703.43,10.7128,8,1,0,0,1,1,0,1,51.47333,164.9853,5072.473187
8037,8038,H20147,42463,3,82,43826.83,6.627375,10,1,2,0,0,1,1,1,69.22859,225.132,6746.802832
8038,8039,S641857,300,4,49,10937.24,14.00904,12,5,1,0,0,1,0,0,60.15609,149.9598,5368.229398
8039,8040,X208149,16088,1,38,11991.16,16.12716,15,0,0,0,0,1,1,1,60.49719,222.6362,5559.5235
8040,8041,V875157,46647,1,66,101307.0,11.15453,13,1,0,0,0,1,1,1,67.86978,154.9618,6364.89034
8041,8042,E353352,5547,3,26,14808.26,6.249562,15,1,0,1,1,1,1,1,53.62757,267.6647,5254.650966
8042,8043,V354163,7436,1,40,44406.69,5.227959,11,1,0,1,0,0,1,0,68.36641,92.48802,5665.272905
8043,8044,S953540,2050,0,20,36004.39,3.644552,13,1,0,0,0,1,1,1,66.57411,119.9897,5871.273948
8044,8045,C557593,157,1,20,6733.76,11.86573,11,2,1,0,1,0,0,0,65.9999,112.4844,5604.566058
8045,8046,D824545,24089,4,39,11391.52,8.7275,10,1,0,0,0,0,0,1,62.08636,210.1051,6253.824131
8047,8048,U933787,2674,4,47,16834.95,7.739197,12,2,1,0,1,0,0,0,66.49538,179.9794,5910.417848
8048,8049,S390179,48382,2,42,33146.51,8.646262,14,0,0,0,0,0,1,0,56.53633,114.9838,4814.158709
8049,8050,C948796,2238,4,37,32947.81,9.467795,17,0,0,0,1,0,0,1,45.69588,159.9642,4267.319291
8050,8051,Z677194,45885,2,74,18809.09,5.659416,13,1,0,1,1,0,1,1,67.56344,255.1198,6555.502175
8051,8052,N261701,999,2,89,46337.92,8.97713,14,1,0,0,0,1,1,1,65.84526,167.4847,6192.473684
8052,8053,B678171,841,3,50,66604.21,13.27635,12,0,0,0,1,0,1,1,68.90677,184.9963,6232.28589
8053,8054,N520045,210,3,42,15872.42,9.143699,13,2,0,0,1,1,0,1,66.78392,194.9581,6023.253234
8055,8056,C289581,827,2,55,50217.94,10.5792,12,1,0,0,1,0,1,0,67.50379,157.4698,5730.433744
8056,8057,S32311,7290,1,25,15611.4,8.117138,18,2,0,0,0,0,0,1,60.58684,127.4586,5409.545415
8057,8058,D376081,3809,0,75,75249.62,12.65954,13,2,1,0,0,1,0,0,44.79567,107.4958,4157.920412
8058,8059,B254351,16715,3,80,20901.9,5.189933,19,0,0,0,0,0,1,1,66.1916,149.9483,5613.310447
8059,8060,L308059,112,6,79,24023.55,8.588839,12,2,1,1,0,0,0,0,62.4919,139.965,5863.981501
8060,8061,Q138800,66531,2,46,19367.71,6.949099,14,0,1,0,0,0,1,1,58.52641,129.9483,5479.424336
8061,8062,P946439,137,3,36,59084.69,8.635838,12,0,0,0,1,0,0,0,57.7475,179.9476,5097.174241
8063,8064,W346752,1118,2,61,41983.7,10.085,14,1,0,0,1,0,0,1,64.51973,275.1336,6016.058199
8064,8065,T531107,63,0,26,22514.47,8.590631,15,2,0,0,0,0,0,1,40.82315,197.6288,4017.55183
8065,8066,J804452,2389,0,63,20189.82,8.383716,6,1,0,0,0,1,0,1,52.15024,200.1465,4899.562179
8066,8067,G114456,1595,0,39,94246.4,14.46154,15,2,1,0,0,1,0,1,60.49154,190.127,5934.168034
8067,8068,U32685,469,0,22,16648.35,11.51699,13,1,0,0,1,0,0,1,67.98943,240.1149,6234.573082
8068,8069,X481087,1463,0,60,24024.91,11.84544,12,0,1,0,0,0,0,0,53.32394,114.9509,4839.528738
8069,8070,Q704854,2976,1,40,23375.97,12.34344,14,1,0,0,0,0,1,1,71.09348,129.9483,6545.083981
8071,8072,L588460,1011,5,76,42411.01,7.06386,12,1,0,0,1,0,1,1,50.69374,232.624,5165.041808
8072,8073,I190323,517,0,58,15635.34,14.6305,13,2,0,0,0,0,0,1,63.36271,187.6094,6078.982231
8074,8075,G313221,29617,4,40,8434.43,10.36513,12,3,0,0,0,1,0,1,66.64396,107.4806,5883.186087
8075,8076,Z286932,2831,3,52,13933.32,10.77203,11,2,1,0,0,0,1,0,60.57969,159.983,5228.606985
8076,8077,B29049,12541,3,23,26214.55,11.16447,13,1,0,0,1,0,1,0,55.97831,182.4762,5093.145531
8077,8078,W660567,369,1,57,48074.79,7.521116,13,0,0,0,1,1,0,0,70.68617,147.4783,6024.728963
8078,8079,R350576,901,5,51,13269.12,13.57171,16,1,2,0,0,0,0,0,58.73351,149.9378,5625.88893
8079,8080,R590022,86811,4,38,42215.28,5.148274,10,1,1,0,1,0,1,0,71.51635,172.4567,6667.408481
8080,8081,P733036,2432,6,75,41305.22,11.06785,17,2,0,0,1,0,0,0,48.77002,169.9671,4420.056022
8081,8082,D175468,28576,7,46,22585.74,10.7048,11,2,2,0,0,1,0,1,68.34459,210.127,6356.677859
8082,8083,S450861,12864,2,73,36841.04,12.74847,11,3,0,1,0,1,0,1,61.27787,232.6228,5676.244141
8083,8084,I42773,44641,0,26,20522.76,8.185725,13,0,0,0,0,0,1,1,65.63224,164.967,6205.739711
8084,8085,D994982,392,2,69,28900.26,10.17943,6,1,1,0,0,0,0,0,63.08151,112.4551,5163.620396
8086,8087,L690004,58797,3,75,35671.63,10.93051,15,2,1,1,1,1,0,0,65.68687,169.9741,5629.354953
8087,8088,H185700,3443,4,50,45042.86,10.6054,10,0,0,0,1,1,1,1,60.14219,165.0182,5526.132591
8088,8089,K930656,1627,0,81,24225.45,10.87091,9,0,0,0,1,0,0,0,47.94936,179.9794,4073.89846
8089,8090,U280332,2153,0,20,11079.6,10.24287,4,2,1,0,0,1,0,0,68.22138,152.5022,6097.873428
8090,8091,K817263,158,5,37,66230.63,7.477674,11,0,1,0,0,0,0,1,39.97152,137.4392,3710.175331
8091,8092,B789652,10810,0,19,15231.39,12.29465,15,3,1,0,1,0,0,1,64.87596,240.1149,5989.298293
8092,8093,N73923,271,1,50,22476.44,15.34081,7,2,0,0,1,0,1,1,50.53589,172.4733,4580.300146
8093,8094,B831451,14684,0,21,25888.53,5.448102,12,1,0,0,1,1,0,0,60.95525,149.9741,5739.842827
8094,8095,Q557106,321,3,76,41753.09,7.838764,18,2,0,0,1,1,0,1,67.21909,265.1283,6255.953775
8096,8097,T913039,3876,4,62,43293.26,11.51007,13,1,0,0,0,1,0,0,70.28113,127.4958,5998.410517
8097,8098,Z687799,10045,4,22,8214.65,8.549542,12,3,1,0,1,1,0,1,47.16189,172.4624,4464.887759
8098,8099,T206287,4489,5,83,28019.03,8.312154,15,1,1,0,0,0,1,1,65.2185,129.9483,5998.804194
8099,8100,I38187,4646,2,51,34919.71,12.52796,10,0,0,1,1,1,0,1,39.70805,187.4811,4290.116592
8100,8101,L289503,26863,1,72,19056.07,8.898543,10,0,0,0,1,0,0,1,66.33852,204.9634,5883.826226
8101,8102,Q608767,370,3,84,16602.2,11.43794,10,1,0,0,1,1,1,1,58.2471,247.6647,5856.498648
8102,8103,R789763,0,1,44,22549.82,10.97136,19,1,1,1,0,0,0,1,68.4249,117.4392,6308.988621
8103,8104,O383684,19361,3,40,17078.58,8.935074,10,1,0,0,0,0,0,1,61.16472,129.9621,5826.881326
8104,8105,I31880,31859,0,68,59261.2,9.279998,10,1,0,0,1,0,0,0,59.9106,159.9476,5572.923222
8106,8107,S534757,42522,0,71,13824.18,9.169502,13,1,0,0,1,1,0,0,67.69161,194.9882,5947.501922
8107,8108,L838387,1337,3,48,46769.27,16.42412,11,2,1,1,1,1,0,0,59.0652,147.4783,5081.322485
8108,8109,S693485,3408,4,89,34534.92,8.571698,13,1,0,0,1,0,1,1,62.58001,182.4538,5390.61261
8109,8110,Y652986,5515,7,24,19228.8,14.40307,11,0,1,0,1,1,1,0,69.0717,162.5299,6286.518729
8110,8111,E748050,4269,6,61,37028.57,11.84676,11,1,2,0,0,0,0,0,68.55021,137.4616,6014.752174
8111,8112,X758247,63,1,75,4522.89,7.256689,15,1,1,0,0,0,0,1,69.06918,175.1331,6108.111467
8112,8113,I593263,1319,3,84,7878.24,12.02012,8,0,0,0,0,0,0,1,53.89174,159.9349,4729.092575
8113,8114,P341958,6638,0,64,83910.59,11.16856,11,1,0,0,0,0,1,0,60.1541,124.9643,4882.901543
8114,8115,M295603,9152,1,46,20327.16,11.27511,13,3,0,0,0,0,0,0,53.79108,112.4551,4529.292662
8115,8116,V91325,3817,1,73,14181.4,9.847624,12,2,1,0,1,1,0,1,57.16367,265.1283,5333.247037
8116,8117,X267385,27818,1,69,84009.73,8.520277,10,0,0,0,1,1,0,1,63.71108,242.6326,5788.852546
8117,8118,K952325,635,6,61,68395.96,13.88653,19,1,0,0,1,0,1,1,64.62702,162.4538,6172.259045
8118,8119,N409898,1973,1,38,33780.14,9.622541,14,0,0,0,1,0,0,1,50.02645,240.1149,4693.998061
8119,8120,I650273,70199,1,22,16804.27,8.484101,11,2,0,0,0,0,0,1,58.08952,137.4392,5073.712257
8120,8121,N127495,4127,4,85,66183.72,9.302148,13,1,1,0,0,1,0,1,70.67844,245.1457,6553.877499
8121,8122,B242016,46,1,86,7564.31,9.193075,10,1,0,0,0,0,1,1,69.6864,149.9483,5865.479279
8122,8123,K810820,7015,1,87,27615.28,12.15309,9,2,0,0,0,1,0,0,70.74838,117.4835,5936.910583
8123,8124,R825099,11582,4,26,50930.19,6.947436,10,0,0,0,0,0,0,1,64.07652,230.1051,5998.967483
8124,8125,Y341313,796,4,32,42635.51,7.974716,12,0,1,0,0,0,0,1,41.6814,187.6094,4463.792034
8125,8126,I761396,7350,6,31,12734.05,7.048181,11,1,0,0,1,1,0,0,68.51142,204.961,6257.08697
8126,8127,K613908,487,2,41,58162.66,14.78396,15,1,0,0,0,0,1,1,61.60969,187.6422,5596.424346
8127,8128,L927632,4839,1,52,28613.3,11.51231,20,1,1,0,0,0,1,1,55.39854,242.6143,5114.637099
8128,8129,G616093,133,1,65,42953.62,15.44335,12,3,0,0,1,0,0,1,71.77654,240.1149,6434.683847
8129,8130,A273212,0,1,24,85647.87,10.33234,11,0,0,0,0,0,0,1,71.88568,149.9621,6282.728539
8130,8131,I496795,96436,4,52,58120.56,10.53777,6,1,0,0,1,1,1,0,71.44783,172.5104,6203.067904
8131,8132,U795376,3709,6,81,24835.35,8.191163,10,0,0,0,1,1,0,1,67.99043,207.4811,6218.7988
8134,8135,G73603,6986,0,30,26412.67,11.05068,14,1,0,0,0,0,1,1,55.63139,149.9483,4819.60719
8135,8136,B836957,12683,7,25,61257.0,10.85703,13,1,0,0,0,0,1,0,71.12548,159.983,6386.654255
8136,8137,E557858,1267,2,31,44622.42,8.627751,15,1,1,0,0,1,0,1,63.48369,152.4798,5677.324438
8137,8138,E515712,2564,1,43,65548.03,10.05475,15,2,0,0,0,0,1,1,65.13371,129.9483,5999.863942
8139,8140,G336446,111850,5,36,23994.35,11.73898,12,1,0,0,1,0,0,1,44.03142,242.6106,4839.958124
8140,8141,U386699,98,1,39,23441.22,9.44465,12,0,0,0,0,0,1,1,60.77973,200.1185,5917.686828
8141,8142,V21751,988,7,32,61649.66,11.75848,10,1,0,0,0,1,0,0,60.06981,152.4555,5934.44869
8142,8143,D996350,1756,4,65,11404.4,8.264893,14,0,0,0,1,0,0,1,65.61856,169.9447,5761.002305
8143,8144,Z999359,21218,0,70,25213.39,10.63561,10,1,0,1,0,0,1,1,65.25094,212.6415,6236.771039
8144,8145,J610196,1066,3,40,25977.73,9.523458,10,1,0,0,1,0,0,0,53.19577,182.49,4890.236009
8145,8146,S769950,30010,0,27,43778.76,7.779153,7,0,1,0,0,0,1,1,54.55457,162.4713,4826.3573
8147,8148,D836032,39221,4,45,51257.19,7.21347,14,0,0,0,0,0,0,0,43.51853,79.97886,3783.214553
8148,8149,D290234,4179,1,89,68319.38,4.399685,15,2,1,0,0,0,0,0,69.60418,134.9509,5695.706857
8149,8150,D780864,9827,2,75,1785.94,15.1958,13,0,0,0,0,0,0,1,70.66353,230.1051,6316.470196
8150,8151,N286764,1907,7,31,30153.27,11.59084,10,0,0,0,0,0,1,1,55.31399,242.6143,5408.322311
8151,8152,Q941225,5490,0,35,15393.51,11.82966,15,3,1,0,0,1,0,0,59.8036,172.4555,5273.813487
8152,8153,F371335,177,2,87,28749.22,13.88509,6,1,1,0,0,0,0,1,44.59709,137.4392,3832.898347
8153,8154,E229160,737,0,86,35557.53,12.25736,10,1,0,0,0,0,0,0,63.30112,162.4608,5816.619375
8154,8155,F745735,26838,1,69,21963.27,5.218632,18,1,1,1,0,1,1,1,65.66053,202.6362,6294.452513
8155,8156,E505445,674,1,89,22049.22,8.332089,12,1,2,0,1,0,1,1,69.59174,204.9496,6013.828131
8156,8157,C00331,346,3,21,31881.36,9.900113,17,1,0,0,1,0,1,1,56.82842,267.6427,6012.6506
8158,8159,S467721,21854,0,65,31896.6,9.627499,10,0,1,1,0,0,1,1,64.82387,212.6415,6265.224971
8159,8160,S530763,885,1,22,10588.62,10.43871,10,4,0,0,0,1,1,1,64.64639,257.6549,6178.148263
8160,8161,J821112,27457,0,32,6636.93,7.513758,12,4,0,0,0,0,0,0,57.66137,182.4608,5118.061873
8161,8162,H572927,678,1,74,14396.37,10.78419,18,2,0,0,1,0,1,1,65.2908,149.9776,5616.608151
8162,8163,J06852,11850,2,73,45926.27,6.594636,13,1,1,0,1,0,1,1,61.06693,162.4538,5671.017164
8164,8165,I258873,1458,1,55,73186.39,7.861612,8,1,0,0,0,0,0,0,70.87198,127.4738,6491.987412
8165,8166,Z702346,181,0,72,51574.81,11.20429,8,3,2,0,0,0,0,1,70.38624,187.6094,6608.57453
8166,8167,K995518,200,2,53,33653.85,15.68123,12,1,2,0,0,0,1,0,56.19179,147.4601,4832.149028
8168,8169,T727607,9357,3,78,12430.83,10.20077,13,0,0,0,0,0,1,0,68.79253,162.447,6304.333517
8169,8170,B644010,3357,3,53,31757.09,10.46515,10,1,1,0,1,0,1,1,56.36817,182.4538,4968.873698
8170,8171,A811650,1990,1,39,18234.2,6.499849,12,0,0,0,1,0,0,0,69.61652,167.4564,6014.886274
8171,8172,V645531,308,5,86,85549.31,7.009923,9,3,0,0,0,0,1,1,40.73541,152.4441,4123.921101
8172,8173,S82041,2640,1,71,92095.69,5.822048,17,0,0,0,1,1,1,1,60.97847,219.9902,5480.386537
8174,8175,Y740314,18937,3,34,46502.45,8.786155,11,2,0,0,0,0,0,1,69.70038,242.6281,6534.959838
8175,8176,Y260658,1986,5,48,36405.73,7.223478,11,1,0,0,0,0,0,1,43.18342,117.4858,4022.432118
8176,8177,A812234,2393,2,64,16652.32,4.541255,8,0,1,1,0,0,0,1,45.72582,127.4586,4094.782683
8177,8178,O392781,16882,0,27,29935.05,9.663191,7,2,0,0,0,0,0,0,59.52332,92.45514,5443.98404
8178,8179,Z600736,360,2,30,71002.71,9.994273,15,0,1,0,1,0,0,0,63.89833,159.9794,6105.282771
8180,8181,P127304,18745,0,70,78356.31,3.338743,14,0,1,0,1,0,0,1,63.60495,204.9634,5588.56191
8181,8182,X955722,2106,2,74,12001.77,10.32568,13,0,0,0,1,1,0,0,71.023,162.4653,6518.264091
8182,8183,P803103,481,1,76,61256.1,10.13592,8,3,1,0,0,1,0,0,56.03541,149.9915,4869.168543
8183,8184,T293484,2520,0,85,22211.67,9.321006,9,4,0,0,0,1,0,1,64.11367,200.1465,5760.636041
8184,8185,C726463,35124,3,49,25777.72,12.38301,19,0,0,0,0,1,0,1,67.63205,202.65,6711.013649
8185,8186,B74964,3826,0,52,25046.32,10.95526,11,3,0,0,0,0,1,0,70.03794,137.4872,5817.251946
8186,8187,N925899,51003,0,75,19565.53,9.06452,13,0,0,0,0,0,0,1,55.09556,127.4586,4717.831195
8188,8189,A849397,370,4,62,32735.23,11.70344,10,1,1,0,1,1,0,0,43.99275,140.0013,4329.842926
8189,8190,M572384,203,1,68,29434.53,7.330071,16,1,0,0,0,0,1,1,69.25731,149.9483,5842.282612
8190,8191,Y555946,1121,2,65,29315.85,7.238963,14,0,1,0,1,0,1,1,67.27889,232.6707,6139.355865
8191,8192,Q77142,1706,3,84,36752.22,2.637703,18,3,0,0,0,1,0,0,56.56411,127.4958,4771.553025
8192,8193,U218866,42116,1,55,9183.89,7.74027,13,0,1,0,1,1,1,1,69.40052,164.9715,6457.28774
8193,8194,X392150,1238,2,80,11602.24,8.634479,14,0,0,0,0,1,1,0,55.72308,107.482,5099.928127
8195,8196,M319987,1766,0,47,11185.44,12.78383,10,0,0,0,0,0,1,0,66.7439,194.9699,5899.695132
8196,8197,P861928,17999,1,33,12908.92,9.530065,8,1,0,1,0,1,1,1,60.81814,245.132,5696.204344
8197,8198,V729031,148,0,24,26774.77,8.727337,14,0,0,0,1,0,0,0,68.03889,144.9607,5727.737286
8198,8199,M715764,1640,4,34,38674.95,8.523796,14,1,0,0,0,0,0,0,62.71338,169.9378,5645.734587
8199,8200,Q46672,398,1,25,60460.44,9.764736,15,1,0,0,1,0,0,1,52.11755,252.6378,4993.106421
8200,8201,C697741,1280,3,59,68057.33,7.711873,13,2,1,0,1,1,0,0,49.67473,169.9741,4369.813214
8201,8202,H372061,12768,1,35,27361.32,10.27532,9,1,0,0,0,0,0,0,56.78051,134.9509,4904.294892
8202,8203,K493530,982,1,34,64687.11,8.01575,12,1,0,0,1,0,0,1,44.97817,149.9447,4445.497919
8203,8204,A48668,2715,0,36,12197.3,12.03825,12,1,1,0,1,1,1,1,57.04063,177.4945,5561.200177
8204,8205,Z742527,16515,1,53,26921.3,9.831078,9,2,1,0,1,1,0,1,55.15311,222.6326,5553.582983
8205,8206,W520409,43208,0,54,53517.26,5.083439,12,0,1,0,0,0,1,1,64.44587,184.967,5642.295973
8206,8207,S193458,1690,1,32,20550.44,15.16928,17,1,1,0,0,0,0,1,68.69369,210.1518,6397.46237
8207,8208,S257413,42023,3,88,56876.26,10.58255,9,1,2,1,1,0,0,0,42.32324,144.9607,3503.174329
8208,8209,Z765151,2454,0,43,64936.87,10.79421,11,0,1,0,0,1,0,0,61.0537,94.97283,5509.83864
8209,8210,W794512,2047,0,66,19106.09,12.22463,12,1,1,0,0,1,0,1,41.93978,245.1457,4138.249014
8210,8211,Z153423,21605,0,30,51568.29,7.473136,12,1,0,1,0,1,0,1,57.692,152.4798,5144.475146
8211,8212,S268098,497,1,65,52729.62,11.38611,9,1,0,0,0,1,0,1,60.78096,210.127,5489.928745
8212,8213,M892824,3736,1,63,18438.94,10.60642,8,3,0,0,1,0,0,0,57.6786,124.9607,5195.25021
8213,8214,B41405,38072,3,28,31547.84,8.546718,14,1,0,0,0,0,0,0,63.99474,92.45514,5899.437256
8214,8215,S591549,17783,1,69,37021.79,9.233657,11,1,1,0,1,0,1,1,67.68938,232.6707,6176.145515
8215,8216,H584520,11188,3,69,95360.44,14.90809,17,0,0,1,0,0,0,1,63.79124,220.1323,5842.03594
8216,8217,G973898,11123,0,67,18269.73,12.14372,11,0,0,0,0,0,0,0,44.40526,114.9976,3757.452448
8217,8218,T560412,53142,3,48,23778.28,8.330085,13,0,0,1,0,0,1,1,69.66186,235.1372,6856.666585
8218,8219,U303089,118,1,85,5425.34,8.827268,9,0,0,0,0,0,0,1,56.07932,152.4579,5342.130474
8219,8220,W449612,30768,1,72,19903.1,12.18916,12,3,0,0,1,1,0,0,68.6654,217.484,6066.50191
8220,8221,F384568,62625,1,52,22058.82,8.81118,11,1,0,0,0,1,0,0,56.79773,142.4827,5489.502601
8221,8222,A04830,254,2,75,4640.91,8.177195,11,4,0,0,1,1,0,1,55.04679,235.1555,5588.672503
8222,8223,O574674,143,1,18,20164.01,8.878152,14,0,0,0,1,1,1,0,55.44991,194.9744,5068.172778
8223,8224,P859987,2319,4,21,33488.35,12.12987,14,2,0,0,1,1,1,1,60.7968,255.1417,5851.168448
8224,8225,Z996577,562,1,84,25750.6,11.72749,13,0,0,0,1,1,1,1,50.31252,184.9715,4431.737277
8226,8227,X46834,1679,3,37,21599.58,12.85761,4,1,0,0,0,0,0,0,43.50453,147.4738,3874.362144
8227,8228,T806687,402,1,20,20843.03,7.246368,15,2,1,0,1,0,1,0,52.86954,194.9992,4871.832686
8228,8229,T346518,505,0,26,63352.12,14.98482,11,0,0,0,0,0,1,0,71.70793,137.4872,6039.331412
8229,8230,E496789,5659,0,52,31234.72,10.93917,13,0,0,0,1,1,0,0,57.72738,149.9741,5456.006313
8230,8231,Y987315,135,2,71,69232.25,3.624683,10,0,0,0,0,0,1,1,61.28236,220.1185,5471.244549
8231,8232,Q517071,411,0,49,71166.06,14.93768,10,2,1,0,0,1,1,1,51.87037,225.132,5293.295324
8232,8233,V822855,20952,3,76,19546.62,9.545938,15,2,0,0,0,0,0,0,46.2718,169.9378,4047.773653
8233,8234,H63433,0,2,67,24367.72,11.56322,12,1,0,0,0,1,0,0,51.22665,129.9598,4847.193795
8234,8235,W129762,5402,1,56,43492.61,12.53408,16,1,1,0,0,0,1,0,58.85409,162.447,5582.846082
8236,8237,G912511,8075,2,72,53458.43,15.80514,15,0,0,0,0,1,1,1,69.54041,225.132,6727.30047
8238,8239,W986721,398,0,43,12944.52,12.32015,9,0,0,1,0,0,0,0,68.54712,127.4421,6208.310064
8239,8240,E661654,1537,1,24,18336.35,9.438457,14,2,0,0,1,1,1,0,57.06365,195.0062,5117.897337
8240,8241,P721661,7536,1,46,23456.98,7.778344,18,2,1,1,1,0,1,0,50.14744,192.4567,4466.695172
8241,8242,L691713,166,1,45,20316.98,8.020199,12,2,0,0,0,0,0,1,55.29606,159.9349,4824.342843
8242,8243,C288668,294,2,71,68803.52,10.77725,7,1,0,1,0,0,0,1,56.3981,159.9349,4899.24202
8243,8244,R716458,9510,3,51,43850.44,14.02417,11,1,1,1,1,0,1,1,69.13685,287.6427,6462.269067
