,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharge,Bandwidth_GB_Year
8307,15589,1,84,42034.08,0,9.158931,13,0,0,0,1,0,0,0,167.4564,4724.945111
8308,1570,0,53,17413.73,0,13.05714,11,1,0,0,0,0,0,1,187.6094,6365.24676
8309,6524,3,45,63708.34,0,7.71243,12,1,0,1,1,1,0,0,150.0208,5712.721051
8310,14989,0,31,23191.81,0,9.894645,11,0,0,0,1,0,0,1,220.1149,4839.25878
8311,5705,3,36,19364.23,1,7.500922,9,0,0,0,1,1,0,1,265.1283,5966.47536
8312,1509,0,73,9950.46,0,9.093379,12,1,0,0,0,1,0,1,210.127,4809.347606
8314,728,5,85,65012.85,0,7.761601,16,2,0,0,0,0,1,1,149.9483,5209.217209
8316,29404,3,71,10922.91,0,13.32505,7,1,1,0,1,1,1,1,165.0182,4971.679712
8317,30785,2,89,54859.16,0,10.1755,12,1,0,0,1,0,0,1,262.6106,4222.497317
8319,1599,4,65,37004.73,0,8.816743,9,0,0,0,0,0,0,0,169.9378,5767.740142
8320,103732,0,37,23239.84,0,13.23123,7,1,0,0,0,1,0,1,245.1457,6037.103766
8321,18074,3,55,14106.94,0,11.7697,14,1,0,0,0,0,0,1,175.1331,4267.521539
8322,256,3,60,29753.9,0,13.19849,12,0,0,1,0,1,0,1,210.127,6008.726494
8323,2917,1,76,9802.05,0,12.76536,11,2,2,0,1,0,0,0,192.4705,3938.300864
8324,64,3,35,45166.7,0,8.637922,6,0,1,0,1,1,0,0,204.961,5593.020458
8325,446,2,72,14761.9,0,9.540415,7,2,2,1,1,1,0,0,127.4783,6037.450539
8327,41276,1,73,20618.01,0,10.08633,15,1,0,0,1,0,0,1,204.9634,5042.032681
8328,778,1,54,52756.23,0,9.722124,14,1,1,1,0,1,0,1,139.9568,5085.534857
8329,28049,3,82,89484.89,0,12.74981,11,2,0,0,0,0,0,0,92.5018,4445.615287
8330,1431,0,43,6825.46,0,12.84155,15,1,0,0,1,0,0,1,207.6386,5122.454947
8331,1020,1,71,29732.11,0,6.519561,11,1,0,0,0,0,1,0,124.9643,5804.942334
8332,2311,1,74,23283.85,0,5.819784,13,1,0,1,0,0,1,0,117.4872,4596.408358
8333,14659,1,78,83983.27,1,5.982841,12,0,1,1,0,0,1,1,210.138,3784.965371
8334,4388,1,27,4498.71,0,17.46416,13,2,0,1,1,1,1,1,164.9715,6050.815837
8335,693,0,78,51371.19,0,12.88716,10,2,1,0,1,1,0,1,242.6326,4430.367889
8336,115,4,18,16151.73,0,7.692979,9,1,1,0,0,0,0,1,222.6281,6227.256543
8337,74413,1,18,30686.01,0,7.070032,14,2,0,1,1,0,0,0,124.9607,6108.607607
8338,5016,3,52,20240.87,0,8.732089,12,0,0,0,1,0,0,0,157.4836,5739.899898
8339,8720,3,35,3157.81,0,15.27827,12,3,2,0,0,1,1,0,184.9647,5807.53439
8340,1928,3,38,62064.97,0,15.18246,9,1,0,0,1,0,1,1,182.4538,6273.353878
8341,1122,5,37,47777.77,0,14.62375,16,0,0,0,1,0,1,0,157.4698,3610.264679
8342,39,1,89,28658.87,0,13.26656,4,4,1,0,0,0,0,0,169.9378,6033.581345
8343,25,4,51,30913.36,0,13.2899,8,3,1,0,0,0,1,1,117.472,5765.178653
8344,4308,4,84,54091.65,0,8.2556,11,3,2,0,1,0,0,0,169.9671,5107.688262
8345,4389,1,49,11267.89,0,6.764861,11,1,2,0,0,1,0,0,117.4686,5832.660558
8346,43461,1,85,22535.7,0,10.03575,12,1,0,0,1,1,0,1,245.175,6225.546359
8348,1162,2,60,13547.69,0,11.58313,13,0,0,0,1,1,1,0,207.4974,3878.814514
8349,3860,0,73,46826.7,0,7.802713,12,4,0,0,0,1,1,0,127.482,5446.877589
8350,843,1,43,21569.82,0,7.599065,14,0,0,0,0,0,1,0,92.48802,3788.13967
8352,70,0,29,35989.93,0,9.230836,13,2,0,0,1,0,0,1,169.9447,4636.42318
8353,1046,2,25,23449.18,0,9.889813,17,1,1,0,1,0,0,0,182.4433,4896.176201
8355,9399,0,79,74519.58,0,15.41723,8,1,0,1,1,1,0,0,194.9882,4505.604532
8356,2491,0,62,25647.81,0,9.021887,10,0,0,0,1,0,0,1,240.1149,5277.732479
8357,33953,1,32,44165.04,1,10.47355,10,2,0,1,1,0,1,1,217.4725,4557.472307
8358,119,2,24,37694.14,0,8.645692,10,0,1,1,0,0,1,1,139.9678,5311.713263
8359,3365,0,57,21253.32,0,4.612988,6,0,0,0,1,0,0,0,179.9794,5229.143504
8360,1148,3,75,49737.57,0,12.54984,11,0,0,0,1,0,0,1,162.4676,4946.54616
8361,5823,1,23,70354.12,0,8.775775,19,0,0,1,0,1,0,1,162.4526,4945.724284
8362,19747,0,71,48628.18,0,9.836612,13,1,0,0,1,1,0,0,204.961,4032.926983
8363,12153,3,68,33056.02,0,10.5873,11,1,0,0,1,0,0,0,124.9607,6076.692844
8364,5402,3,20,20215.1,0,7.570833,8,2,0,0,0,0,1,1,117.472,5644.627475
8366,6833,0,54,78242.35,0,7.296658,11,2,0,0,1,1,1,0,182.4833,3871.367991
8367,9560,3,35,37955.41,0,4.545091,12,2,1,1,1,0,1,0,192.4885,4951.560917
8368,54,0,56,7203.02,0,10.96178,11,2,0,1,0,1,0,0,164.9785,5014.025544
8369,62,6,79,22243.66,0,13.3254,17,4,0,1,0,0,1,0,104.9643,4263.127961
8370,530,0,78,52286.02,0,13.08501,16,1,0,0,1,0,0,1,220.1615,5943.037284
8371,46,3,65,20138.55,0,7.645854,8,1,1,0,0,0,0,1,210.1051,5754.451842
8372,3899,4,47,28226.03,0,7.071665,11,2,0,0,0,0,0,0,169.9378,4923.409973
8373,123,4,61,12170.42,0,8.968022,11,1,0,0,0,1,1,1,155.0084,3893.3098
8374,853,3,30,20769.65,0,8.318438,13,3,0,0,0,0,1,0,162.447,5781.09568
8376,32568,4,40,27211.31,1,11.67884,14,1,0,0,0,1,0,1,202.65,4443.924934
8377,2226,1,57,79248.45,1,11.64092,13,2,0,0,1,0,0,1,240.1149,4886.937383
8378,214,3,41,11388.33,0,10.08809,18,2,1,0,1,0,0,0,192.4705,3938.094495
8380,55652,2,83,43672.55,0,12.54155,13,0,2,0,0,0,0,0,114.9509,6193.095055
8382,294,0,53,10475.58,0,5.327354,7,5,1,0,0,1,0,0,137.4686,5994.956113
8383,15201,3,72,32596.51,0,4.332488,12,1,0,0,1,0,0,0,124.9607,5929.34648
8384,43801,0,43,12824.19,0,10.21764,11,0,0,1,1,1,0,1,194.9581,4429.501145
8385,64,3,74,18785.9,0,10.74516,10,2,1,0,0,0,1,1,220.1185,4873.126502
8386,181,1,78,25684.14,0,8.563528,15,1,0,0,0,0,0,1,117.4392,5407.054485
8387,60699,2,24,64277.43,0,8.619676,10,0,0,0,0,1,0,0,94.97283,5156.063895
8388,10109,5,75,85614.86,0,8.434635,13,2,1,0,0,0,0,0,104.9781,5706.02232
8389,650,2,35,17300.45,0,6.275178,14,2,0,0,0,0,0,0,79.97886,4726.723807
8391,63894,0,74,70618.67,0,12.09357,9,1,0,0,0,1,0,0,152.4555,6426.704792
8392,46904,0,33,22295.17,0,12.83245,13,0,0,0,0,0,0,0,169.9378,4149.794964
8393,2723,0,67,32672.77,0,6.307844,17,1,0,0,0,0,0,0,114.9658,5999.083618
8395,5192,0,32,52543.98,0,5.086843,14,2,0,0,1,1,1,1,207.4673,5777.144351
8396,2011,0,43,34471.13,0,10.01693,9,0,0,0,0,0,1,1,235.1372,6692.362545
8397,4522,5,25,39654.43,0,14.48531,19,1,1,0,0,1,0,1,200.1465,6023.971515
8398,4941,0,89,24220.94,0,11.50669,11,0,0,0,1,1,0,0,172.4848,5540.302436
8399,6823,0,65,52905.61,0,5.818841,14,0,1,0,1,0,0,1,149.9447,5773.964084
8400,695,4,76,47254.65,0,8.342814,8,1,0,1,1,0,0,0,169.9671,5205.709911
8401,18015,1,58,24040.95,0,12.12826,10,0,0,0,1,1,0,0,147.4783,6111.281156
8402,32259,1,72,72654.19,0,11.40682,12,3,0,0,0,0,0,0,159.965,3798.956979
8403,472,7,28,58391.65,0,10.14164,17,3,0,0,1,0,0,1,159.9642,6296.620487
8404,861,3,52,10892.54,0,9.29496,10,0,1,1,0,0,0,0,127.4421,4235.170641
8405,872,0,89,22554.89,0,2.269867,13,1,0,0,1,0,1,1,162.5005,4431.684055
8406,3050,4,57,57497.76,0,9.154572,14,0,0,0,0,0,0,1,220.1323,3668.332806
8407,279,2,38,57108.11,0,11.07482,12,0,1,0,0,0,1,0,162.4937,5015.195312
8408,8774,1,30,2468.7,0,9.485819,14,2,0,0,1,1,0,0,149.989,5732.340761
8409,913,1,22,17563.31,0,11.36276,17,0,0,0,1,0,1,0,124.9935,4043.335333
8410,1104,6,27,74305.5,0,6.975482,14,0,0,1,0,1,0,1,222.65,4856.923385
8411,17334,1,36,31962.04,0,11.60075,9,2,1,0,0,0,1,1,220.1185,5510.855205
8413,581,6,84,9275.55,0,9.32007,11,1,2,0,1,0,1,0,137.4698,4059.807666
8414,2775,0,31,19683.44,0,10.31058,13,3,0,0,1,1,0,1,242.6326,5123.028136
8415,5185,2,82,18679.11,0,6.584119,16,0,0,0,0,1,1,0,162.4689,5514.499448
8416,1010,3,87,5043.14,0,9.256176,17,2,0,0,0,1,1,0,154.9919,5567.462774
8418,32013,0,70,46656.47,0,14.89582,8,1,0,0,1,1,0,1,164.9853,6602.811435
8419,188,2,19,13240.53,0,6.921566,12,0,0,0,0,0,0,0,79.97886,4798.898882
8420,220,1,77,42679.8,0,6.950896,13,0,0,0,1,1,0,1,242.6326,4972.337033
8421,3814,3,80,14009.63,0,10.37611,12,0,0,0,1,0,0,0,182.4433,5725.421883
8422,3353,1,70,52171.43,0,11.06332,14,1,0,0,0,0,1,1,220.1185,4644.934479
8423,35317,0,33,32076.79,0,8.016783,10,1,0,0,0,0,1,0,172.4742,5666.607489
8424,464,2,54,27479.16,0,8.238358,14,0,1,0,0,1,0,1,132.4798,6238.373858
8425,2240,3,23,37542.28,0,10.67482,10,2,0,0,1,0,0,0,172.4705,5129.540139
8426,41,4,58,5026.38,1,12.23929,15,0,1,0,0,1,1,0,129.9926,4409.527019
8427,4204,2,41,23024.38,0,11.86028,10,0,0,0,1,0,0,1,220.1149,6849.08497
8428,15326,1,55,93186.26,0,8.332958,10,2,1,1,0,0,0,1,117.4858,4185.014737
8429,3216,4,59,61395.66,0,11.51296,17,1,0,1,0,0,0,1,117.4392,6273.278412
8430,6172,4,80,53563.03,0,12.29361,9,1,0,0,1,0,0,1,262.6106,5836.607029
8431,1706,0,84,27123.66,0,12.32696,13,1,0,1,0,1,1,0,165.0113,5986.22023
8432,657,1,60,17595.42,0,8.974128,12,0,0,0,0,0,0,1,187.656,5902.115401
8433,10586,7,24,6695.49,0,10.96135,7,1,0,0,1,0,1,0,157.4698,5350.10612
8434,136,4,61,34411.1,0,12.81844,13,2,1,0,0,1,0,0,137.4686,5598.578895
8435,105,2,68,25568.0,0,11.3868,5,1,0,0,1,1,0,0,197.484,5961.810975
8436,27476,2,49,73309.86,0,10.56199,14,2,0,0,1,1,1,1,235.1417,5697.928731
8437,591,1,71,25190.07,0,16.01645,8,1,2,0,0,0,0,0,182.4608,5396.238934
8438,25752,5,32,22117.1,0,6.468919,12,3,0,1,0,1,0,1,190.1737,4390.887942
8439,1349,0,58,24526.83,0,8.112139,9,1,0,0,0,0,0,1,242.6281,5912.297497
8440,9298,1,35,52337.71,0,14.25864,10,0,0,0,1,1,0,0,182.4653,5602.325929
8441,24494,0,31,80309.69,0,12.1242,11,0,1,0,1,0,0,0,112.4844,5598.395048
8442,44300,1,43,89970.37,1,11.44246,9,1,1,0,1,1,0,1,235.1555,4732.920025
8443,2098,1,19,36574.47,0,9.897425,19,1,0,1,1,0,1,0,192.4885,5045.584915
8444,7281,0,53,31894.71,0,8.29404,16,1,1,0,1,0,1,1,184.9496,5827.639737
8445,22929,2,41,27472.28,0,6.391658,10,0,0,0,1,0,1,0,124.9935,5714.326706
8446,52,0,50,39651.69,0,11.87438,12,2,0,0,0,0,0,0,159.965,5739.420369
8447,6079,1,77,4489.66,0,11.84221,15,1,0,0,1,0,0,0,147.4564,5121.506186
8448,785,7,56,42789.24,0,8.91884,15,2,1,0,0,1,0,0,164.9785,6916.339606
8449,312,2,55,23279.78,0,10.37357,15,0,1,0,1,0,1,1,287.6427,4168.120303
8450,179,0,27,29353.41,0,7.662668,11,1,0,0,0,0,0,1,139.9349,6438.459484
8451,12954,1,68,35741.44,0,7.626861,11,0,0,1,0,0,0,0,149.9845,5397.392962
8452,880,1,61,32502.96,0,10.03188,12,1,2,0,0,0,0,1,117.4392,6205.418228
8453,7780,4,37,26887.33,0,11.00147,9,0,0,0,1,0,1,1,287.6427,6347.9348
8454,29,1,23,53640.47,0,10.44139,13,2,0,0,1,1,0,0,217.484,5487.953653
8456,913,3,88,30836.33,0,7.908562,11,2,1,0,0,0,1,0,137.4872,5884.793295
8458,395,1,25,43088.83,0,10.699,12,1,1,0,1,1,0,1,242.6326,5322.61702
8459,1106,2,68,14038.55,0,15.92998,12,0,0,1,0,0,0,0,104.9781,4320.023398
8460,174,4,83,13285.84,0,10.42544,11,0,0,0,0,1,0,0,184.9785,6083.905265
8461,12531,1,62,6759.91,0,15.28653,11,2,1,0,1,0,0,1,240.1149,6125.329205
8462,3300,3,20,40074.01,0,16.68122,12,1,0,0,0,0,1,1,235.1372,6617.854017
8463,4776,0,23,6820.51,0,10.93998,10,2,1,0,1,0,0,1,149.9447,6048.807482
8465,2357,2,55,22716.52,0,12.66535,9,0,1,0,0,0,1,0,139.9979,6127.777658
8466,22294,1,58,52797.42,1,17.67735,6,0,0,0,1,0,1,1,267.6427,6310.736148
8467,44759,0,84,17260.93,0,10.47784,12,0,1,0,1,0,0,0,147.5031,3296.618156
8468,924,2,77,62292.07,0,3.406276,17,2,0,0,0,0,1,1,152.4441,5861.982807
8469,706,0,56,6435.12,0,8.799224,15,0,1,0,1,0,0,0,169.9671,6171.479592
8470,1397,6,22,100257.6,0,13.51521,16,1,0,0,0,0,0,0,147.4421,5434.193829
8471,1416,0,63,23355.34,0,14.05088,14,0,0,0,1,1,0,0,127.4783,4932.430411
8472,1427,6,36,52413.54,0,7.344589,15,0,0,1,1,1,0,0,185.0077,6519.120707
8473,35573,1,61,27720.47,0,11.63665,12,1,0,1,1,0,0,1,220.1615,5026.753166
8474,45688,0,76,43216.69,0,2.61208,16,1,0,0,1,1,1,0,195.0062,5351.472842
8475,28,5,85,24029.52,0,4.48479,12,0,0,0,1,1,1,1,219.9902,6491.869404
8476,74,7,33,60815.04,0,7.707569,16,0,0,0,1,1,1,0,162.5299,4727.495412
8477,17808,1,49,8692.66,0,10.75517,14,3,0,0,0,0,0,1,117.4858,5849.950819
8478,29,0,61,29727.21,0,8.575295,6,0,0,0,1,1,0,1,162.4818,5394.817414
8479,10727,0,72,27058.36,0,7.88648,13,3,0,0,1,1,0,1,222.6326,6840.191109
8480,19283,4,53,49125.36,0,16.4764,13,2,1,0,1,0,1,1,184.9496,5218.124457
8481,1537,0,85,65640.28,0,13.78754,14,0,0,0,0,0,0,1,222.6281,6206.567047
8482,166,4,77,33567.58,0,7.83842,11,0,0,0,1,0,0,0,182.4433,4984.621447
8483,36414,0,53,20832.66,0,5.828119,16,0,2,0,0,0,0,1,129.9621,3715.869075
8484,4646,4,71,20631.55,0,6.397555,7,1,0,1,0,1,0,0,172.4555,5398.88963
8485,1430,1,88,55933.65,0,12.44411,6,2,0,1,1,1,0,0,217.484,5803.869496
8486,584,0,42,32929.09,0,11.08114,13,0,1,0,0,1,0,1,119.9568,4478.070702
8487,593,5,44,16465.85,0,6.665835,13,2,0,0,0,0,1,1,149.9483,4732.155898
8488,1134,0,25,22821.11,0,15.25427,17,0,1,0,0,1,1,0,140.0049,5351.73548
8489,738,4,53,35950.39,0,8.081922,12,1,0,0,0,0,0,0,127.4421,5648.297688
8492,0,3,28,25747.86,0,11.9755,13,0,0,0,1,0,0,0,192.4705,6458.177025
8493,6543,2,53,4978.33,0,10.5758,9,1,0,0,0,1,0,1,190.1737,5779.47654
8494,12695,3,84,30407.3,0,12.51342,17,0,0,0,1,0,1,1,184.9496,4471.648469
8495,19419,1,75,99132.61,0,9.073224,10,0,0,1,1,0,0,0,202.4433,6087.218845
8496,4924,0,89,5435.86,0,8.358239,13,0,0,1,1,1,0,0,184.961,6163.633177
8497,35643,0,37,20406.36,0,8.849924,10,0,0,0,0,0,1,0,194.9699,4608.506607
8499,48,3,35,67999.95,0,13.47448,7,0,0,0,0,1,1,0,149.9778,4810.280705
8500,1803,1,34,17175.88,0,9.008521,15,0,2,0,1,1,0,1,242.6326,4347.709252
8501,2956,1,88,27192.54,0,14.00066,15,1,0,0,1,1,0,1,152.4624,4738.397058
8502,77342,1,82,54381.23,0,9.37573,13,0,0,0,1,0,1,0,184.9797,5048.660319
8503,28465,1,64,57498.9,1,5.604732,8,2,1,0,1,1,0,1,265.1283,5234.71552
8504,1623,0,52,15358.09,0,10.74978,15,1,2,0,0,0,0,0,159.965,4462.198964
8505,703,0,69,58722.42,1,9.914814,10,0,1,0,0,1,0,1,212.6228,5002.761216
8506,42910,2,20,28990.97,0,14.05835,8,0,0,1,1,1,1,0,194.9744,5877.566424
8507,13243,2,86,66115.1,0,10.24939,15,1,0,1,1,1,0,1,277.6513,6366.330959
8509,29976,2,67,46704.87,0,10.56609,11,1,1,0,0,0,0,1,210.1051,6230.665916
8511,7197,0,76,36398.01,0,8.191336,12,2,0,0,0,0,1,0,124.9643,5774.340454
8512,18533,0,37,47833.67,0,10.15639,5,1,0,1,1,0,0,1,149.9447,6261.418751
8513,3424,0,35,5644.85,0,11.88471,13,1,0,0,0,1,0,1,120.0035,3926.009965
8514,4612,1,46,12619.97,0,3.957036,11,0,0,1,1,1,1,0,172.5104,4439.411899
8515,13061,1,85,8667.17,0,10.18947,17,1,0,1,1,0,0,1,242.6573,6020.902258
8517,31749,1,23,55153.17,0,9.091744,12,2,0,0,0,0,0,1,159.9349,6181.750229
8518,3191,1,78,43174.81,0,8.256297,11,1,0,0,1,1,0,0,147.4783,5767.046848
8519,43078,1,37,14976.23,0,12.37749,10,0,0,0,0,0,0,1,197.6288,5770.590829
8520,1956,1,50,7369.88,0,9.298875,14,0,0,0,1,0,1,1,217.4725,5086.304493
8521,11022,2,54,10992.89,1,11.18575,14,0,0,0,1,0,1,0,184.9797,6175.765224
8522,1387,4,50,31421.54,0,10.19811,12,0,0,0,0,1,1,0,164.9647,6293.093113
8524,0,2,49,47836.42,1,8.873568,18,0,0,0,1,0,0,1,230.1344,5277.646823
8527,162,2,24,24879.0,0,8.232258,11,1,0,0,1,0,1,1,245.147,5815.707647
8528,12279,3,75,37720.52,0,8.982395,14,2,0,0,0,0,0,0,147.4738,4835.295615
8529,7772,0,68,32738.97,0,15.24321,14,0,0,0,0,0,0,0,149.9845,5765.925076
8530,4343,3,74,99699.68,0,11.36648,12,2,0,0,0,0,0,1,127.4586,5738.328374
8531,10238,2,47,26920.29,0,10.25356,11,1,1,0,0,0,1,0,147.4601,5794.589213
8533,8156,3,62,17495.04,0,11.71658,10,1,1,1,0,0,0,1,207.6094,5104.889837
8534,1122,3,52,60011.51,0,13.59404,9,1,0,0,1,0,0,0,179.9476,5820.087969
8535,21331,0,89,29453.49,0,3.605531,12,1,1,0,1,0,1,0,207.4754,6277.222751
8536,2058,2,80,13973.69,0,13.085,7,1,1,0,0,0,1,1,152.4441,6420.370535
8537,31178,1,75,27106.57,0,10.34783,8,1,0,0,1,0,0,1,137.4684,5092.536093
8538,3157,1,67,37390.82,0,9.457734,12,1,0,0,0,1,1,1,235.1591,6217.645459
8540,11317,2,54,38962.14,0,16.62973,11,1,0,0,1,0,1,0,172.4567,6376.192688
8542,7594,1,63,63719.51,1,10.98742,14,0,0,0,1,1,0,1,277.6513,4563.265438
8543,4843,2,65,16949.89,0,9.411526,9,1,0,0,1,0,0,0,137.4836,6360.392801
8544,42614,2,80,91629.36,0,6.008386,13,1,0,0,0,1,0,0,164.9785,5545.726878
8545,1595,0,33,51477.31,0,9.312883,13,0,1,0,1,1,1,0,175.0211,5447.179024
8546,21833,1,77,24934.12,0,7.006661,9,2,1,1,0,1,0,0,117.4835,6100.344382
8547,675,1,79,17965.81,0,11.77757,10,0,0,1,1,1,0,1,222.6326,6069.414411
8548,6956,2,53,28702.52,0,10.3045,10,0,0,0,1,0,1,1,174.9768,6387.155472
8549,4366,6,44,4954.67,0,7.581553,13,1,2,1,1,1,1,1,219.9902,6084.157683
8550,4164,0,77,20312.0,0,8.286499,5,0,0,0,0,0,0,0,112.4551,4224.557626
8552,21066,3,82,47909.78,0,9.60347,11,1,0,0,1,0,0,0,124.9607,4212.149496
8553,3613,0,41,23995.11,1,15.17134,11,0,0,0,1,1,0,1,235.1555,6467.932969
8554,53111,2,64,97871.03,0,5.089983,15,1,0,0,0,1,0,0,94.97283,5649.203405
8555,1578,0,33,65978.69,0,10.30083,10,2,0,0,1,0,0,1,162.4676,6200.072737
8556,2433,2,19,73093.52,0,5.606608,13,1,0,0,0,0,0,0,169.9378,5964.070556
8557,14026,2,75,6736.05,0,3.752717,12,1,1,1,0,1,0,0,139.9792,5406.926303
8558,10550,2,78,26865.42,0,16.54026,13,0,0,0,1,0,0,0,214.9663,4342.047465
8559,247,3,63,21303.64,0,7.192287,16,0,0,0,0,1,0,1,200.1465,5771.07207
8560,657,2,87,37885.62,0,9.17978,15,1,0,1,0,0,0,0,162.4608,5934.141788
8561,1092,1,72,83201.51,0,7.617914,13,0,2,0,1,1,1,0,175.0211,5141.883254
8562,7257,0,70,24188.41,0,9.341105,11,3,0,0,0,0,0,0,114.9976,5334.884836
8563,1694,0,61,36205.76,1,8.396047,11,2,0,1,1,1,0,1,152.4624,4787.709945
8564,487,1,56,35791.81,0,4.53814,19,2,1,0,0,0,1,1,172.4441,5663.049118
8565,44750,1,67,28757.7,0,15.1263,10,0,0,1,1,0,0,1,252.6378,5591.052659
8566,3099,0,89,4263.18,0,10.19738,11,0,0,0,0,0,1,1,162.4713,5161.466055
8567,13865,3,81,20178.71,0,6.551707,18,3,0,1,0,0,1,0,92.48802,4504.376908
8568,4357,1,84,15721.08,1,6.214598,9,1,1,0,0,0,1,1,212.6415,4458.846728
8569,1593,2,77,67619.72,0,7.505205,15,0,0,0,1,1,1,0,197.5169,5814.585969
8570,256,1,20,34759.58,0,6.229531,8,2,0,0,0,0,1,0,117.4872,3810.881389
8571,1274,2,28,19948.12,0,5.529764,15,2,0,0,0,0,0,0,112.4551,3095.105954
8572,4841,0,28,18305.22,0,9.316164,11,3,0,0,1,1,0,0,162.4653,5823.6249
8573,2706,2,39,19542.22,0,12.02259,13,0,2,0,0,1,1,0,95.00571,4170.086495
8574,1197,1,64,7569.75,0,8.8901,11,0,1,0,1,0,1,0,214.9525,5227.515273
8575,4993,1,25,47027.73,0,10.92999,11,1,1,0,1,0,1,0,214.9525,6309.319991
8576,3993,4,48,71899.67,0,11.8857,10,2,1,0,0,0,1,0,172.4742,3741.804448
8577,1588,0,80,48733.51,0,9.354732,15,0,1,0,0,1,1,1,152.466,5964.374183
8578,24813,1,33,10199.44,0,10.81518,16,1,0,0,1,1,0,0,137.4978,5880.876863
8579,6402,1,66,36559.57,0,8.268789,9,2,0,0,1,0,0,1,137.4684,5101.031717
8580,25,3,25,31545.14,0,14.43295,14,1,0,0,0,0,0,0,92.45514,5712.520809
8581,1759,1,70,3971.37,0,9.070611,12,0,0,0,0,0,1,0,147.4601,5244.15561
8582,28924,3,33,45795.23,0,5.834138,13,0,0,0,0,1,0,0,184.9785,5889.077769
8583,987,0,31,20213.18,0,12.46116,11,2,1,0,0,1,0,0,104.9923,5581.345203
8584,2964,0,66,33674.02,0,12.18144,10,2,1,0,1,1,0,1,242.6326,4833.292191
8585,59324,0,49,18852.52,0,11.36428,9,0,1,0,1,1,1,0,174.9744,4798.910859
8586,24438,1,79,28297.97,0,11.8337,12,1,0,0,1,1,1,1,174.991,5878.968323
8587,12923,0,77,58131.94,0,8.813439,15,0,0,1,0,0,0,1,207.6094,6230.543177
8588,1068,0,23,41709.72,0,15.03023,7,1,0,0,1,0,0,1,252.6378,6555.679518
8589,587,1,63,36727.38,0,13.26881,17,0,0,0,0,1,0,0,184.9785,4354.210928
8590,2577,0,86,36079.26,0,7.026948,12,0,1,0,0,0,0,0,114.9509,4114.665387
8591,30933,3,89,40217.33,0,11.64938,12,0,0,0,1,0,0,0,167.4564,5873.629847
8592,203,6,58,81455.87,0,9.46119,11,0,1,0,1,1,0,1,245.175,6771.922364
8593,13259,0,40,8855.67,0,10.52187,16,2,0,0,1,0,0,1,275.1336,5429.870356
8594,16455,2,62,12705.84,0,14.64928,18,2,0,0,1,0,0,1,252.6378,6130.335448
8595,32812,2,38,13846.51,0,16.6785,12,2,0,0,0,0,0,1,187.656,5975.229801
8596,193,1,88,66525.58,0,8.693473,8,2,0,0,1,0,1,1,252.624,5305.10923
8597,713,2,87,14008.49,0,9.365159,10,3,0,0,1,0,0,0,144.9607,5319.79287
8599,1567,1,78,60311.48,0,7.405174,16,2,0,0,1,0,0,0,202.4433,5614.068087
8600,5089,3,45,27165.73,0,10.67876,10,1,1,0,0,0,0,0,162.4608,6683.352536
8601,191,0,58,28333.29,0,9.315925,14,2,0,1,0,0,0,0,182.4608,5155.773559
8603,996,4,38,32595.47,0,12.06092,10,0,0,0,1,0,0,1,192.4404,6445.40917
8604,8986,1,40,82843.95,0,8.732297,11,1,0,0,0,0,0,0,159.965,5885.871902
8605,1240,4,49,9317.9,0,6.661702,6,1,2,0,0,0,1,0,159.9512,5900.606745
8606,8428,4,44,59338.59,0,13.17979,11,1,0,0,0,0,0,0,114.9658,4393.579424
8607,5924,3,84,73613.88,0,6.797028,14,0,0,0,1,0,1,0,172.5034,6066.79912
8608,690,0,88,15854.29,0,7.64925,14,0,0,0,1,0,1,0,147.4893,5654.807301
8609,1589,0,61,64949.07,0,11.90673,12,1,0,1,0,0,0,0,159.965,5977.627047
8610,2238,0,59,34326.31,1,11.16606,5,1,0,0,1,0,1,1,162.4538,5413.975477
8611,320,0,66,35478.83,0,9.216302,14,0,0,1,0,0,0,1,104.9629,5990.24437
8612,8294,1,18,75193.8,0,10.13223,15,2,0,0,0,1,0,0,172.4555,5842.329497
8614,2377,4,85,51630.71,0,4.452995,9,2,1,0,1,1,1,1,255.1417,4048.983361
8615,16845,0,18,33975.64,0,7.381781,13,0,0,1,1,0,0,1,220.1149,5748.819173
8616,53,3,82,24689.6,0,4.445847,10,0,0,0,0,0,0,0,102.4746,5720.467652
8617,23746,1,21,37709.27,0,13.64684,11,0,0,0,1,0,1,0,207.4754,5648.31533
8618,171,3,41,86921.8,0,11.99123,20,0,0,0,0,0,0,0,182.4608,4447.513551
8619,1463,6,81,46561.38,0,8.703489,9,0,0,0,0,0,1,0,127.4601,5932.432985
8620,1773,4,25,17781.91,0,12.07096,17,0,1,0,1,0,1,0,137.4698,5973.523544
8621,35161,4,33,48357.93,0,12.56239,16,1,0,0,1,0,0,0,179.9476,5671.161211
8622,18170,1,48,37056.67,0,9.945029,9,1,0,0,0,0,1,0,127.4601,5643.207448
8623,884,2,39,22977.79,0,8.36964,8,0,1,0,0,1,1,0,174.9919,5422.029613
8625,328,3,28,16997.45,0,8.543635,10,0,0,0,0,0,0,1,230.1051,5298.247055
8626,1480,0,35,88831.62,0,6.634736,12,2,1,0,1,1,0,0,169.9741,5386.675909
