Zip,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
47980,43,Male,No,Month-to-Month,No,62,92.5,432.0
46571,57,Female,No,Two Year,Yes,70,165.0,546.0
30205,66,Male,No,Month-to-Month,Yes,44,92.5,312.0
19472,57,Female,No,Two Year,Yes,60,222.6,501.0
26431,72,Female,No,Month-to-Month,Yes,57,149.9,446.0
60511,67,Male,No,One year,Yes,42,195.0,323.0
15713,19,Male,No,One year,No,63,169.9,466.0
99556,51,Male,No,Month-to-Month,Yes,70,220.1,530.0
49831,19,Male,Yes,Month-to-Month,No,45,222.6,406.0
60490,80,Female,Yes,Two Year,No,51,270.2,443.0
48630,89,Female,No,Month-to-Month,Yes,62,147.5,472.0
92591,33,Male,No,Month-to-Month,Yes,71,172.5,522.0
68849,68,Female,No,Month-to-Month,No,53,152.5,417.0
27529,58,Male,No,Month-to-Month,Yes,53,115.0,387.0
75980,35,Female,No,Month-to-Month,Yes,61,147.5,440.0
21915,87,Female,Yes,Two Year,Yes,62,255.1,500.0
71346,65,Male,No,Two Year,Yes,71,212.6,572.0
8108,28,Male,No,One year,Yes,65,130.0,495.0
79366,57,Male,No,Two Year,No,65,162.5,471.0
67575,68,Female,No,Two Year,No,57,195.0,412.0
71838,33,Male,No,Month-to-Month,Yes,59,127.5,466.0
8348,30,Male,No,Two Year,Yes,50,150.0,384.0
77443,69,Female,No,Two Year,No,67,169.9,474.0
28020,33,Female,No,Month-to-Month,No,64,160.0,469.0
50459,52,Male,No,Two Year,Yes,53,130.0,426.0
63771,84,Female,No,One year,Yes,70,232.7,538.0
39211,51,Male,No,Two Year,Yes,55,195.0,417.0
68416,56,Female,No,Month-to-Month,No,42,242.6,328.0
37014,30,Male,No,Month-to-Month,No,42,220.0,342.0
96814,78,Male,No,Month-to-Month,Yes,70,192.5,513.0
28667,76,Male,No,Two Year,Yes,72,197.5,573.0
66416,88,Female,No,Month-to-Month,No,60,112.5,403.0
53170,41,Male,No,Month-to-Month,Yes,52,179.9,390.0
63042,42,Male,No,Month-to-Month,Yes,49,185.0,385.0
78257,61,Female,No,Month-to-Month,Yes,63,127.5,464.0
71957,22,Male,No,Two Year,Yes,62,182.4,509.0
93703,25,Male,No,Month-to-Month,Yes,58,150.0,444.0
3266,32,Female,No,Two Year,Yes,62,92.5,477.0
27855,35,Male,No,Month-to-Month,Yes,52,130.0,421.0
8861,82,Female,No,One year,No,62,170.0,437.0
55752,56,Female,No,Two Year,Yes,53,149.9,416.0
23829,36,Male,Yes,Month-to-Month,Yes,42,190.1,375.0
4487,79,Male,No,Month-to-Month,Yes,46,287.6,378.0
48098,55,Male,No,One year,Yes,67,140.0,515.0
89191,71,Male,No,Two Year,Yes,54,235.2,426.0
26209,55,Female,No,Month-to-Month,Yes,47,149.9,382.0
30240,53,Male,No,Month-to-Month,Yes,71,145.0,563.0
36435,46,Female,No,Month-to-Month,No,53,125.0,379.0
47384,30,Female,No,Month-to-Month,No,61,179.9,452.0
88053,33,Male,No,Month-to-Month,Yes,60,172.5,478.0
44454,20,Female,No,Month-to-Month,Yes,57,167.5,424.0
61741,67,Female,Yes,One year,Yes,48,255.1,442.0
24265,37,Male,No,Month-to-Month,No,54,210.1,455.0
70030,51,Female,No,Month-to-Month,No,63,187.7,492.0
40977,84,Male,No,Month-to-Month,Yes,65,105.0,458.0
63563,18,Male,No,Month-to-Month,No,68,130.0,540.0
87121,32,Male,No,Month-to-Month,Yes,69,179.9,506.0
35648,30,Female,No,Month-to-Month,Yes,61,127.5,439.0
59829,81,Male,No,Month-to-Month,No,69,179.9,490.0
93065,39,Male,No,Month-to-Month,Yes,69,160.0,515.0
40011,73,Male,No,Month-to-Month,Yes,60,147.5,432.0
56127,62,Female,No,Month-to-Month,Yes,40,157.5,288.0
79838,48,Female,No,One year,No,58,125.0,454.0
26259,65,Female,No,Month-to-Month,Yes,72,162.5,550.0
30522,20,Female,No,Month-to-Month,Yes,57,165.0,426.0
73013,89,Male,No,Month-to-Month,Yes,72,202.4,517.0
44611,86,Female,No,Month-to-Month,No,49,230.0,362.0
95345,19,Male,No,One year,No,58,187.5,481.0
81419,60,Female,No,One year,No,67,137.5,473.0
60067,81,Male,No,Month-to-Month,Yes,61,185.0,449.0
93615,79,Female,No,Two Year,Yes,56,197.5,451.0
35130,52,Female,No,Month-to-Month,No,71,162.5,551.0
45380,59,Male,No,Month-to-Month,No,64,207.6,481.0
27920,79,Male,No,Month-to-Month,Yes,69,92.5,504.0
39057,32,Female,No,Two Year,No,72,210.1,579.0
66438,29,Female,No,Two Year,No,62,172.5,466.0
41776,52,Male,No,Two Year,No,71,117.5,514.0
99903,80,Female,No,Month-to-Month,Yes,63,187.6,497.0
61559,50,Female,No,One year,No,58,92.5,443.0
13413,85,Male,No,Month-to-Month,Yes,50,195.0,380.0
96751,25,Female,No,Month-to-Month,No,59,182.4,471.0
78010,41,Female,No,Two Year,Yes,60,195.0,451.0
81062,52,Female,No,Two Year,Yes,69,160.0,492.0
82842,57,Female,No,Two Year,Yes,67,187.6,493.0
2912,44,Male,No,Month-to-Month,Yes,71,195.0,531.0
44608,74,Male,No,One year,Yes,51,140.0,380.0
98383,82,Male,No,Month-to-Month,No,68,130.0,520.0
46552,40,Female,No,Two Year,No,68,150.0,493.0
67016,41,Male,No,One year,No,57,150.0,435.0
23320,85,Female,No,Month-to-Month,Yes,69,200.0,562.0
79256,82,Female,No,One year,No,51,162.4,403.0
45819,42,Male,No,Two Year,No,69,92.5,521.0
26631,88,Male,No,Month-to-Month,Yes,62,169.9,446.0
48635,65,Female,No,Month-to-Month,Yes,58,152.5,419.0
77878,50,Female,No,Month-to-Month,No,53,175.1,405.0
79905,83,Male,No,Month-to-Month,No,63,192.5,478.0
67836,31,Male,No,Month-to-Month,Yes,66,150.0,495.0
7081,62,Female,No,Month-to-Month,No,52,175.0,389.0
14856,89,Male,No,Month-to-Month,Yes,71,149.9,540.0
84772,62,Female,No,Month-to-Month,No,71,165.0,546.0
30577,62,Female,No,Month-to-Month,Yes,68,115.0,473.0
18324,72,Female,No,Two Year,Yes,56,195.0,418.0
12195,54,Female,No,One year,No,62,222.6,515.0
55421,79,Female,No,One year,Yes,71,117.5,497.0
70519,49,Male,No,Month-to-Month,No,68,127.5,498.0
15219,66,Female,No,Month-to-Month,No,56,155.0,450.0
35620,32,Male,No,One year,Yes,50,125.0,375.0
38833,81,Female,No,Month-to-Month,No,39,192.5,279.0
70091,45,Male,No,Month-to-Month,Yes,69,140.0,528.0
60109,37,Female,No,Month-to-Month,Yes,65,169.9,477.0
68378,46,Female,No,One year,No,52,147.5,371.0
79848,46,Male,No,One year,No,66,137.5,501.0
8823,82,Female,Yes,Month-to-Month,Yes,48,252.6,374.0
74029,62,Male,Yes,Month-to-Month,No,37,210.2,312.0
28734,61,Female,No,Two Year,Yes,63,142.5,490.0
16115,83,Male,No,Two Year,No,56,117.4,427.0
30319,75,Female,No,Month-to-Month,Yes,63,187.6,499.0
37914,36,Female,No,Month-to-Month,Yes,65,127.5,470.0
90040,47,Male,No,Two Year,Yes,62,120.0,461.0
83553,38,Female,No,Two Year,No,65,262.6,502.0
16115,60,Female,No,Month-to-Month,Yes,51,175.1,385.0
43902,36,Female,No,Two Year,Yes,67,127.5,506.0
77857,83,Male,No,Month-to-Month,Yes,56,182.5,408.0
15670,72,Female,No,Month-to-Month,Yes,42,157.5,310.0
32828,39,Female,No,Month-to-Month,Yes,65,140.0,506.0
55328,51,Female,No,One year,Yes,59,160.0,437.0
30470,53,Female,No,Two Year,Yes,48,127.5,336.0
19380,39,Female,No,Month-to-Month,No,60,145.0,427.0
75469,34,Male,No,Month-to-Month,Yes,60,140.0,444.0
77007,46,Male,No,Two Year,Yes,70,127.5,500.0
27850,44,Male,No,One year,Yes,64,182.4,514.0
80535,56,Female,Yes,Month-to-Month,Yes,58,255.1,494.0
28301,46,Female,No,One year,Yes,72,192.5,515.0
95211,43,Male,No,Month-to-Month,No,59,147.5,428.0
52310,42,Male,No,Month-to-Month,Yes,64,140.0,494.0
81645,46,Male,No,Month-to-Month,Yes,39,157.5,289.0
82428,25,Male,No,Month-to-Month,No,68,127.5,494.0
72099,72,Female,No,Two Year,Yes,67,179.9,474.0
38617,47,Female,No,Month-to-Month,Yes,67,197.5,503.0
75094,65,Female,No,Month-to-Month,Yes,66,195.0,485.0
1906,59,Male,No,One year,No,47,130.0,382.0
74636,21,Female,No,Two Year,Yes,63,197.6,487.0
99685,51,Male,No,Month-to-Month,No,58,175.0,452.0
23413,89,Male,No,Two Year,Yes,68,197.5,537.0
1525,75,Female,No,One year,Yes,71,179.9,509.0
21240,44,Male,No,Two Year,Yes,58,182.5,428.0
99669,40,Female,No,Month-to-Month,Yes,61,210.1,473.0
33435,26,Female,No,Two Year,Yes,48,150.0,394.0
52310,54,Male,No,One year,Yes,72,222.6,541.0
32621,36,Male,No,Month-to-Month,No,67,270.2,566.0
45856,89,Male,No,One year,No,65,210.1,541.0
96714,33,Female,No,Month-to-Month,No,62,217.5,466.0
8344,35,Female,No,Two Year,Yes,72,162.5,532.0
38542,42,Male,No,Month-to-Month,Yes,49,130.0,368.0
80542,38,Female,No,Month-to-Month,Yes,65,182.4,470.0
27455,21,Female,No,One year,No,40,222.7,341.0
14209,53,Female,No,Month-to-Month,Yes,58,185.0,433.0
92844,87,Male,No,Two Year,No,42,167.5,299.0
92833,30,Female,No,Two Year,No,57,147.5,409.0
85501,42,Female,No,Month-to-Month,Yes,54,160.0,402.0
47361,35,Female,No,One year,No,64,230.0,486.0
75076,31,Female,No,One year,No,69,242.6,540.0
33617,20,Male,Yes,Month-to-Month,Yes,46,225.1,426.0
43148,58,Female,No,Month-to-Month,No,54,165.0,440.0
8063,49,Female,No,Month-to-Month,No,59,140.0,460.0
65779,27,Male,No,One year,Yes,69,145.0,492.0
71743,39,Female,Yes,Month-to-Month,Yes,63,210.1,522.0
49925,61,Female,Yes,Month-to-Month,Yes,60,232.6,493.0
87122,74,Male,No,One year,No,56,127.5,411.0
19954,61,Female,No,Two Year,Yes,38,125.0,265.0
54864,57,Female,No,One year,No,58,212.7,444.0
28587,73,Female,No,Two Year,Yes,45,270.2,406.0
28424,51,Female,No,Month-to-Month,No,71,142.5,550.0
56733,22,Male,No,One year,No,71,187.6,540.0
29730,78,Male,No,Two Year,Yes,62,169.9,442.0
32445,44,Female,No,One year,Yes,68,140.0,517.0
46710,54,Male,No,One year,Yes,51,220.1,393.0
56552,52,Female,No,Month-to-Month,Yes,61,170.0,434.0
35184,45,Female,No,Two Year,No,60,167.5,424.0
13681,66,Female,No,Two Year,Yes,61,162.5,462.0
45845,40,Female,No,Month-to-Month,No,67,172.5,497.0
33484,32,Male,No,Two Year,No,69,115.0,519.0
26346,62,Male,Yes,Month-to-Month,No,62,255.1,517.0
64108,51,Female,No,Two Year,Yes,60,102.5,426.0
50074,23,Male,No,Month-to-Month,No,64,135.0,461.0
74080,48,Female,No,One year,Yes,68,149.9,523.0
50469,62,Male,No,Month-to-Month,No,68,139.9,524.0
81054,59,Male,No,Two Year,Yes,60,150.0,444.0
31301,31,Male,No,Two Year,Yes,68,160.0,540.0
38456,86,Female,No,One year,No,56,105.0,411.0
22620,30,Female,No,Two Year,No,66,140.0,473.0
47470,56,Male,No,Two Year,No,49,170.0,379.0
80403,28,Female,No,One year,Yes,59,150.0,459.0
24570,38,Male,No,Month-to-Month,No,70,159.9,508.0
31634,71,Female,No,Two Year,Yes,54,245.1,459.0
40076,29,Female,No,Month-to-Month,Yes,61,172.5,456.0
67124,30,Male,No,Two Year,Yes,67,187.6,542.0
52308,64,Male,No,Month-to-Month,Yes,46,200.1,400.0
98542,67,Female,No,Month-to-Month,Yes,58,170.0,411.0
20866,24,Female,No,Two Year,Yes,63,192.5,468.0
44308,83,Male,No,Month-to-Month,Yes,68,262.6,510.0
25141,76,Female,No,Two Year,No,68,175.0,498.0
16102,55,Female,No,Month-to-Month,No,71,180.0,501.0
79735,64,Female,No,One year,Yes,67,185.0,497.0
70058,62,Female,No,One year,Yes,70,172.5,520.0
48601,30,Female,No,Month-to-Month,Yes,47,147.5,341.0
15864,52,Female,No,One year,Yes,71,149.9,539.0
23872,20,Male,No,Month-to-Month,Yes,61,192.5,454.0
62543,56,Male,No,Month-to-Month,Yes,61,127.5,477.0
46763,27,Female,No,Month-to-Month,Yes,57,102.5,409.0
63461,59,Female,No,Month-to-Month,No,59,255.1,449.0
62953,39,Female,No,One year,Yes,55,200.1,456.0
85349,56,Female,No,One year,Yes,51,157.5,356.0
75077,84,Male,No,One year,Yes,63,162.5,467.0
68433,80,Male,No,Month-to-Month,No,67,172.5,485.0
51029,22,Male,Yes,Month-to-Month,Yes,58,197.5,491.0
47234,63,Male,No,Month-to-Month,Yes,64,192.5,468.0
57073,69,Male,No,Month-to-Month,No,70,132.5,545.0
63870,54,Male,No,Month-to-Month,Yes,69,235.2,567.0
12195,74,Male,No,Two Year,Yes,68,210.1,510.0
23408,42,Female,No,Month-to-Month,No,70,230.1,529.0
42333,28,Female,No,Month-to-Month,Yes,43,184.9,367.0
17801,66,Male,No,Month-to-Month,No,70,205.0,516.0
86436,37,Female,No,Month-to-Month,No,57,150.0,423.0
62629,35,Female,No,One year,No,56,210.1,448.0
74941,86,Male,No,Month-to-Month,No,57,155.0,454.0
79607,66,Male,Yes,Month-to-Month,No,65,235.2,494.0
56226,23,Male,No,One year,No,66,149.9,544.0
16639,27,Female,No,One year,Yes,69,179.9,505.0
83422,40,Female,No,Month-to-Month,No,58,150.0,429.0
78234,21,Male,No,Month-to-Month,No,62,252.6,487.0
37380,64,Male,No,Month-to-Month,Yes,61,150.0,442.0
78580,46,Male,No,Two Year,Yes,49,212.6,433.0
22716,52,Female,No,Month-to-Month,No,62,105.0,443.0
2452,63,Female,No,One year,Yes,51,140.0,369.0
71378,37,Female,No,Month-to-Month,No,61,172.4,490.0
80549,58,Female,No,Month-to-Month,Yes,67,192.5,473.0
48035,45,Female,No,Two Year,Yes,68,105.0,481.0
95993,81,Male,No,Two Year,No,61,130.0,439.0
15689,67,Female,No,Month-to-Month,No,50,192.5,362.0
12495,51,Male,No,Two Year,No,55,212.6,463.0
16415,20,Female,No,Month-to-Month,Yes,69,152.5,542.0
72038,71,Male,No,Two Year,Yes,62,245.1,486.0
85935,60,Male,No,Month-to-Month,No,56,127.5,433.0
60002,40,Female,No,Month-to-Month,Yes,72,162.5,525.0
26339,36,Female,No,Month-to-Month,No,62,137.5,446.0
92333,86,Male,No,One year,Yes,68,159.9,486.0
17936,43,Female,No,Month-to-Month,Yes,57,160.0,472.0
55919,87,Female,No,Month-to-Month,Yes,42,117.5,302.0
25911,32,Female,Yes,Month-to-Month,No,43,202.6,393.0
43963,38,Female,No,One year,Yes,47,139.9,396.0
58053,88,Male,No,Month-to-Month,Yes,62,190.2,469.0
86011,23,Female,Yes,Month-to-Month,Yes,71,232.6,570.0
68344,44,Female,No,One year,No,71,182.4,560.0
80512,48,Male,No,Month-to-Month,No,49,180.0,372.0
57197,49,Female,No,One year,Yes,69,215.0,513.0
34482,28,Male,No,Two Year,No,37,182.5,294.0
62868,51,Female,No,One year,Yes,64,192.5,455.0
71461,40,Female,No,Two Year,No,68,105.0,493.0
64070,22,Female,No,Month-to-Month,No,38,140.0,329.0
30474,62,Male,No,Two Year,No,55,137.5,390.0
84624,48,Female,No,One year,No,66,185.0,493.0
45349,41,Male,No,Month-to-Month,No,55,115.0,392.0
60089,57,Male,No,Month-to-Month,Yes,46,117.5,377.0
6281,84,Female,No,Two Year,Yes,48,152.5,346.0
85936,34,Female,No,Month-to-Month,Yes,59,150.0,448.0
58478,64,Female,No,Two Year,No,55,182.5,397.0
63021,51,Male,No,Month-to-Month,No,67,287.6,522.0
5089,67,Male,No,Month-to-Month,No,63,117.4,479.0
45505,27,Male,No,Two Year,No,54,150.0,413.0
31044,73,Male,No,Two Year,No,65,152.5,506.0
74369,37,Male,No,One year,Yes,66,287.6,529.0
34431,85,Female,No,Two Year,No,64,207.6,479.0
87549,36,Female,No,One year,No,56,150.0,407.0
55107,18,Female,No,Two Year,Yes,64,127.4,498.0
57760,77,Male,No,Two Year,No,57,265.1,434.0
84084,47,Female,Yes,Month-to-Month,Yes,47,172.4,394.0
6373,71,Female,No,Month-to-Month,No,64,152.5,460.0
41264,28,Female,No,Month-to-Month,No,68,160.0,488.0
63435,32,Male,No,Month-to-Month,Yes,71,182.5,518.0
77871,35,Male,No,Two Year,Yes,53,220.1,453.0
27605,36,Female,No,Month-to-Month,Yes,58,152.5,469.0
40701,49,Female,No,Two Year,No,41,180.0,296.0
35150,28,Female,No,Month-to-Month,No,62,147.4,449.0
27582,43,Male,No,Two Year,Yes,72,160.0,528.0
36013,35,Male,No,One year,Yes,52,185.0,432.0
3860,70,Female,No,Month-to-Month,Yes,67,162.5,515.0
56537,42,Female,No,Month-to-Month,No,50,135.0,366.0
57332,78,Female,No,Two Year,Yes,66,242.6,496.0
56039,32,Male,No,Month-to-Month,Yes,47,182.5,362.0
89414,43,Female,No,Month-to-Month,Yes,65,162.5,487.0
33434,26,Female,No,Month-to-Month,No,65,169.9,468.0
25876,37,Female,Yes,Month-to-Month,No,53,195.0,402.0
45064,18,Female,No,Month-to-Month,No,72,184.9,580.0
55018,69,Male,No,Two Year,Yes,67,149.9,474.0
42027,25,Female,No,One year,No,59,150.0,435.0
45887,73,Female,No,Month-to-Month,No,71,172.5,509.0
68869,33,Female,No,Month-to-Month,Yes,71,142.5,557.0
40361,85,Female,No,Two Year,No,61,195.0,436.0
3592,29,Female,No,Month-to-Month,Yes,45,115.0,321.0
38343,18,Male,No,Two Year,Yes,64,150.0,487.0
87083,55,Female,No,Month-to-Month,No,70,145.0,489.0
10466,83,Male,No,Month-to-Month,No,48,185.0,355.0
81003,37,Female,No,Month-to-Month,No,68,112.5,469.0
60966,87,Male,No,Month-to-Month,Yes,72,187.7,527.0
50155,52,Male,No,Month-to-Month,Yes,59,232.6,495.0
71601,72,Male,No,One year,Yes,58,240.1,441.0
29907,28,Male,No,Month-to-Month,Yes,64,210.1,498.0
56164,64,Female,No,Two Year,Yes,65,242.6,497.0
84010,20,Female,No,Two Year,Yes,65,222.6,510.0
27824,32,Female,No,Two Year,No,54,252.6,430.0
50246,33,Female,No,Month-to-Month,No,41,204.9,321.0
71922,62,Male,No,Month-to-Month,Yes,65,152.5,510.0
5647,63,Male,No,One year,Yes,72,147.5,510.0
85633,76,Male,No,One year,Yes,66,182.5,482.0
96766,31,Female,No,Two Year,No,52,172.5,413.0
50658,23,Female,No,Month-to-Month,Yes,71,137.5,509.0
74019,86,Female,No,One year,Yes,62,150.0,478.0
30517,33,Male,No,One year,Yes,66,160.0,494.0
96782,32,Female,No,Month-to-Month,Yes,67,235.1,546.0
28540,86,Female,No,Two Year,No,48,252.6,370.0
29611,67,Female,No,One year,No,66,222.6,533.0
90014,37,Female,No,Month-to-Month,Yes,65,227.5,479.0
79839,62,Female,No,Month-to-Month,No,66,105.0,455.0
8241,58,Female,No,Two Year,Yes,62,95.0,461.0
64486,43,Male,No,Two Year,Yes,59,197.6,459.0
87513,69,Female,No,Month-to-Month,Yes,65,112.5,453.0
64778,89,Female,No,Month-to-Month,Yes,66,187.5,491.0
23963,57,Female,Yes,Month-to-Month,Yes,70,222.7,531.0
34103,29,Female,No,Month-to-Month,No,50,242.6,400.0
21675,34,Female,No,One year,Yes,41,287.6,346.0
15474,78,Male,No,One year,No,57,222.6,477.0
55337,21,Female,No,Two Year,Yes,58,179.9,428.0
19971,69,Female,No,One year,No,65,222.6,523.0
20837,84,Female,No,Month-to-Month,No,68,190.2,502.0
68016,22,Female,No,Month-to-Month,No,69,105.0,505.0
12719,77,Female,No,One year,No,69,257.7,575.0
45810,73,Female,No,Two Year,No,70,125.0,477.0
31314,79,Female,Yes,Month-to-Month,Yes,59,245.1,492.0
29718,37,Female,Yes,Month-to-Month,No,37,232.6,348.0
36859,81,Female,No,Month-to-Month,Yes,58,182.5,418.0
62075,44,Male,No,Two Year,Yes,70,92.5,529.0
44235,86,Female,No,Month-to-Month,Yes,51,175.0,398.0
7068,87,Female,No,Month-to-Month,No,71,149.9,547.0
63547,24,Female,No,Two Year,Yes,63,140.0,459.0
52619,31,Male,No,Two Year,Yes,55,262.6,440.0
15551,83,Male,No,Two Year,No,70,220.1,522.0
25025,49,Male,Yes,Month-to-Month,Yes,45,222.6,393.0
46791,78,Female,No,Month-to-Month,Yes,62,172.5,453.0
16112,59,Female,No,Month-to-Month,Yes,57,257.7,448.0
39854,43,Male,No,One year,No,57,117.5,417.0
71823,22,Female,No,One year,No,50,169.9,373.0
19428,68,Male,No,Month-to-Month,No,71,137.5,505.0
14024,35,Male,No,Two Year,No,58,182.4,427.0
43842,51,Male,No,Month-to-Month,Yes,64,130.0,467.0
75845,86,Female,No,Two Year,No,51,125.0,346.0
94586,46,Female,No,Two Year,Yes,54,142.5,432.0
45315,51,Female,No,One year,Yes,53,242.6,414.0
58272,76,Male,No,Month-to-Month,Yes,63,179.9,456.0
37410,41,Male,No,Month-to-Month,No,63,147.5,484.0
47525,80,Female,No,One year,No,68,262.6,518.0
97843,19,Female,No,One year,Yes,64,190.2,500.0
40601,66,Male,No,Month-to-Month,No,59,175.0,445.0
38120,66,Female,No,Month-to-Month,Yes,64,160.0,454.0
47529,41,Male,No,Month-to-Month,Yes,56,125.0,389.0
21036,51,Female,No,Month-to-Month,No,52,147.5,378.0
57533,32,Male,No,Month-to-Month,No,54,117.4,428.0
35971,27,Female,No,Month-to-Month,Yes,51,147.5,371.0
29009,46,Male,Yes,Month-to-Month,Yes,62,190.1,517.0
63785,45,Male,No,Month-to-Month,No,67,117.4,518.0
43213,28,Male,No,Month-to-Month,No,54,230.0,432.0
29689,89,Female,No,Month-to-Month,Yes,55,152.5,395.0
68015,57,Female,No,Two Year,Yes,40,182.5,302.0
75401,52,Female,No,Two Year,No,68,222.6,512.0
31623,66,Male,No,One year,Yes,52,160.0,407.0
43050,51,Male,No,Month-to-Month,No,70,230.1,530.0
12945,20,Female,No,Month-to-Month,No,62,242.6,491.0
12498,65,Female,No,Two Year,No,70,205.0,516.0
74872,83,Male,No,One year,Yes,56,130.0,441.0
43310,73,Female,No,Two Year,Yes,49,175.0,407.0
81123,67,Female,No,Month-to-Month,Yes,52,152.5,375.0
46218,42,Female,No,One year,Yes,47,242.6,391.0
23830,51,Male,No,Month-to-Month,Yes,50,125.0,363.0
16601,32,Male,No,Month-to-Month,No,51,162.5,389.0
65536,81,Male,No,Two Year,No,64,160.0,471.0
76445,89,Female,No,Month-to-Month,Yes,58,182.5,419.0
72854,77,Male,No,One year,Yes,55,149.9,443.0
23176,79,Male,No,One year,No,69,182.5,493.0
78884,59,Female,No,Month-to-Month,Yes,68,180.0,477.0
52627,81,Female,No,Month-to-Month,Yes,58,135.0,400.0
36013,28,Male,No,Month-to-Month,Yes,51,147.5,375.0
60193,30,Male,No,Two Year,Yes,64,160.0,469.0
44256,62,Male,No,Month-to-Month,No,43,185.0,380.0
63127,43,Male,No,Month-to-Month,No,64,160.0,477.0
68662,56,Female,No,Two Year,Yes,49,140.0,389.0
41055,29,Female,No,Month-to-Month,No,52,139.9,419.0
38067,52,Female,No,One year,Yes,70,145.0,487.0
12884,30,Male,No,Month-to-Month,Yes,67,160.0,524.0
7058,47,Male,No,Month-to-Month,Yes,43,139.9,361.0
31773,72,Female,No,Two Year,Yes,48,130.0,380.0
66503,80,Male,No,Month-to-Month,No,46,147.5,329.0
44046,70,Female,No,Two Year,Yes,66,207.5,488.0
56303,70,Male,No,One year,No,71,162.5,516.0
45660,18,Male,No,Two Year,No,51,257.7,444.0
89419,24,Female,No,Two Year,Yes,70,190.1,562.0
25033,80,Female,Yes,Month-to-Month,No,60,255.1,490.0
61114,62,Female,No,Month-to-Month,Yes,59,195.0,439.0
37640,27,Female,No,Month-to-Month,No,66,125.0,496.0
81141,79,Male,No,Month-to-Month,Yes,47,210.2,372.0
81008,68,Female,No,Month-to-Month,Yes,65,107.5,493.0
70549,28,Female,No,Two Year,Yes,69,210.1,559.0
72395,37,Female,No,One year,No,62,175.0,495.0
50664,20,Female,Yes,Month-to-Month,No,63,235.1,526.0
32666,85,Male,No,One year,Yes,42,180.0,309.0
83639,72,Male,No,Month-to-Month,Yes,55,145.0,384.0
62253,59,Male,Yes,Month-to-Month,Yes,48,162.5,400.0
78721,58,Female,No,Month-to-Month,No,71,265.1,533.0
39402,60,Male,No,Month-to-Month,No,69,195.0,498.0
38732,86,Male,No,Two Year,Yes,68,257.7,556.0
95542,81,Male,No,One year,No,69,150.0,501.0
77707,67,Female,No,One year,Yes,70,200.1,549.0
66735,36,Male,No,Month-to-Month,Yes,58,160.0,460.0
81523,53,Male,No,Two Year,Yes,56,80.0,387.0
14057,77,Female,No,Month-to-Month,Yes,69,179.9,482.0
30912,62,Female,No,Month-to-Month,No,70,255.1,578.0
75235,76,Female,No,Month-to-Month,No,70,217.5,518.0
28001,85,Female,No,Month-to-Month,No,56,137.5,396.0
78701,31,Female,Yes,One year,No,63,210.0,534.0
90069,25,Male,No,Month-to-Month,Yes,49,157.5,363.0
49506,76,Female,Yes,Two Year,No,46,200.1,387.0
46057,76,Female,No,Month-to-Month,Yes,55,160.0,382.0
78413,70,Female,No,One year,Yes,68,187.6,529.0
20714,26,Female,No,Two Year,No,59,157.5,422.0
75413,61,Male,No,Two Year,Yes,64,152.5,511.0
97330,89,Female,No,Two Year,Yes,40,125.0,317.0
40856,83,Male,No,One year,Yes,64,165.0,523.0
24251,62,Male,No,Two Year,Yes,71,165.0,556.0
73737,43,Male,No,One year,No,54,140.0,405.0
35036,57,Female,No,Two Year,Yes,61,175.0,480.0
15082,62,Female,No,Month-to-Month,No,70,172.5,494.0
14425,68,Female,No,Two Year,No,51,230.1,402.0
80810,40,Female,No,Month-to-Month,Yes,63,149.9,490.0
77365,55,Male,No,One year,No,65,132.5,489.0
62279,59,Male,No,One year,Yes,47,192.4,350.0
53204,60,Female,No,Two Year,Yes,68,275.1,522.0
82833,35,Male,No,One year,Yes,59,105.0,436.0
23347,68,Male,No,Month-to-Month,No,68,142.5,499.0
59061,60,Male,No,Two Year,No,61,125.0,436.0
26678,27,Female,No,Month-to-Month,No,60,230.0,464.0
27503,33,Male,No,One year,Yes,65,222.7,505.0
95223,75,Female,No,One year,Yes,51,107.5,385.0
61834,37,Male,No,Two Year,Yes,60,120.0,482.0
68748,56,Female,No,Month-to-Month,Yes,53,162.5,389.0
49728,68,Female,No,Month-to-Month,Yes,70,217.5,518.0
58031,30,Female,No,Month-to-Month,Yes,46,92.5,337.0
62522,83,Female,No,Two Year,Yes,70,117.5,523.0
48135,64,Male,No,Month-to-Month,No,63,205.0,473.0
92110,89,Female,No,One year,No,68,172.5,487.0
38330,84,Female,No,Month-to-Month,No,68,135.0,470.0
80232,80,Female,No,One year,Yes,51,95.0,395.0
12060,42,Female,No,Month-to-Month,Yes,66,242.6,505.0
89046,70,Male,No,Month-to-Month,Yes,72,172.5,552.0
2725,43,Male,No,One year,No,72,142.5,569.0
48230,78,Female,No,Month-to-Month,Yes,52,120.0,402.0
28611,49,Male,No,Month-to-Month,No,69,212.6,570.0
13318,72,Male,No,One year,Yes,68,117.5,514.0
37187,76,Male,No,Month-to-Month,No,66,245.1,501.0
46075,53,Male,No,Two Year,No,66,150.0,481.0
77493,54,Female,No,Month-to-Month,Yes,52,162.5,416.0
42367,79,Female,No,Month-to-Month,No,70,140.0,523.0
5652,41,Male,No,One year,No,63,210.0,524.0
14005,57,Female,No,Month-to-Month,Yes,55,127.5,434.0
53579,21,Female,No,Month-to-Month,No,70,207.5,532.0
