,Tenure
1315,9.141192423
113,17.88002366
1643,12.30462572
9086,64.59202
386,10.4103675
4432,2.176948
6180,62.83833
1392,22.56250894
53,1.55278221
9323,70.00933
5287,52.03501
1598,5.78844751
2963,5.966695
4691,8.675197
8309,64.46474
8778,71.40954
6891,68.17457
7447,62.07668
9474,56.22378
7392,61.95264
9150,59.40499
2758,5.679237
5498,70.72564
8693,68.18047
8934,56.841
3978,2.473299
6648,60.29534
1881,5.731198479
1619,1.548600048
4189,5.648594
3347,9.176772
3052,15.77942
7063,46.83595
9801,50.85505
8025,66.98322
2072,6.799748
9798,65.0829
2345,14.95975
34,3.471329958
2539,2.440244
1352,2.108441505
6287,64.29998
2563,18.01018
3758,9.231083
9102,60.30709
189,7.007695148
2944,10.3362
7973,65.40394
9576,61.50205
3575,4.10653
5453,38.28807
9151,69.97252
6693,64.33211
4126,18.03946
6634,70.70213
6532,69.91537
7800,65.52483
8637,71.3757
7249,70.09511
361,4.950398978
885,9.595456517
1625,4.589210527
6728,58.83979
4302,12.69881
4712,18.84228
3380,6.029814
9128,62.46483
3522,3.662342
541,8.932053699
6303,46.8684
7434,63.70026
6813,50.80026
1101,8.279774899
2550,9.05316
8434,65.25348
6671,46.22292
8905,59.28121
8202,44.97817
1067,15.24536909
5953,56.53361
8828,70.56821
7247,45.19194
6383,49.26183
9996,61.04037
7556,61.88348
9844,66.60166
3098,10.59517
422,6.437878909
7897,62.33818
5251,68.94384
4530,4.480346
7425,66.31705
1836,11.34130832
3686,11.92723
1876,2.153167182
4533,7.957264
8726,70.33975
1167,7.245906912
703,5.759265746
7442,71.14876
3323,1.683285
6900,70.84512
3101,10.31129
9164,69.62503
350,5.397827503
1308,3.551651444
2929,21.53238
9148,46.04792
5997,58.42303
1891,7.18546062
7773,68.23146
2714,17.98715
6687,68.69095
2116,19.72758
3467,18.80644
2152,4.749684
8858,68.69992
9673,65.42546
640,19.95372925
7925,51.54883
9703,67.94252
9833,62.10686
81,7.832238337
6973,57.94661
8954,69.30616
7557,58.31897
5613,70.02121
8831,50.71608
2605,4.148103
683,7.847288476
5837,57.44027
6773,66.2177
3748,7.374499
4095,17.92442
1557,10.12123118
2101,6.363764
5207,59.01526
411,10.27819073
85,2.358129018
2396,5.857544
4547,6.214398
9843,56.01484
3070,7.220079
3078,17.2154
3202,3.83138
7477,67.4709
6037,36.44011
206,3.043063167
6186,70.80297
1223,5.396647294
3196,3.052755
9920,57.46466
8524,55.49261
8294,55.71809
2271,2.977062
4902,9.648973
7149,68.28597
8427,71.02583
2476,8.040278
7048,64.43912
1531,11.75090487
6309,45.22375
8734,59.53457
7912,49.88118
7255,57.50632
9081,62.87394
9884,47.25523
9786,71.23142
6868,50.07213
7739,63.07329
3827,18.59752
9350,68.86185
3426,3.511593
6134,49.28233
9349,42.6185
2327,2.497434
261,3.379756569
1679,16.08388872
6894,64.95682
8742,60.21411
740,2.282601557
4084,9.873648
9020,65.31625
6597,70.83916
7959,48.98259
960,9.349597147
1530,15.6930298
1328,5.173463744
2698,17.55759
7729,66.63268
9682,52.90819
1131,3.12313921
5637,56.79909
2001,1.229945
9190,57.98641
9338,53.54212
3775,6.830372
5274,59.238
3122,3.62899
8091,64.87596
4374,1.849221
7143,71.31402
3372,5.8078
6151,44.75964
687,9.428767036
2610,2.367066
3299,16.41429
3387,13.0257
2604,5.457127
8765,64.88052
7403,57.08875
1427,4.672608309
9225,68.97874
5444,57.74783
3102,8.33073
3474,6.460792
8021,51.91699
6295,67.57266
3116,23.77384
4245,17.13675
2874,16.56847
4462,1.871066
5483,50.33619
9548,47.9937
7670,60.89154
3988,3.488459
9540,60.64369
1827,6.624439911
6009,64.81359
152,5.905906389
1758,2.066037377
7243,49.01677
2741,7.193929
7191,48.15455
4450,5.891019
1449,3.330819942
5409,59.21526
1185,7.570075544
7536,61.68428
9256,62.17986
1178,6.195470215
7298,54.01325
1251,2.163284177
6523,60.09896
4769,6.033703
1099,13.76430574
2989,4.327078
8467,38.58318
3529,19.28984
7917,68.82747
7354,45.91201
9571,54.67286
27,1.392421597
5743,69.76805
2373,8.882682
5196,58.54344
6135,60.15262
282,3.778174405
4310,14.69884
6042,68.46483
3355,1.1426
3636,1.110729
4435,1.709971
7321,66.99456
2666,6.71156
3841,9.742042
3979,9.8256
1870,10.86852566
9,3.422086139
6283,68.22903
1175,9.314854212
2098,6.818283
7162,69.35044
5487,59.51288
1888,6.211504434
3378,14.77367
442,1.171557288
9734,44.42372
3584,10.85354
2200,10.7285
1704,10.06145053
9582,39.23379
8378,41.75833
5814,61.33886
6205,69.80788
4557,18.44435
7030,71.14976
9226,59.52044
948,2.371911572
2009,2.175619
7144,63.56516
8512,67.06183
6092,67.1217
7194,67.29113
2677,12.14453
7124,63.20353
9614,64.49478
3127,7.469813
4747,4.115815
3669,7.896421
3421,6.671684
3704,2.14479
2824,11.55831
5690,57.36372
8248,62.84168
6824,68.21396
978,7.882710227
5242,57.37611
5443,70.78918
8876,59.47229
6339,50.56908
766,6.587201276
4563,6.999666
317,14.09942339
4978,8.004483
4470,8.26392
5492,68.37005
3000,7.916586
5973,63.43072
2529,16.81789
5592,58.2745
4176,9.102322
4455,8.867984
1224,18.42609229
691,2.72317525
6688,66.8244
8548,67.39326
231,18.17247008
4469,4.419844
2025,4.773251
1779,23.68987753
6585,67.86102
7820,64.58418
5931,56.83604
9897,67.17715
7806,63.50859
7736,58.6688
8098,65.2185
2613,1.768753
215,15.94935291
7523,60.45679
9508,55.87037
6997,68.74835
5918,69.90151
4169,10.91791
7450,63.71587
9924,67.09737
6103,61.28932
3508,8.187262
7008,71.56031
8172,60.97847
5086,66.75709
7014,69.1405
4391,5.698156
9273,52.95001
4352,6.106821
2132,1.75453
3890,15.39326
625,7.110141173
5265,70.20999
3464,5.099943
8102,68.4249
5565,68.03309
4110,4.120579
6501,65.62879
2894,8.387102
319,3.999030359
3496,1.359104
3175,12.05486
8353,48.03223
8836,58.73457
8360,50.94315
4792,9.553951
6702,58.89861
5410,57.25147
3649,10.86612
1327,5.696461819
8845,53.60305
620,11.38939562
2690,6.183692
3313,10.88204
6351,63.72195
2683,5.449246
7750,56.45798
7591,61.173
8430,63.37764
8986,58.72004
2301,4.770815
2756,3.122125
3996,26.06474
7046,60.2958
9466,55.87308
9168,55.70433
1818,3.024806192
5048,65.4294
8856,69.74686
4206,4.784022
2676,2.237975
823,1.128335443
7172,46.41276
1278,9.983052758
7372,64.22853
4413,6.92143
7691,63.17917
7341,63.64732
6601,56.24277
2289,1.739449
301,11.16903388
4694,8.390283
7970,69.63521
1263,18.95221637
318,7.272649386
8802,66.70002
1072,1.929621761
4800,6.142753
6939,57.13562
8034,58.08347
1944,7.017918254
3332,8.442986
7422,60.7303
1285,1.963127209
3872,2.664026
2547,1.740144
7699,62.02081
3665,4.278123
3904,7.495947
9836,47.03744
9351,70.81829
7889,68.31311
7642,65.03892
1515,5.68349814
8871,65.87966
995,15.27829427
7295,66.19713
5076,56.35343
4589,6.2061
2842,3.631024
3631,19.49059
9014,57.04882
8933,55.9975
1451,9.07813252
8263,63.28052
4502,14.86376
4316,15.10612
1903,3.56722345
2594,6.24751
8925,54.99066
9448,66.57294
8156,56.82842
6492,55.15375
9333,69.69574
8731,71.99373
8869,55.64344
3453,3.924177
4882,7.277274
6905,65.26702
6654,63.61158
9455,57.37458
8531,68.70194
1545,1.665089598
1373,2.045299662
913,8.730405893
162,5.972864167
4022,10.94068
5805,58.91354
2584,11.59627
4135,22.13831
5825,58.09895
201,18.56165869
975,7.918062789
1012,7.852675802
6524,59.12578
1646,19.28013343
3231,8.539485
7181,48.25936
6185,62.54758
6583,61.3942
4007,2.438513
9140,64.20102
526,15.60605339
9612,67.50401
7708,60.1778
736,4.803306414
2104,13.0511
2325,12.27217
6331,69.48178
2244,5.26283
6369,46.30752
2459,16.56317
286,3.940297464
3638,3.613491
5970,69.36054
2749,11.38275
5163,50.69979
4617,1.76975
1561,9.300517617
1875,7.827055149
3344,3.707186
8964,56.05193
6379,66.31632
228,5.071456681
9919,65.58919
7483,54.98522
2479,4.355677
2634,2.599617
8748,57.98413
1662,2.552193205
2523,5.142628
8853,71.75497
1194,9.764790968
1401,12.71183755
1221,15.82334026
3906,8.666281
3027,18.47081
7793,47.56294
3804,12.00591
7997,68.67656
5202,61.73977
8414,53.86603
3181,20.3759
3784,9.345696
5548,66.91612
7054,70.42655
3663,9.321719
4376,6.708628
9405,60.54294
6893,59.34372
7930,46.39161
887,9.195415365
3495,1.253929
3342,18.16755
3174,10.65826
3588,3.895605
4386,17.77264
8183,64.11367
3343,8.997315
9877,67.3665
9604,65.18501
5797,69.14535
56,9.563362997
7098,63.73521
662,10.28281832
6858,59.42848
9042,70.49752
5656,57.40724
6258,67.37641
7565,54.41265
4922,22.39748
3478,6.038648
2170,5.582839
8110,68.55021
2987,15.04337
6150,67.89181
1508,11.70414173
1676,1.019306038
2377,9.933523
9366,59.13489
119,9.344886869
3674,11.30129
183,13.01107597
2556,10.89683
8852,69.24664
6276,51.42362
5141,51.21873
8476,50.40492
2253,3.374565
9929,57.07531
9068,51.7077
2862,8.24734
8932,63.6336
4698,12.62182
1374,23.05042619
1500,2.656111103
4144,6.592291
5933,52.66447
7972,62.71297
4672,10.61246
1274,17.92733138
8312,52.59645
3895,4.72236
3480,18.08688
3667,4.674127
8515,65.91489
545,1.597765127
1229,12.74748675
2728,2.945436
935,1.740841699
8478,60.42738
4888,6.56131
7189,43.59094
9543,56.8243
7903,52.0997
2487,12.86551
4298,14.55246
58,15.72071086
4477,2.577535
7626,68.04429
6162,62.36767
7492,53.07128
7188,58.13955
177,3.701557118
2403,3.919919
6926,42.93159
7314,59.66552
9510,63.05783
4407,6.979961
5187,69.15198
4082,1.690026
5609,61.47987
2804,3.469341
8943,63.43387
6278,59.51823
3135,8.718999
7325,61.37365
1337,7.195810535
5413,54.50776
4705,7.766899
3469,27.12312
6723,62.20783
4901,2.696846
8764,50.62244
9413,56.21686
4241,4.816947
4405,2.681114
9961,54.75767
8975,56.71742
5046,56.3686
3959,1.578151
9706,63.80541
3046,12.00194
7627,56.01076
5236,59.59391
565,1.387575524
9545,51.19742
2982,2.089917
392,5.940902789
7669,57.89761
6088,69.93388
2847,5.448172
8193,55.72308
2983,10.94284
6060,48.30622
580,1.084656113
3660,1.295137
7024,66.78494
64,9.634946079
1043,2.601455981
5992,36.05308
9060,63.13788
305,3.834727471
5816,54.23273
3690,9.447103
1801,7.775144828
3065,28.06447
4606,2.347884
9268,69.84899
8533,55.55389
5671,71.55357
2607,6.663036
496,13.86188691
3939,2.142469
5974,61.51035
8066,60.49154
3009,1.125218
9381,65.5396
8663,65.351
1411,9.821119931
1418,4.594946825
4461,2.477662
9664,65.85945
1693,7.387393996
4446,2.509742
9272,62.44603
883,14.04985628
716,16.75922789
1692,9.320973584
2807,3.890319
4134,4.806626
7549,41.95888
9937,57.20149
54,12.07970325
6246,57.78133
2961,9.561875
6234,63.78741
3371,11.32725
9187,45.62467
879,13.01023159
9377,62.91372
1513,7.080759052
5955,54.62225
6861,38.65509
7705,66.7755
467,2.760467902
2709,1.500082
0,6.795512947
6233,63.18349
8404,43.69919
9369,51.87217
5028,64.71488
6667,55.61318
5582,62.01927
2243,8.492902
1404,3.871799525
193,10.25635754
1126,9.510993751
8570,38.84886
562,1.894776657
7359,68.08474
1421,3.295993837
7782,49.19922
1617,5.136076177
2648,3.533323
6518,47.32828
8135,71.12548
5767,61.74103
8690,66.54637
6563,61.24602
7202,54.95441
2622,8.473966
840,19.76529476
1493,2.744401393
4173,10.31681
2727,7.650642
5967,47.22872
1163,8.634921784
5964,52.70133
4412,13.00557
4717,5.793869
7702,61.00511
7352,66.86351
2699,10.55294
5904,67.97028
7101,70.31689
7088,49.26311
583,7.931439645
9407,69.7539
8231,51.87037
1864,5.291754183
1287,1.156719701
418,4.924623699
2055,2.104985
9506,64.94288
3688,8.116071
7854,58.97078
2949,15.38202
9228,67.92751
1025,18.29391747
2889,14.34935
2774,6.021823
8554,62.84343
9952,67.0374
9995,68.19713
7723,45.80397
461,13.90000955
5193,66.46762
4096,11.36049
6814,64.42046
8050,67.56344
1639,12.17994263
8148,69.60418
1168,6.133827574
2172,3.523461
4602,12.1891
7810,58.13967
78,24.64873861
6588,64.01062
3498,21.56869
2864,6.067975
7971,51.35655
3179,1.324008
1383,5.812856338
4844,2.780924
8660,56.21975
8597,63.82538
9627,62.12984
2086,12.12823
2856,9.952476
7365,44.04708
2053,8.082833
1616,21.04742054
5067,64.09564
1302,21.16641251
9518,67.10378
536,5.207179461
1238,8.825774698
1389,6.307898491
1706,2.160066882
427,10.03363969
9288,55.01651
3382,2.644504
4320,1.11588
8137,65.13371
8771,69.657
2438,5.620998
1425,4.544027018
2757,10.49269
7205,70.96989
3307,2.443144
5455,52.00223
2830,4.612442
7320,71.27541
500,11.91663193
7074,61.51103
893,3.317348927
8392,45.91919
1196,6.695029374
3225,5.902195
2901,9.448434
9214,61.19516
6252,56.12428
6841,68.53196
3452,6.416264
9878,54.84956
5179,62.03303
1414,3.847102787
5172,52.55673
1583,18.55974516
3059,7.032433
2450,1.805094
388,2.993625911
7817,65.86516
8310,46.84844
4870,6.749571
6354,62.56252
5817,57.78109
4101,5.623084
9303,60.36923
3732,24.94738
8288,69.9386
6340,45.95837
4272,28.31929
6931,62.94622
2298,9.487121
1326,10.92247392
1555,8.460086502
4542,3.11391
1874,4.992706522
1880,18.37212028
3217,15.51348
8623,61.0763
6792,51.01884
5190,45.27484
7808,71.24628
9562,66.80152
6047,52.42844
5364,69.01301
6539,62.09112
1409,1.522691557
2434,12.0068
7957,55.57772
178,2.976033785
6449,62.08441
2258,12.51454
9355,62.09703
8060,58.52641
7675,61.73523
6981,57.69823
3617,5.855481
3702,6.318781
4066,3.245848
8440,63.70616
9600,59.89979
5831,63.28078
450,21.71097206
4676,7.821554
4539,8.592449
6987,55.6096
8101,58.2471
6468,60.88203
3757,5.095356
5622,66.0517
704,7.979145258
8750,42.04904
7437,70.18772
1487,11.44196811
4937,12.27603
976,1.515452465
1723,2.661310881
1195,7.629294031
4329,4.723073
6954,65.22868
582,2.140387928
3321,24.26165
6561,61.11318
6653,64.89527
8243,69.13685
7984,70.28492
8683,66.07094
2691,17.27999
9779,46.55588
1979,14.7212152
7475,67.69622
9219,54.8395
6650,65.65204
3048,2.431373
1846,6.811138598
7192,51.95009
7798,54.41951
2326,9.23286
6918,66.005
1265,2.728247011
5368,43.80971
6261,64.34541
3491,11.4264
289,12.75609778
4149,10.573
889,1.79772408
4120,11.72569
396,4.221959275
1615,7.336939062
3766,8.249394
8573,48.78507
1047,7.904120653
2385,12.26499
9785,64.39513
1983,8.856546048
8082,61.27787
8226,43.50453
7486,66.89669
1741,8.482460246
7713,67.75523
6676,68.19429
9445,70.63095
3678,2.976407
9653,64.25108
9486,68.88449
5647,48.98002
5980,67.28766
2030,3.434965
2435,20.22191
3290,6.207517
3783,10.13181
8497,51.58987
9142,59.84973
827,11.08306586
5846,69.09557
1525,2.170567319
7226,52.3021
1075,3.218751358
2316,1.270546
310,9.915959247
7409,58.19013
3888,6.165028
3407,7.756546
6912,55.64232
8448,71.97435
7286,46.21777
1271,9.94963312
5700,70.62907
7824,58.50824
1673,6.549842666
9258,64.57131
4668,14.07058
3596,23.12261
8870,37.90754
2417,11.63009
230,5.049303717
9363,48.90533
3488,2.569515
298,18.35541838
9172,66.27924
94,18.38404445
3083,8.268061
2558,6.905862
323,5.953547112
7313,63.73496
5133,68.00474
4050,4.557348
2542,29.62966
4163,10.52866
9220,43.86959
4344,12.18592
344,2.656915117
3220,7.035161
2376,5.59356
8555,65.11394
3625,20.89442
3438,11.36757
5085,48.1707
2229,10.39421
2210,8.696181
3284,1.932645
1410,2.988653862
8013,46.38121
2654,10.32034
7543,66.9099
579,5.884557067
6820,51.42373
4854,5.276321
1667,8.734707597
3966,10.88054
7256,64.52906
6024,55.20008
7399,69.9263
5762,70.97645
5836,69.97238
4058,2.224168
8056,60.58684
1456,14.26615817
7430,48.68893
7076,64.7835
3723,4.926111
5422,53.17302
7805,47.11262
6839,67.675
6370,55.94357
3348,1.822794
7025,69.70806
2617,2.073632
5290,48.80775
6726,58.24766
9315,67.01405
4755,15.13225
2877,2.458795
1283,3.418302206
5197,54.83336
3822,21.06092
2342,1.135161
2491,4.847411
9751,60.08453
9325,49.07593
6870,60.42123
3170,1.597599
6569,67.76235
1348,9.31669305
6592,71.80759
1037,2.39088492
7269,70.54943
8941,69.44504
4696,4.46492
7582,59.60106
2185,11.00764
9321,67.26027
6831,62.21509
4433,12.36516
407,13.46565415
3833,7.413447
7785,63.86048
2351,2.763224
3763,4.860179
3769,10.33785
1703,7.441432103
8431,69.36684
9835,54.81081
7233,61.97804
7081,66.82276
3021,2.80856
1719,10.68004106
4779,1.90586
6085,68.66575
6699,64.67686
8084,63.08151
3105,6.06866
8564,65.44262
7204,64.63609
9209,64.17032
8775,39.42138
6935,64.11078
675,9.85591776
2618,10.49402
5714,63.05421
4841,8.71167
4985,19.9897
4823,4.054345
3879,9.213435
2892,10.76391
5549,47.4558
8204,55.15311
4545,6.506483
9473,53.44438
7831,47.81985
3047,15.64015
8996,48.85809
4294,18.601
1829,4.499945782
5297,61.25573
8705,52.38257
7426,68.82379
1064,8.938308825
8537,59.56187
2031,11.93639
7537,70.62749
3338,8.301576
3475,19.6617
9762,71.34763
3729,3.284958
4262,3.160399
6719,59.15773
5550,65.73734
1336,8.571860106
4438,10.42522
1581,17.78302494
9603,51.23358
469,8.001673351
4512,2.596868
6146,49.40477
4713,7.895618
2119,14.29414
6857,59.003
5160,49.26434
3738,18.81173
9984,47.10952
8473,53.39442
7771,71.98828
446,16.48065356
539,3.564836875
9557,60.46744
3846,6.893142
6808,55.09689
7598,71.36862
903,13.17849974
2792,4.833414
7647,41.74273
9669,69.32718
4049,3.319565
5437,65.44764
3075,7.899007
9133,66.67389
3868,6.101406
3711,11.70321
7745,67.54816
9842,46.0622
6401,49.60599
5468,65.26303
1972,1.268992493
7733,61.12405
7954,68.9214
7029,71.85743
8974,60.91995
6020,68.19039
2413,13.87203
8143,65.25094
2369,7.400769
8607,70.40991
4963,7.91568
6784,53.33926
9012,57.44563
7119,60.45093
7207,48.56111
3580,11.31189
7976,58.69071
8109,69.0717
8337,66.02069
7639,65.25844
8234,58.85409
2029,7.178731
5551,59.01535
5949,60.37982
1333,16.53244292
7142,64.94284
1069,4.218778557
521,2.915827364
3650,12.38916
234,7.873371451
720,2.904448825
5059,62.43987
3569,6.597395
8437,61.23692
2767,9.30555
1752,13.84769517
7023,48.05636
6316,44.65571
6759,65.54138
5103,58.51566
128,4.171044392
1244,8.550692097
8536,69.64918
3352,7.439729
8205,64.44587
2277,17.66747
7874,55.10455
5568,65.33504
7732,70.69978
5054,56.23842
4857,5.111844
141,2.887429547
4791,4.320048
9352,49.69121
5961,61.77794
3926,32.73358
7918,68.26584
1485,14.38025496
2410,3.978662
9274,67.87019
5216,69.31083
649,11.80191083
9606,71.53575
9529,70.36396
7413,62.32227
888,13.04114417
8759,69.22651
268,7.425503428
9147,71.58148
33,20.89923386
1233,7.629943705
6424,64.53
8340,71.68832
8158,64.82387
8343,65.93469
5323,66.61872
6800,39.4081
6589,61.41438
9271,58.58794
9846,49.89893
5136,45.45067
693,11.90088632
8984,69.98687
5218,54.0433
9282,56.20288
953,1.457335487
5416,69.2962
7888,62.55541
8391,69.38376
6745,69.47678
4552,3.367303
3919,7.816759
2748,8.295192
3927,4.422442
5164,70.59531
943,1.550579619
8582,65.06621
4525,10.07469
7947,70.14056
5371,47.99369
2543,4.044209
3039,7.72199
7685,64.26648
929,2.729451922
1372,2.62860278
5185,67.06371
5867,65.67374
7157,53.06217
6810,55.01782
1300,11.19078648
3811,21.97517
7148,53.02997
2608,1.563383
2,15.75414408
7898,67.2599
4423,15.22417
6144,66.95572
7665,63.13521
1155,10.39427126
5538,66.17528
4948,1.312447
9717,63.03261
4261,3.402225
5289,62.10568
2803,5.000016
9947,57.62812
2675,4.617824
4186,3.226415
9019,62.70815
339,13.73012915
1789,3.312263064
1204,9.028422616
2138,9.37017
7338,44.39952
4217,14.93552
6479,55.49975
1355,18.88610542
7515,62.68348
5339,38.85837
1631,8.284579203
1912,15.71428993
2891,4.63962
2885,19.6274
8594,67.10152
7109,59.33894
5022,68.7729
4793,22.01734
9547,37.50261
3126,4.606587
3322,7.348682
835,1.532973151
8201,56.78051
5631,61.84801
4289,4.164919
7505,66.85534
9391,66.83137
9434,64.93663
3654,4.83659
3788,1.361282
7527,70.36179
5457,39.01296
1089,6.681362911
1006,5.688867768
9186,56.54849
4029,1.616979
9778,50.09011
7559,52.07089
8171,40.73541
2729,5.294527
3472,6.477458
812,5.786960464
35,5.478588204
1066,14.7804282
6437,64.25103
4371,14.34892
6126,56.736
1230,4.997365436
6399,51.45585
170,15.50354683
8384,48.50031
2712,7.359812
911,2.368283285
6007,64.60955
3115,17.15829
9651,48.65096
7110,63.411
7374,45.15306
8114,53.79108
2255,1.703799
2183,21.58352
2951,11.05993
1490,4.279464865
2292,3.197618
7367,58.80144
4028,16.96026
391,15.35762157
816,4.986528165
7920,50.84495
9958,66.06887
792,5.310878954
2178,3.383778
3262,28.57082
4784,2.77885
2441,6.582225
5943,69.67895
9770,68.90291
4269,4.072959
6441,67.28603
1390,7.195646567
9125,64.03187
818,10.26390461
5813,56.88725
2056,16.59389
6818,61.9089
287,11.38099891
9765,68.82603
2672,17.26451
3462,21.45305
8482,50.44094
4992,8.268405
3379,8.53275
9857,70.92371
232,15.31997698
8627,62.68234
5755,60.8744
4356,31.81602
2270,7.944389
8910,59.78823
7100,54.23845
4093,7.462849
3208,3.212519
5415,66.04097
4231,10.77389
8128,71.77654
9154,62.6237
3459,7.732188
308,4.355064781
102,2.542296644
2069,12.85483
7741,57.69575
8655,48.45122
8665,54.42917
2511,10.52249
6101,66.58949
2769,13.12228
3983,7.62689
8076,55.97831
9596,62.63117
2211,6.840972
5890,46.55143
4334,1.347728
5039,70.79968
9079,49.7983
6527,70.54775
4867,2.825046
6993,69.39989
3547,1.453022
9555,53.60799
4777,10.12764
1103,6.435331488
7548,41.56439
9357,58.54629
7265,59.3991
5832,71.58072
2753,1.835564
1305,13.03099332
1391,15.15825465
2770,10.51089
7926,70.24032
9307,67.75441
5019,60.46946
4521,29.30064
2680,8.756923
9343,71.46108
9622,58.18819
5490,62.16298
8035,67.44709
5269,57.6618
4940,10.59224
3423,4.14344
7921,63.87305
659,6.735352382
4869,15.39062
6575,66.83431
4456,9.131577
6127,43.51717
7332,60.89564
3710,4.226363
1415,3.688657724
8518,68.38161
3473,5.318865
4188,6.783568
6850,61.18991
7044,41.63772
6998,70.69523
362,10.16660427
1879,7.40216226
2738,6.512117
7792,45.91152
4002,11.40214
9814,56.68677
4422,9.49754
9741,60.45443
9158,62.6093
6692,56.1122
7002,54.57985
2426,13.20294
8832,70.77383
7253,59.21096
3401,7.831837
6690,58.74921
6005,56.08957
2097,11.50316
5134,69.91306
1970,19.13168856
9335,68.95831
5716,55.38418
5898,61.2541
6720,66.60855
89,4.151256695
3838,2.771756
3074,1.689999
8100,66.33852
561,4.902104964
9917,42.24311
7190,69.81507
801,4.612099351
5261,70.54256
5345,68.57741
4927,3.179833
9476,71.06048
3037,5.97747
3155,5.664193
9625,66.38094
3443,4.193947
3510,3.155188
2266,7.667371
7509,62.58109
4778,18.01409
137,7.251397592
4903,20.16597
179,5.522376826
9733,65.85431
8218,56.07932
7059,65.11213
3528,8.096457
6604,60.50578
1457,19.08438023
6160,60.78156
8423,64.48611
519,7.228526307
2204,19.68549
21,2.415991977
5683,47.55305
2361,11.14615
1129,9.067061096
9137,69.85281
6547,48.57121
3434,15.43828
8538,68.6504
6736,69.32507
3485,11.31749
6552,42.43922
9699,46.86027
8697,55.92296
494,12.75071284
9740,67.71773
4820,29.71753
7003,58.33853
4128,8.894523
195,3.226996711
4988,6.487239
1484,3.160392389
3907,2.970609
1760,11.32652677
9784,60.1263
8322,66.16108
1953,21.4708673
3964,15.68627
531,10.81997919
4377,10.28653
7707,61.67106
9949,52.62668
2730,6.128314
855,4.667703398
5114,58.16576
7710,67.71776
7962,67.70405
6684,59.27056
82,19.45250317
7369,67.87033
7764,67.78586
9595,54.41975
8544,57.0815
2430,1.704751
6711,58.5543
6626,65.85442
825,6.492246879
9162,56.37162
4011,5.107455
767,4.603347641
8973,65.33904
9426,43.40702
7646,70.27281
7910,52.36016
1653,2.162477942
6967,56.19888
2302,2.65459
3708,5.213752
9064,62.23915
7935,59.99904
2379,19.57075
74,2.378630018
1604,3.954689282
3501,6.081227
4276,5.493065
4368,7.649477
3552,4.740006
1695,6.289468375
4959,18.83056
8461,68.45528
7936,58.50038
553,10.40161068
7659,38.8517
9406,62.31372
3946,11.38257
7809,52.53836
6968,45.63215
875,8.735757967
5320,60.26386
5585,58.67143
9867,54.37964
4183,9.175977
66,4.471254161
1959,10.99607752
6279,66.67672
9939,62.32515
2704,1.717359
6066,71.7248
9735,61.90557
7193,53.77192
1734,8.406444381
5215,46.778
4912,11.69119
3143,2.408011
3297,3.088732
4910,9.696166
7941,62.20392
1735,2.405574983
9456,45.5098
6845,58.51393
8246,70.14712
5522,67.11808
4821,1.116305
419,6.325942162
6924,56.46995
2652,4.812563
4312,15.05177
5642,64.91322
1023,8.846951024
4588,14.41788
9468,54.74318
6801,56.8397
8591,70.14609
266,11.45675389
1594,1.738486682
8749,62.60438
8651,69.4702
4646,15.61752
9322,71.26977
5643,67.93291
4787,26.54684
3921,4.655119
121,4.799514433
2535,3.680185
9159,69.82129
2406,4.867834
9210,57.31788
9316,70.05743
5960,56.12583
849,4.313377262
5356,52.83276
8106,67.69161
5146,62.70697
9503,62.07809
8023,65.09341
4146,10.42248
9951,48.82626
7355,66.43229
7719,69.54666
4273,7.816831
1514,9.808669685
9045,71.45681
8879,63.58076
1218,12.09641389
3770,10.81182
4780,7.329775
4378,11.32663
1385,10.55675189
2911,3.583025
3228,10.71719
5259,56.90852
1812,9.783296825
1248,2.694014031
3874,11.09994
7171,63.93709
8514,49.8063
295,8.134438503
5894,66.94288
1712,11.4488726
4754,17.30262
1122,8.688984603
4893,4.484822
6293,49.22663
5377,58.33561
8700,71.85451
9487,68.96928
4891,5.778279
9449,62.90578
1652,4.509329959
3986,3.250618
57,6.732948946
5954,46.82488
5614,60.81561
3413,5.879094
1537,2.067992783
8692,51.98225
3829,21.47001
4620,9.517342
6169,56.53318
3553,14.74415
1804,11.89492044
6275,68.59602
8521,64.86438
514,5.165404738
9773,60.45224
76,1.092361222
9618,71.28275
5557,63.05008
1331,3.955928538
1759,3.752354376
5684,67.72122
6202,45.82823
722,10.35063785
8711,50.69797
9099,70.87866
7197,47.77726
5697,71.4064
3350,8.399966
9531,52.38371
6036,55.08862
7133,65.61564
444,17.06899012
5598,43.00021
6106,62.77848
1629,4.882004458
3698,22.52336
2186,17.55138
5411,61.72165
5567,41.8312
4236,14.61254
1137,4.255080878
190,1.408375942
3422,8.016341
8500,44.14809
9399,61.27483
3149,6.281821
1645,4.261408572
6779,44.94292
4736,6.723311
9356,63.29972
8330,55.83128
9619,64.90439
9788,69.3778
6204,47.67411
4238,10.99657
6439,58.70772
9450,65.01229
3430,7.158287
4319,9.121337
4561,11.76248
2398,5.494536
2857,1.133367
8835,71.05361
6582,64.31709
6470,68.03515
4212,8.925564
2078,26.27061
9192,60.43193
4099,14.87149
1303,25.88644227
9987,54.54538
5506,64.45957
5066,42.74672
9975,55.30151
1899,2.871999386
3185,16.27138
3306,4.189207
5240,69.55373
4471,8.157412
5928,53.4492
9398,62.2002
9201,71.48476
6076,68.5356
